"","Node1","Node2","Mean","INT"
"226","ASXL2","CXorf56",0.521719457,"Correlation"
"228","ASXL2","FHL1",0.506700244,"Correlation"
"232","ASXL2","RCN2",0.536620161,"Correlation"
"237","ATF7IP","ASXL2",0.508749012,"Correlation"
"238","ATF7IP","CRLF3",0.55690135,"Correlation"
"239","ATF7IP","ENPP2",0.643360514,"Correlation"
"243","ATF7IP","MFN1",0.541566114,"Correlation"
"244","ATF7IP","MUS81",0.524130037,"Correlation"
"255","AUTS2","ANKRD27",0.523641636,"Correlation"
"258","AUTS2","KCNAB1",0.575112224,"Correlation"
"259","AUTS2","NUP43",0.501581915,"Correlation"
"260","AUTS2","PHKB",0.683072844,"Correlation"
"266","BNIP3","ABI1",0.546200531,"Correlation"
"268","BNIP3","DEDD",0.500843753,"Correlation"
"272","BNIP3","GDI1",0.593610994,"Correlation"
"275","BNIP3","MARK4",0.526809955,"Correlation"
"277","BNIP3","R3HCC1",0.503099188,"Correlation"
"281","BTG1","CBLB",0.518224522,"Correlation"
"282","BTG1","EIF3E",0.589870353,"Correlation"
"284","BTG1","HEATR3",0.521623258,"Correlation"
"295","CALD1","LRBA",0.521814798,"Correlation"
"298","CALD1","PLEKHA2",0.502703946,"Correlation"
"303","CALD1","SPEN",0.524358974,"Correlation"
"305","CALD1","STRN3",0.514817874,"Correlation"
"306","CALD1","TCF12",0.623727824,"Correlation"
"307","CALD1","UNC13B",0.576061362,"Correlation"
"308","CALD1","UPF3B",0.576309395,"Correlation"
"309","CARD8","CPOX",0.580043903,"Correlation"
"310","CARD8","EIF3E",0.55749489,"Correlation"
"312","CARD8","HLA-B",0.578227573,"Correlation"
"318","CARD8","SH2B3",0.622834518,"Correlation"
"319","CARD8","SSFA2",0.519704418,"Correlation"
"325","CBLB","GIPC1",0.536135462,"Correlation"
"326","CBLB","TCEAL1",0.633254606,"Correlation"
"328","CBLB","TRIM5",0.50822053,"Correlation"
"329","CBLB","TWIST1",0.548930403,"Correlation"
"342","CCNL1","PTPRA",0.558968602,"Correlation"
"343","CCNL1","RAP1B",0.522631559,"Correlation"
"345","CCNL1","SOCS2",0.554679308,"Correlation"
"346","CCNL1","SPEN",0.605418193,"Correlation"
"347","CCNL1","TMEM38B",0.548741053,"Correlation"
"348","CDH11","ALMS1",0.577133767,"Correlation"
"349","CDH11","AUH",0.534855897,"Correlation"
"358","CDH11","PTPRA",0.529872862,"Correlation"
"366","CDIPT","CREG1",0.510932679,"Correlation"
"367","CDIPT","DIDO1",0.50412376,"Correlation"
"370","CDK12","SEPT6",0.618421436,"Correlation"
"376","CEBPZ","MARK3",0.508090125,"Correlation"
"377","CEBPZ","PRDX4",0.591078395,"Correlation"
"378","CEBPZ","R3HCC1",0.509413384,"Correlation"
"382","CEBPZ","TXN2",0.517835148,"Correlation"
"389","CEP57","NEK1",0.535684658,"Correlation"
"393","CHD1","BCLAF1",0.529494214,"Correlation"
"394","CHD1","LPCAT4",0.787871152,"Correlation"
"399","CHD1","TCEAL1",0.508924082,"Correlation"
"400","CHD1","TGOLN2",0.526341991,"Correlation"
"402","CHD1","TXN2",0.588042268,"Correlation"
"403","CLCN6","CYP2E1",0.544463298,"Correlation"
"413","CLIC4","OGT",0.516568077,"Correlation"
"417","CLIC4","SNX11",0.540680322,"Correlation"
"418","CLIC4","SRSF10",0.568876819,"Correlation"
"419","CLIC4","SSBP3",0.571960964,"Correlation"
"421","CLIC4","TRIM5",0.501907737,"Correlation"
"428","CLK4","SAV1",0.538143436,"Correlation"
"431","CLK4","TPP1",0.527934609,"Correlation"
"457","CNOT1","SAT1",0.528642354,"Correlation"
"458","CNOT1","SOCS2",0.668006177,"Correlation"
"478","COX5A","PROSER1",0.517865172,"Correlation"
"493","CPSF7","DEDD",0.502610965,"Correlation"
"494","CPSF7","EIF1B",0.518368886,"Correlation"
"499","CPSF7","OAT",0.591691805,"Correlation"
"502","CPSF7","STX16",0.584177261,"Correlation"
"503","CPSF7","TARDBP",0.586568089,"Correlation"
"511","CREG1","CHD1",0.567999874,"Correlation"
"521","CREG1","TPP1",0.508040984,"Correlation"
"522","CREG1","UBXN7",0.51526493,"Correlation"
"523","CREG1","ZFX",0.53117298,"Correlation"
"524","CRISPLD2","ADAMTS1",0.548652126,"Correlation"
"525","CRISPLD2","CHD1",0.562474862,"Correlation"
"527","CRISPLD2","HNMT",0.526658892,"Correlation"
"530","CRISPLD2","SH2B3",0.501502909,"Correlation"
"541","CRLF3","SETD2",0.532438232,"Correlation"
"545","CRLF3","SPOCK1",0.562920168,"Correlation"
"549","CRLF3","ZCCHC10",0.535927063,"Correlation"
"552","CRY1","ANXA1",0.557890325,"Correlation"
"574","CRY1","PPP1R11",0.506068857,"Correlation"
"584","CRY1","ZFX",0.551514216,"Correlation"
"587","CRY1","ZNF573",0.542509616,"Correlation"
"613","CTSH","YY1AP1",0.62005985,"Correlation"
"614","CTSH","ZCCHC10",0.567927371,"Correlation"
"615","CXorf56","CLCN6",0.551862925,"Correlation"
"616","CXorf56","SMNDC1",0.50809069,"Correlation"
"617","CXorf56","STAG2",0.608073871,"Correlation"
"626","DDX21","ITPR2",0.611313351,"Correlation"
"644","DERL1","NEK1",0.504286759,"Correlation"
"649","DHX29","GIPC1",0.527762515,"Correlation"
"659","DRG1","RIT1",0.596521044,"Correlation"
"660","DRG1","SETD2",0.55524851,"Correlation"
"665","EEF1A1","CRLF3",0.694839474,"Correlation"
"671","EEF1A1","MUS81",0.53568825,"Correlation"
"673","EEF1A1","PPP4R2",0.5318403,"Correlation"
"675","EEF1A1","SOCS2",0.594294513,"Correlation"
"676","EEF1A1","SORBS1",0.548955406,"Correlation"
"679","EEF1A1","TMCO1",0.507431947,"Correlation"
"685","EFEMP1","CHD1",0.54186059,"Correlation"
"686","EFEMP1","CYP2E1",0.605827587,"Correlation"
"687","EFEMP1","DIDO1",0.539813618,"Correlation"
"688","EFEMP1","GIN1",0.653920845,"Correlation"
"693","EFEMP1","MAP3K7",0.548883143,"Correlation"
"699","EFEMP1","PPP1R12B",0.540997519,"Correlation"
"705","EFEMP1","SORBS1",0.508721789,"Correlation"
"707","EFEMP1","TRIM5",0.526109062,"Correlation"
"710","EIF1B","DHX29",0.569758299,"Correlation"
"711","EIF1B","DIDO1",0.512118709,"Correlation"
"715","EIF1B","RSAD1",0.586717072,"Correlation"
"732","EPS8","METTL9",0.508326151,"Correlation"
"735","EPS8","PDE4A",0.621025461,"Correlation"
"739","EPS8","RSAD1",0.518859818,"Correlation"
"743","EPS8","TPP1",0.502058644,"Correlation"
"750","ERBB4","SSFA2",0.542892243,"Correlation"
"755","ESRRG","POT1",0.519801767,"Correlation"
"760","FAM129A","ALDOA",0.514100627,"Correlation"
"766","FAM129A","CMTM6",0.519693224,"Correlation"
"767","FAM129A","CPSF6",0.523749966,"Correlation"
"768","FAM129A","CPSF7",0.506600124,"Correlation"
"771","FAM129A","GNB5",0.557654852,"Correlation"
"774","FAM129A","KCNAB1",0.505018972,"Correlation"
"775","FAM129A","KIAA0141",0.550408434,"Correlation"
"779","FAM129A","NBPF1",0.522709209,"Correlation"
"795","FAM65B","MED8",0.518812204,"Correlation"
"810","FHL1","SH2B3",0.533054119,"Correlation"
"822","GDI1","LRRC14",0.53337108,"Correlation"
"825","GDI1","RBM12",0.554234014,"Correlation"
"826","GDI1","RCN2",0.534533563,"Correlation"
"829","GDI1","ZCCHC10",0.504221788,"Correlation"
"835","GNA13","HEXB",0.554394141,"Correlation"
"836","GNA13","KLF6",0.541259966,"Correlation"
"840","GNA13","PIGA",0.500259321,"Correlation"
"852","GNB5","MARK4",0.612124722,"Correlation"
"853","GNB5","NBR1",0.555351382,"Correlation"
"855","GNB5","PRR11",0.529905552,"Correlation"
"863","GOLGA7","ADNP",0.532201008,"Correlation"
"886","GPNMB","SLC26A2",0.577872944,"Correlation"
"907","HCFC2","MON2",0.504383152,"Correlation"
"915","HCLS1","HEXB",0.523106608,"Correlation"
"919","HCLS1","TXN2",0.550453716,"Correlation"
"943","HEXB","TMOD2",0.556480832,"Correlation"
"947","HIPK1","LPP",0.520831951,"Correlation"
"951","HIPK1","ZFX",0.559584426,"Correlation"
"984","HMGN4","SUN1",0.50659539,"Correlation"
"985","HMGN4","TWIST1",0.557059472,"Correlation"
"993","HNRNPA2B1","MON2",0.552254506,"Correlation"
"997","ICE1","ABI1",0.512679192,"Correlation"
"998","ICE1","ADNP",0.541567619,"Correlation"
"1003","ICE1","DHX29",0.509086532,"Correlation"
"1005","ICE1","HLA-B",0.548910813,"Correlation"
"1010","ICE1","NDEL1",0.518171101,"Correlation"
"1013","ICE1","SETD2",0.567162857,"Correlation"
"1014","ICE1","SLC35A3",0.531485931,"Correlation"
"1015","ICE1","SUN1",0.508689842,"Correlation"
"1016","ICE1","TCEAL1",0.554634373,"Correlation"
"1018","ICE1","THUMPD2",0.597077818,"Correlation"
"1019","ICE1","TMEM165",0.601554187,"Correlation"
"1021","ICE1","TWIST1",0.573453933,"Correlation"
"1025","ICE1","ZCCHC10",0.569158875,"Correlation"
"1027","IFITM2","ALMS1",0.543473558,"Correlation"
"1036","IFITM2","CRISPLD2",0.626416721,"Correlation"
"1040","IFITM2","FHL1",0.573975616,"Correlation"
"1041","IFITM2","LYN",0.537759805,"Correlation"
"1043","IFITM2","MON2",0.585254382,"Correlation"
"1054","IFITM2","SUN1",0.50206044,"Correlation"
"1057","IFITM2","TMX1",0.531356912,"Correlation"
"1068","IFRD1","EIF1B",0.512543992,"Correlation"
"1070","IFRD1","FAM65B",0.533950491,"Correlation"
"1083","IFRD1","TMOD2",0.567224153,"Correlation"
"1085","IFRD1","UPF3B",0.504920289,"Correlation"
"1091","IMPDH1","ATP8B1",0.523172987,"Correlation"
"1097","IMPDH1","MARK3",0.513012835,"Correlation"
"1099","IMPDH1","PROSER1",0.521753916,"Correlation"
"1101","IMPDH1","PTPRA",0.564342471,"Correlation"
"1102","IMPDH1","PUM2",0.510161244,"Correlation"
"1104","IMPDH1","SENP7",0.637444337,"Correlation"
"1105","IMPDH1","SF3A1",0.524218918,"Correlation"
"1106","IMPDH1","SLC11A2",0.522100978,"Correlation"
"1107","IMPDH1","SLC35A3",0.518030857,"Correlation"
"1108","IMPDH1","SPEN",0.554134346,"Correlation"
"1109","IMPDH1","SPOCK1",0.503328126,"Correlation"
"1112","IMPDH1","USP3",0.524203364,"Correlation"
"1113","IMPDH1","WDR11",0.50349332,"Correlation"
"1114","IMPDH1","ZBTB7A",0.589305415,"Correlation"
"1119","ITGA6","SOCS2",0.542232278,"Correlation"
"1123","ITGA6","U2SURP",0.577295997,"Correlation"
"1131","ITPR2","HNRNPA2B1",0.509285894,"Correlation"
"1132","ITPR2","IMPDH1",0.518249479,"Correlation"
"1136","ITPR2","SF3A1",0.577787654,"Correlation"
"1144","JMJD1C","HABP4",0.500237767,"Correlation"
"1149","JMJD1C","SOCS2",0.515892767,"Correlation"
"1151","JMJD1C","TCEAL1",0.554028406,"Correlation"
"1152","JMJD1C","TGOLN2",0.620155266,"Correlation"
"1153","JMJD1C","UPF3B",0.603402879,"Correlation"
"1156","KAT6A","ANXA1",0.523525672,"Correlation"
"1162","KAT6A","SOCS2",0.54832651,"Correlation"
"1163","KAT6A","SPARC",0.611018638,"Correlation"
"1172","KATNBL1","ADNP",0.606902248,"Correlation"
"1176","KATNBL1","DENND4A",0.587965956,"Correlation"
"1187","KATNBL1","PROSER1",0.512036041,"Correlation"
"1193","KATNBL1","SLC35A3",0.576190244,"Correlation"
"1194","KATNBL1","ZBTB7A",0.541125323,"Correlation"
"1195","KATNBL1","ZCCHC10",0.53571249,"Correlation"
"1196","KCNAB1","ANKRD27",0.557148244,"Correlation"
"1198","KCNAB1","CDH22",0.636891418,"Correlation"
"1209","KCNAB1","SSBP3",0.550535984,"Correlation"
"1219","KCNE4","HLA-B",0.532998133,"Correlation"
"1233","KCTD12","HNRNPA2B1",0.51996421,"Correlation"
"1237","KCTD12","PROSER1",0.54653913,"Correlation"
"1238","KCTD12","PUM2",0.670207526,"Correlation"
"1240","KCTD12","RAP1A",0.525596958,"Correlation"
"1241","KCTD12","RFX7",0.66431223,"Correlation"
"1242","KCTD12","SAT1",0.67537752,"Correlation"
"1243","KCTD12","SF3A1",0.635993274,"Correlation"
"1244","KCTD12","SH2B3",0.708347815,"Correlation"
"1250","KCTD12","TPP1",0.591871501,"Correlation"
"1252","KCTD12","ZCCHC6",0.542397246,"Correlation"
"1253","KIAA0141","AKR1C1",0.575096962,"Correlation"
"1254","KIAA0141","ALDOA",0.613643791,"Correlation"
"1256","KIAA0141","FLNC",0.577949257,"Correlation"
"1263","KLF6","PIGA",0.588257559,"Correlation"
"1283","KRIT1","TGOLN2",0.501148706,"Correlation"
"1293","LAPTM5","CRISPLD2",0.506252516,"Correlation"
"1297","LAPTM5","HEATR3",0.521078296,"Correlation"
"1301","LAPTM5","IFRD1",0.5306597,"Correlation"
"1321","LIMA1","UPF3B",0.503240944,"Correlation"
"1334","LPL","KCTD12",0.560324372,"Correlation"
"1341","LPP","LIMA1",0.596493213,"Correlation"
"1344","LPP","SLC26A2",0.509498671,"Correlation"
"1359","LYN","C6orf120",0.552345992,"Correlation"
"1361","LYN","FLNC",0.575945314,"Correlation"
"1370","LYN","SRSF10",0.51890705,"Correlation"
"1371","LYN","TBC1D2B",0.63710395,"Correlation"
"1373","LYN","ZCCHC8",0.557286033,"Correlation"
"1376","MAN2A1","MGST3",0.56047637,"Correlation"
"1381","MAP3K7","CYP2E1",0.564656504,"Correlation"
"1383","MAP3K7","PDE4A",0.532800941,"Correlation"
"1385","MAP3K7","TMOD2",0.517454866,"Correlation"
"1392","MAP4K3","MED8",0.561492229,"Correlation"
"1400","MAP4K5","DIDO1",0.588744047,"Correlation"
"1403","MAP4K5","POT1",0.535252038,"Correlation"
"1406","MAP4K5","UCHL1",0.627974757,"Correlation"
"1410","MARK3","LPCAT4",0.593410531,"Correlation"
"1411","MARK3","NAA50",0.523649759,"Correlation"
"1413","MARK3","TXN2",0.626713658,"Correlation"
"1415","MCMBP","ABI1",0.536338344,"Correlation"
"1416","MCMBP","CRISPLD2",0.50803659,"Correlation"
"1419","MCMBP","KATNBL1",0.533528104,"Correlation"
"1420","MCMBP","MUS81",0.530690594,"Correlation"
"1425","MCMBP","RBM5",0.580394237,"Correlation"
"1428","MCMBP","SNAPC3",0.517719487,"Correlation"
"1429","MCMBP","SPEN",0.573279354,"Correlation"
"1430","MED14","DENND4A",0.535130719,"Correlation"
"1431","MED14","ENPP2",0.50231153,"Correlation"
"1432","MED14","MARK4",0.532665374,"Correlation"
"1464","MLH3","NUP43",0.612274653,"Correlation"
"1477","MUS81","DENND4A",0.577371077,"Correlation"
"1481","MYOF","MED8",0.5853013,"Correlation"
"1484","N4BP2L2","DOLPP1",0.514877361,"Correlation"
"1485","N4BP2L2","ERBB4",0.548051553,"Correlation"
"1489","N4BP2L2","NAA50",0.586170899,"Correlation"
"1490","N4BP2L2","SORBS1",0.541508422,"Correlation"
"1491","N4BP2L2","TNFAIP3",0.622155785,"Correlation"
"1505","NDEL1","DHX29",0.560678827,"Correlation"
"1506","NDEL1","GDI1",0.623850574,"Correlation"
"1519","NEK4","DEDD",0.56696575,"Correlation"
"1521","NEK4","DERL1",0.534054521,"Correlation"
"1522","NEK4","EIF1B",0.538276309,"Correlation"
"1525","NEK4","HLA-B",0.517594987,"Correlation"
"1529","NEK4","NCOA6",0.579346473,"Correlation"
"1534","NEK4","RSAD1",0.522139716,"Correlation"
"1541","NEK4","ZNF12",0.555577304,"Correlation"
"1554","NSMAF","LRRC14",0.501557578,"Correlation"
"1561","NSMAF","SAMM50",0.57853505,"Correlation"
"1565","NSMAF","TMCO1",0.620911814,"Correlation"
"1571","NSMAF","ZCCHC6",0.515336858,"Correlation"
"1575","NUP43","AGO3",0.527361201,"Correlation"
"1582","NUP43","DHX29",0.547655857,"Correlation"
"1583","NUP43","ENPP2",0.509239951,"Correlation"
"1595","NUP43","PRR11",0.518849206,"Correlation"
"1596","NUP43","R3HCC1",0.559385549,"Correlation"
"1597","NUP43","RPRD1A",0.585967464,"Correlation"
"1598","NUP43","SMNDC1",0.50761617,"Correlation"
"1600","NUP43","SSBP3",0.503760863,"Correlation"
"1601","NUP43","TCEAL1",0.57515891,"Correlation"
"1602","NUP43","TXN2",0.724995964,"Correlation"
"1604","NUP43","WASF1",0.592737736,"Correlation"
"1605","OAT","CYP2E1",0.549033973,"Correlation"
"1609","OAT","FOXN3",0.515086547,"Correlation"
"1610","OAT","GDI1",0.531983987,"Correlation"
"1611","OAT","GSAP",0.577627311,"Correlation"
"1619","OAT","SLC35A3",0.513700301,"Correlation"
"1626","PABPC1","ANKRD28",0.541480823,"Correlation"
"1629","PABPC1","DOLPP1",0.519925663,"Correlation"
"1632","PABPC1","ITPR2",0.511828449,"Correlation"
"1636","PABPC1","N4BP2L2",0.531713711,"Correlation"
"1650","PALLD","LIMA1",0.548610213,"Correlation"
"1654","PALLD","SAT1",0.610885765,"Correlation"
"1659","PALLD","TMOD2",0.544980125,"Correlation"
"1662","PALLD","WDR11",0.587806148,"Correlation"
"1663","PALLD","ZBTB5",0.576039057,"Correlation"
"1665","PAPOLA","ATM",0.514545106,"Correlation"
"1667","PAPOLA","CBLB",0.596298986,"Correlation"
"1669","PAPOLA","CMTM6",0.516675645,"Correlation"
"1673","PAPOLA","DERL1",0.553876537,"Correlation"
"1674","PAPOLA","HCFC2",0.686813187,"Correlation"
"1679","PAPOLA","MUS81",0.514840552,"Correlation"
"1682","PAPOLA","POT1",0.511084177,"Correlation"
"1683","PAPOLA","PPP4R2",0.563507326,"Correlation"
"1686","PAPOLA","RAP1B",0.542439778,"Correlation"
"1687","PAPOLA","RIT1",0.513663542,"Correlation"
"1688","PAPOLA","SENP7",0.51944624,"Correlation"
"1706","PCDH17","ZBTB7A",0.514476228,"Correlation"
"1708","PCDH17","ZCCHC8",0.513870933,"Correlation"
"1709","PCDH17","ZFC3H1",0.526393441,"Correlation"
"1713","PCNA","CDH22",0.557178585,"Correlation"
"1716","PCNA","CHD1",0.538380066,"Correlation"
"1718","PCNA","CRISPLD2",0.506184839,"Correlation"
"1722","PCNA","DIDO1",0.53894133,"Correlation"
"1742","PCNA","SMNDC1",0.519775569,"Correlation"
"1743","PCNA","SNX11",0.535754222,"Correlation"
"1745","PCNA","UPF3B",0.622125776,"Correlation"
"1747","PCNA","WDR11",0.51486115,"Correlation"
"1748","PCNA","ZCCHC6",0.552811643,"Correlation"
"1749","PCNA","ZNF12",0.559602707,"Correlation"
"1750","PDE4A","ATM",0.539428981,"Correlation"
"1752","PDE4A","CLCN6",0.584297565,"Correlation"
"1757","PDE4A","SMNDC1",0.542592313,"Correlation"
"1764","PDE4B","SOCS2",0.517713496,"Correlation"
"1767","PDE4B","TMOD2",0.528947631,"Correlation"
"1770","PDE4B","ZFX",0.564569466,"Correlation"
"1771","PHF3","ABI1",0.589552359,"Correlation"
"1772","PHF3","CPOX",0.533533154,"Correlation"
"1780","PHF3","TXN2",0.652634131,"Correlation"
"1784","PHKB","CXorf56",0.516816631,"Correlation"
"1789","PHYH","DIDO1",0.609593393,"Correlation"
"1792","PHYH","GIN1",0.545492366,"Correlation"
"1795","PHYH","MGST3",0.531496445,"Correlation"
"1796","PHYH","NCOA6",0.520210511,"Correlation"
"1798","PHYH","NSMAF",0.545806986,"Correlation"
"1800","PHYH","PRDX4",0.550242205,"Correlation"
"1805","PHYH","SMNDC1",0.525622935,"Correlation"
"1830","PLCB1","DEDD",0.501063322,"Correlation"
"1846","PLCB1","TMOD2",0.60099176,"Correlation"
"1847","PLCB1","TRIM5",0.554207108,"Correlation"
"1848","PLCB1","UPF3B",0.66868372,"Correlation"
"1862","PLOD2","HEATR3",0.560477849,"Correlation"
"1865","PLOD2","SSFA2",0.565701725,"Correlation"
"1874","PLSCR1","TMEM38B",0.532865139,"Correlation"
"1879","PNISR","DERL1",0.525012525,"Correlation"
"1883","PNISR","KATNBL1",0.649787223,"Correlation"
"1884","PNISR","NCOA6",0.525531903,"Correlation"
"1885","PNISR","OGT",0.510132114,"Correlation"
"1888","PNISR","PTPRA",0.563309345,"Correlation"
"1890","PNISR","SAT1",0.543419163,"Correlation"
"1902","PNN","GOLGA7",0.590413307,"Correlation"
"1911","PNN","RCN2",0.500565456,"Correlation"
"1913","PNN","SAT1",0.636101235,"Correlation"
"1918","PNN","ZBTB5",0.50980418,"Correlation"
"1921","PPFIA1","DIDO1",0.545340322,"Correlation"
"1925","PPFIA1","SETD2",0.510313869,"Correlation"
"1928","PPFIA1","SSBP3",0.531672413,"Correlation"
"1933","PPFIA1","TWIST1",0.510365043,"Correlation"
"1934","PPFIA1","U2SURP",0.654839572,"Correlation"
"1937","PPFIA1","ZCCHC8",0.52211718,"Correlation"
"1938","PPP1R11","ANKRD27",0.536488185,"Correlation"
"1941","PPP1R11","CHD1",0.56633538,"Correlation"
"1944","PPP1R11","HMGN4",0.649815333,"Correlation"
"1947","PPP1R11","JMJD1C",0.593834842,"Correlation"
"1949","PPP1R11","MAP3K7",0.553115349,"Correlation"
"1950","PPP1R11","NBR1",0.529311426,"Correlation"
"1952","PPP1R11","SLC12A5",0.528781513,"Correlation"
"1957","PPP3CA","CENPU",0.509358973,"Correlation"
"1960","PPP3CA","KCNAB1",0.528207822,"Correlation"
"1963","PPP3CA","RPRD1A",0.533761582,"Correlation"
"1969","PPP4R2","FOXN3",0.594195755,"Correlation"
"1974","PPP4R2","PLEKHA2",0.634644722,"Correlation"
"1975","PPP4R2","PTPRA",0.510453711,"Correlation"
"1979","PPP4R2","SLC11A2",0.503871251,"Correlation"
"1985","PPP4R2","U2SURP",0.588566587,"Correlation"
"1991","PRDX4","MED8",0.679857343,"Correlation"
"1992","PRDX4","NCOA6",0.65647236,"Correlation"
"1993","PRDX4","RBM12",0.617516426,"Correlation"
"1997","PROSER1","CHD1",0.589516306,"Correlation"
"1998","PROSER1","DENND4A",0.533601716,"Correlation"
"1999","PROSER1","GSAP",0.610209617,"Correlation"
"2000","PROSER1","HNMT",0.523583216,"Correlation"
"2003","PROSER1","MAP3K7",0.576322401,"Correlation"
"2006","PROSER1","OGT",0.541746679,"Correlation"
"2008","PROSER1","PRDX4",0.623442639,"Correlation"
"2009","PROSER1","RCN2",0.704703897,"Correlation"
"2010","PROSER1","RSAD1",0.638909106,"Correlation"
"2012","PROSER1","UPF3B",0.545901616,"Correlation"
"2013","PROSER1","ZCCHC10",0.526446458,"Correlation"
"2017","PRPF4B","AKR1C1",0.503221289,"Correlation"
"2030","PRPF4B","PLOD2",0.563304424,"Correlation"
"2033","PRPF4B","PSAP",0.545145622,"Correlation"
"2040","PRPF4B","UNC13B",0.565621394,"Correlation"
"2043","PRPF4B","ZNF83",0.57195827,"Correlation"
"2045","PRPSAP1","C6orf120",0.576016963,"Correlation"
"2046","PRPSAP1","CEP57",0.569898729,"Correlation"
"2048","PRPSAP1","SEPT6",0.550563815,"Correlation"
"2054","PRR11","RIT1",0.504004166,"Correlation"
"2057","PSAP","ANXA1",0.573522081,"Correlation"
"2061","PSAP","CYP2E1",0.510084034,"Correlation"
"2063","PSAP","ENPP2",0.691675666,"Correlation"
"2064","PSAP","FAM65B",0.511503643,"Correlation"
"2065","PSAP","FHL1",0.502926812,"Correlation"
"2066","PSAP","HNMT",0.551549165,"Correlation"
"2069","PSAP","OGT",0.541650701,"Correlation"
"2082","PTPRA","FHL1",0.509584021,"Correlation"
"2090","PTPRA","SENP7",0.500459652,"Correlation"
"2092","PTPRA","STAG2",0.549309773,"Correlation"
"2117","RAB27A","HNRNPA2B1",0.510567945,"Correlation"
"2121","RAB27A","MON2",0.544691035,"Correlation"
"2122","RAB27A","PDE4A",0.513241579,"Correlation"
"2125","RAB27A","SF3A1",0.688495655,"Correlation"
"2129","RANGRF","ALDOA",0.522978857,"Correlation"
"2130","RANGRF","ANXA1",0.582390817,"Correlation"
"2132","RANGRF","CEP57",0.524937154,"Correlation"
"2133","RANGRF","DEDD",0.701433586,"Correlation"
"2134","RANGRF","MAP4K5",0.536814925,"Correlation"
"2137","RANGRF","MGST3",0.530175788,"Correlation"
"2138","RANGRF","NBPF1",0.627221145,"Correlation"
"2143","RANGRF","TXN2",0.580050995,"Correlation"
"2190","RBM5","PLSCR1",0.510897133,"Correlation"
"2196","RBPJ","GPNMB",0.506200909,"Correlation"
"2198","RBPJ","KATNBL1",0.520166711,"Correlation"
"2199","RBPJ","LPCAT4",0.501757223,"Correlation"
"2201","RBPJ","MCMBP",0.540263153,"Correlation"
