RASSF1,PSMD4,EP300,MECOM,PIK3CG,NCK2,IKBKB,CCND3,LBP,CCND1,SMC3,AKT1,MAP3K8,IKBKB,NCK2,CAPN1,IKBKG,IKBKB,ACTB,PIK3CG,CASP9,CASP8,SNRPD1,BRCA1,C1QBP,ACTB,IKBKB,RPL8,CDC42,ETS1,NRAS,MYC,TGFA,CBLB,BRK1,PPP2R1B,PPP1CB,HOXA9,AKT1,NXT2,JAK2,CRKL,RAC1,PIK3CG,RAC1,PIK3CG,RFC3,AKT1,ARRB1,PIK3CG,MLH1,CASP9,ACTB,CASP3,RFC5,TBK1,TUBA1B,CDH1,ENO1,PPP3CA,CASP3,PIK3CG,PPP3CA,RASSF5,RXRB,TNF,AKT1,HRAS,PNN,CCND1,MAPK8,CCND1,RAC2,EGFR,CCND1,PRKACA,RAC2,POLB,PSMB3,RAC1,CASP8,CASP3,CASP10,MYC,ALDOB,EXOSC4,RPTOR,CDC42,CASP9,PLCG2,RASSF5,DTX2,MYC,ENO1,TUBB6,EGFR,RELA,ARRB2,CASP3,IKBKB,PPP2R1B,PGM2,PLD2,PGK1,PPP1CB,NRAS,PPP3CA,MAPK8,ADCY7,PIK3CG,CASP3,GRB2,RIMS1,MLH1,ADCY7,PPP3CA,PPP3CA,HLA-DOA,AGPAT4,CASP9,CDH2,CORO1A,NRAS,NRAS,,MAP2K1,EHMT2,TNF,CFL2,NRAS,ICAM1,PIK3CG,SOX9,ADRA1A,CACNA1C,BHLHE40,STX2,ACTG1,DVL3,GNG2,GNG3,BPGM,RPA2,RPS6KA6,SPP1,COX5A,NCAM1,PPP1CB,ADCY7,PFKP,GNG5,PPP3R1,MRI1,ADRA1B,ATP6V1E1,TBK1,ATP6V1F,GRK5,DYNC1LI1,THBS1,IKBKG,TPM1,GATM,HLA-C
TFG,MYC,PRKACA,CCND1,CASP9,AKT1,CASP7,ZFP36,ERC1,MYC,CDC14B,RAC1,PRKACA,STK11,AKT1,SEC61B,HRAS,CCND1,PIK3CG,RXRB,MED14,CASP10,SNRNP70,UBE2Z,CASP3,ACTG1,CCND1,RPL10A,IKBKB,PIK3CG,CCND1,CASP3,PDGFA,PIK3R1,WASL,PPP2R1A,SOX2,SIN3A,TNFSF11,PNN,HRAS,IKBKB,CTSD,IKBKB,PRKCG,CRKL,RFC4,IL12A,WASL,CASP9,MLH3,IFIH1,CRKL,AKT1,RFC3,CCND1,TUBA1A,MYC,ENO2,NRAS,LAMP2,SOCS3,NRAS,RAC2,IKBKB,PRKCZ,MAPK1,PRKCG,PPP1CC,CASP3,CASP8,PRKACA,AKT1,PIK3CG,PPP2R1B,PRKCI,RAC1,POLD3,PSMD2,PRKACA,IRAK1,AKT1,TRIM25,CCDC6,PGLS,EXOSC8,RASSF1,NRAS,CASP7,ATP6V1H,RAC2,PSEN1,EP300,ENO2,TUBA1B,PIK3CG,PIK3CG,GNAI2,EP300,RPTOR,PPP2R1A,DLAT,NRAS,PHGDH,PPP2CA,LDHA,LDHB,FLNA,RELA,GNAI2,CAPN1,KRAS,ATP6V1H,FANCE,PIK3CG,RGS2,PPP3R1,JAK2,GNA13,CASP8,LMNA,THBS1,ZIC3,PAK1,,H2AFY,DOT1L,MTOR,CASP3,GNG3,PLCB4,GHR,RAC1,PPP1CB,SIRT1,CRY1,VAMP5,TTN,EP300,GNG5,MAPK8,GNMT,MRE11A,RPS6KA2,ITGB7,UQCRH,FYN,PPP1CC,ADRA1A,KHK,GNG4,GNG2,MAT2B,ADCY7,PRKACA,POLR3C,,GNG5,CREB1,ICAM1,CD3D,CACNA1C,CKMT1B,HSPA2
CCND1,PSMD2,SKP2,MYC,IFIH1,HRAS,TUBA1B,KAT5,IKBKG,AKT1,CCND3,HRAS,MAP3K7,CCND1,CTLA4,UBXN6,MAP2K1,MYC,CRKL,CASP9,CCND1,CASP3,MAGOH,PRPF19,EP300,CDC42,AKT1,RPL6,MAPK8,CRKL,MYC,RAC2,PIK3R1,WASL,FGF2,MYC,PPP1CC,MYC,RAC1,XPO1,PRKCB,PREX1,HRAS,TBK1,MAP2K1,HK1,LIG1,IKBKG,ARRB2,NRAS,MSH6,IKBKB,ACTG1,IL12A,RFC4,TNFSF10,YWHAQ,ERBB2,HIF1A,PPP3R1,AKT1,NRAS,PPP3R1,RAC1,SOCS3,RELA,FYN,MAGI1,PPP2CB,CHEK1,MAPK1,HRAS,RAC1,HSP90B1,PPP2R1A,PPP1R12A,HRAS,POLD4,PSMB1,MAP3K7,CTSK,RAC1,RIPK1,CTNNB1,ALDOA,EXOSC1,CCND1,MAPK8,CASP8,CSK,AKT1,RBPJ,MAPK1,ENO3,TUBA1A,NRAS,CASP3,PPP1CB,AP2M1,STK11,GNA11,PCK1,MAPK8,ASL,PPP1CC,MYC,PPP3R1,MAPK1,PIK3CG,NRAS,MME,SOS1,ATP6V1E1,FANCG,RPTOR,AKT1,PPP3R2,MAP3K7,NRAS,SGCD,CTNNA1,ACTB,MYC,PPP3R1,,H2AFX,KMT2B,GCK,CFL1,GNG2,GNAQ,SOCS3,PRKACA,GNA13,PPP1CA,FBXL3,VAMP2,SGCD,MAPK1,GNG4,GNG2,GATM,SSBP1,AKT1,CD36,UBE2L3,PRKACA,MAPK8,PIK3CG,HK1,GNG7,PPP3R2,LDHB,ADRA1A,ATP6V0C,POLR1C,,GNG4,STX4,PECAM1,UNG,TNF,LAP3,HLA-A
CDH1,PSMD3,USP7,AKT1,IKBKB,NCK1,CASP8,CCND1,MAP3K7,PRKACA,CCND1,MAP3K5,MAP3K5,TNFSF10,MAP3K8,MAP3K5,SYK,AKT1,ACTG1,NRAS,SIN3A,AKT1,DHX15,UBE2L3,IL12A,CDH1,EP300,RPL7,CCND1,RAP1B,EIF4EBP1,AKT1,EGFR,CBL,ACTB,MYB,CCND3,ITGB7,IKBKG,SUMO1,PRKCE,RAC2,MAP3K5,PPP2R1B,SYK,PPP1CB,RFC1,MAP2K4,KIF5B,CCND1,POLD3,TBK1,CDC42,IKBKG,LIG1,AKT1,CDH1,E2F1,ENO3,PPP3R2,EP300,MAPK8,RPS6KA6,PRKCG,STK11,PTPRF,PLCG1,PRKCI,PPP2R1B,PMAIP1,CCL2,PRKCG,IKBKG,GNAI2,HNF4A,FCER1G,PRKCG,NEIL2,PSMD3,SKP1,SPP1,MAP3K5,IL12A,MAPK1,TKT,HSPA9,MYC,MAPK7,CASP3,PLCG1,RAC1,NCSTN,MAPK3,ACAT2,MAPK7,CCND1,GNA11,PPP2CA,TGM2,RPS6KA6,MAPK1,PGM1,EIF4EBP1,PSPH,PPP3CA,ERBB2,LDHA,LBP,CAMKK2,GNG3,SDHA,SOS2,STX2,FANCF,NRAS,MAP2K1,CASP3,MAPK3,RRAS,CCND1,ITGB7,FCAR,DVL1,PPP3R2,,H2AFV,PIPOX,PIK3CG,MAPK1,GNG5,FAS,CCND3,MAP2K1,PPP1CC,PPP1CB,SKP1,STX1A,LMNA,PRKACA,GNG7,GNG5,PHGDH,,MAPK1,ITGA4,UBE2J1,MAPK3,PLCG2,GNAI2,,MAPK1,GNG5,LDHA,EGFR,ATP6V0D2,IRF7,,GNG7,PRKACA,CCL2,,ADCY7,CKB,TNF
MYC,AKT1,ACTN3,IKBKG,TBK1,PRKCG,TUBA1A,MYC,PIAS4,PRKCG,YWHAQ,MAP2K1,PRKCG,AKT1,IKBKG,SEC63,CHUK,IKBKG,PPP1CB,RASSF1,MYC,MAP3K8,CTNNBL1,HERC1,IKBKG,ERBB2,IKBKG,RPS4X,ERBB2,CDC42,PIM1,MAPK1,PIK3CG,ACTB,PIK3CG,AKT1,RASSF1,UTY,MAP3K7,SUMO3,MMP2,AKT1,PRKCG,PPP2R1A,SPHK2,IKBKB,RFC2,CHUK,VPS35,CDH1,POLD4,XPO1,IKBKB,HLA-DOA,RFC1,IL12A,ABL1,E2F2,RELA,PLCG2,IL12A,CCND1,RAP1A,ACTN3,MAPK8,PIK3CG,RAC1,ACTN3,PPP2R1A,SFN,IKBKG,PRKAB2,PRKACA,NRAS,AKT1,SYK,MAP2K1,POLE2,PSMD1,PRKCG,AKT1,SREBF1,FADD,PPARG,PFKM,CNOT6L,CASP3,GNA11,HSF1,RAC1,HRAS,DVL1,SKP1,ACAT1,GNA11,CDH1,IL12A,PPP1CC,TBP,RPS6KA2,HRAS,TPI1,RAC2,TPI1,PPP2CB,AKT1,PPP3R2,FLNC,RPTOR,GNG2,TNFRSF1A,CPEB4,AP2M1,SLX4,AKT1,MEF2C,BCL2,JUN,PLCG2,CASP3,CTNNA3,ACTG1,DVL2,RGS3,,CREB1,SETMAR,HK1,IL12A,GNG4,IL12A,CCND1,PPP1R12A,CALD1,PPP1CC,,VAMP3,ITGB7,HRAS,PRKACA,GNG4,ALDH7A1,,PRKACA,ITGA3,GNAI2,,PLCG1,PPP1CB,,PRKACA,GNG4,DNMT3B,PPP3CA,CFTR,RIPK1,,PDE4B,VAMP2,IL12A,,ACTB,ALDH7A1,CD4
RASSF5,PSMD1,ACTN2,HRAS,CASP8,MAP2K4,AIFM1,MYB,SYK,MAP2K1,MYC,RIPK2,MAP2K4,EP300,MAP3K7,SKP1,PRKCB,SKP2,PPP1CC,CCND1,AKT1,IKBKG,BCAS2,SKP2,HLA-DOA,CTNNA1,HRAS,RPS14,E2F1,NRAS,AKT1,RAC1,NRAS,PIK3CG,CRKL,MAP2K1,CCND1,MEN1,JUNB,MAGOH,PRKCA,RAC1,MAP2K1,AKT1,PRKCB,RPTOR,RPA1,IRAK4,CCR5,MYC,MSH2,TNFSF10,MAPK8,CCR5,RFC2,JAK2,NCK2,MAPK1,EGFR,RAC2,LBP,AKT1,PPP3R2,ITGA4,AKT1,PPP1CB,HRAS,CSNK2A1,PCF11,BID,MAP3K7,MAP2K1,HRAS,AKT1,CD36,RHOA,FCER1G,APEX1,PSMF1,CSNK2A1,MAPK1,PRKAB2,IKBKG,KRAS,FBP1,PABPC4,STMN1,PTK2B,IL12A,IKBKG,PRKCG,DVL2,SMAD2,HK1,MAPK1,E2F1,PRKACA,PPP3CA,SDHA,EIF4EBP1,GRIA3,PGAM1,AKT1,GOT1,PPP3R1,MAPK1,PPP4C,RAC1,NRAS,GNG5,ERN1,MAPK3,ATP6V1F,EME1,PRKACA,PPP1R12A,BAX,TGFB1,AKT1,RAC2,EMD,MRC2,AKT1,DPYSL2,,HAT1,PLOD2,IKBKB,MAPK3,GNG7,PLCB1,MYC,PDE4D,GNA11,PPP3CA,,,EMD,MAPK3,SLC38A2,GNG7,PSPH,,MAPK3,LAMB2,CASP9,,PRKACA,PPP2CA,,GRIA3,GNG7,BCAT1,PPP3R1,ATP6V1B1,POLR2H,,PDE4A,,CD36,,ACTG1,ALDH9A1,CREB1
AKT1,EP300,ACTN1,MAP2K1,CCND1,MAP2K1,CASP10,CHEK1,CSNK2A1,PRKCB,CHEK1,MATK,DAXX,SKP2,HRAS,PDIA3,FOS,CHUK,CCND3,RASSF5,EP300,DNM1L,RBM17,SKP1,SKP2,RAC2,HSP90AA1,RPL7A,RAC2,PAK1,MAPK1,RALGDS,CCND1,CRKL,ACTG1,RPS6,YWHAQ,KDM6A,MAP2K1,NUP62,TGFBR1,IKBKG,FCER1G,IKBKG,SPHK1,PPP1CC,RPA2,FOS,HRAS,ERBB2,MSH3,AKT1,ABL1,JAK2,RPA1,MAP3K7,FYN,E2F3,PIK3CG,AKT1,HLA-DOA,TNFSF11,RPS6KA2,ACTN2,CD36,IKBKB,MAPK3,ACTN2,CLP1,GADD45B,MAPK3,MEF2C,PRKCG,MAPK1,MAP3K7,VAMP8,SYK,POLD1,PSMA6,PRKCB,MAP3K8,TRAF2,MAP3K7,TP53,RBKS,LSM4,PIM1,MAPK1,HSPA8,ATP6V1E1,MAGI1,EP300,TGIF1,ESD,PRKACA,AKT1,PRKCG,PPP2CB,PLCB4,AKT1,MAPK3,BPGM,MAPK1,PGAM1,CCNB1,HRAS,AKT1,WASF1,STK11,GNG4,ADAM17,,UNC13B,FANCD2,HRAS,PRKCE,CYCS,ITGA4,PTK2B,ABL1,DSP,TUBB6,SMARCAD1,CFL2,,RAF1,ACAT2,SOCS3,JUN,ALOX5,,PIM1,FOS,MAPK1,PPP3R1,,,PRKAB2,PRKCG,PRKCG,MAPK1,,,MAP2K1,FN1,UCHL1,,MAP2K6,PPP1CC,,MAPK3,MAPK1,,PPP3R2,ATP6V1F,IKBKG,,PRKACA,,,,TTN,,PSME3
EP300,PRKACA,HLA-B,CHUK,YWHAQ,PRKCB,CTSK,AKT1,CHUK,RPS6,EP300,GAB1,MEF2C,HRAS,NCK1,HSP90AA1,VAV1,ITGA3,CCND1,ERBB2,PRKACA,MAP3K7,NCBP1,PIAS4,JAK2,EP300,MAP2K1,RPS17,AKT1,RAP1A,IKBKG,MAPK3,E2F1,ACTG1,PPP1CB,TSC2,PPP2R1B,SS18,SYK,XPO5,TGFBR2,PRKACA,PRKCB,HRAS,PRKCE,FLOT1,POLE4,TICAM1,RAB8A,CTNNA1,RPA3,EP300,MAPK1,MAP3K7,RPA2,IKBKE,NCK1,HRAS,HK1,MAPK1,JAK2,MAPK1,EP300,PRKCB,IKBKG,PPP1CC,MAP2K6,PRKCB,PAPOLG,CDKN2A,HSP90AA1,PPP1R12A,RALBP1,PRKACA,RAB8A,PLCB4,PRKCB,TDG,PSMA3,CTNNBIP1,IL12A,SDHA,IKBKE,HRAS,FBP2,LSM3,DNMT3B,PRKACA,HSPA1L,GIT1,PRKCI,DVL3,SMAD1,PGK1,HRAS,E2F2,TGFB1,GNG3,CREB1,MAPK1,LYN,GCK,PLCG1,GOT2,RPS6KA6,MAPK3,EP300,WASF2,EIF4EBP1,GNG7,NDUFS8,,NSF,RPA3,HSPA8,ADRA2C,RAC1,NOS2,MAPK1,CYCS,ACTN3,TUBA1B,DVL3,CFL1,,SOS1,ACAT1,MAPK8,NOS2,CASP3,,STAT4,RHOA,PRKACA,CREB1,,,TGFB1,CREBBP,NSF,PRKACA,,,HSP90AA1,GP6,UBB,,PRKCG,PPP2CB,,PRKCG,PRKACA,,ERBB3,,IKBKE,,PRKCG,,,,DES,,RFXAP
PRKACA,SKP2,HLA-C,GAB2,CASP10,GAB1,CASP3,EP300,PARP1,PRKCA,SKP2,IRAK4,MAP2K1,GABARAPL2,MAP2K1,SEC13,VAV2,TRAF2,RAC2,E2F1,HRAS,JUNB,THOC1,PIAS3,MAP3K7,MAPK1,CHUK,RPS16,E2F2,AKT1,HRAS,SMAD2,PLCG2,CDC42,PPP1CC,PRKCA,PPP2R1A,MEF2C,CHUK,SUMO2,PLCB4,CCR5,SPHK2,IKBKE,PRKCA,AKT1,POLA1,TGFBR1,GIT1,AKT1,POLD1,TRIM25,RAC1,CHUK,RAD23A,CSNK2A1,TUBB,MAPK3,LDHA,PLCG1,CTSD,SOCS6,MAPK1,ACTN1,PCK1,SOCS3,LYN,ACTN1,MAGOH,GADD45A,CHUK,CAMK1D,MAP2K1,HRAS,SREBF1,BTK,HLA-B,POLD2,PSMC5,CSNK2A2,RIPK1,PRKAB1,MAP3K1,RXRG,PFKP,LSM2,TIMP3,HRAS,BNIP3,ATP6V1F,MAP2K1,CIR1,CREBBP,PHGDH,MAPK3,MAPK1,ACTN3,MAPK8,NDUFS8,EIF4B,PRKCG,ALDH3A1,RAC1,TALDO1,PPP3R2,MAP2K1,PRKACA,MYH10,AKT1,GNA11,PLCB4,,AP2B1,USP1,PRKAB2,ADRA2B,BID,PRKCB,FYN,ABL2,ITGA4,TUBA1A,MAPK1,ABL1,,HIST2H3D,HADHA,MAPK1,IRAK4,MAPK1,,AKT1,VAV1,MAPK3,PPP3R2,,,TPM4,MAP2K1,GABBR2,GRIA3,,,PLK1,HSPG2,CASP3,,PRKCB,PPP2R1B,,PRKCB,SLC38A2,,ERBB4,,NFKBIB,,GABBR2,,,,SGCD,,CANX
SKP2,MAP3K7,SCRIB,TGFBR1,MYC,NRG1,TNFSF10,PRKACA,DDX58,ANK2,YWHAG,RHOA,PRKCB,USP7,CHUK,SSR3,BTK,TRAF1,AKT1,PLCG2,PRKCG,MAP3K5,PRPF40A,FBXW7,IKBKE,FYN,CREB1,RPS19,MAPK1,EP300,RUNX1T1,JUN,AKT1,Sep-08,TMSB4X,CCNE1,CDH1,IGFBP3,MITF,EIF3CL,PLCB1,JAK2,PRKCE,CHUK,GAB2,FLOT2,POLA2,TGFBR2,SH3GL2,MAPK1,POLD2,IL12A,IKBKG,IRAK4,RAD23B,CHUK,PRKCA,MAP2K1,ERBB2,RAC1,FCER1G,JAK2,PRKACA,MMP2,JAK2,MAPK8,MAP2K4,PRKCE,CSTF1,IGFBP3,RIPK2,PRKCB,KSR1,MAPK3,PRKAB2,LCP2,HLA-C,POLL,PSMC6,AXIN1,LBP,TNFRSF1A,CHUK,MAPK3,PGM1,CNOT4,EP300,MAPK3,HSPA2,LYN,PRKCB,HES1,SMAD4,PGLS,PRKCG,E2F3,NOS2,GNG2,NDUFS6,MAPK3,MAP2K1,PFKL,WASF1,CS,YWHAQ,PGAM1,PCK1,MAPK3,PRKACA,AKT1,NDUFS6,,DNM2,POLI,HSPA1L,ADRA2A,TP53,IRAK4,PLCG1,FYN,JUP,LAMP1,JAK2,RAC2,,HIST1H2BB,OGDH,MAPK3,FOS,PRKACA,,EP300,VAV2,PRKCG,CAMK4,,,ITGA4,PRKCB,GABRA1,MAPK3,,,BRAF,COL1A1,PRKACA,,PRKCE,PPP2R1A,,PRKCA,GRIA3,,TBXA2R,,POLR2L,,GABRA1,,,,LMNA,,CALR
PRKCG,NUP214,ACTN4,RUNX1,CASP3,PRKCA,AKT1,HLA-DOA,PRKCB,HSPG2,SKP1,TRAF6,PRKCA,PRKAB2,FOS,UBE2E2,SOS1,TRAF4,ITGB7,AKT1,MED1,MAP2K4,WBP11,UBE2E2,SKP1,CTNNA3,CCNE1,RPL18A,E2F3,MAPK1,MAPK3,SMAD4,E2F2,Sep-09,CFL2,CDC37,MYC,LMO2,TRAF2,NUP214,PIK3R3,HRAS,SPHK1,DDX58,VAV1,PRKACA,RPA3,TNFRSF1A,AP2M1,CTNNA3,SSBP1,HLA-DOA,WASF1,TYK2,RBX1,DDX58,TUBB4B,CDKN2A,EIF4EBP1,HRAS,KSR1,SOCS7,HRAS,RHOH,RXRG,RPS6KA6,MAP2K1,CSNK2A2,PAPOLA,SIAH1,MAPK14,PRKCA,CHUK,GABBR2,STRADB,TLN1,PRKCA,POLE,PSMA1,PRKCA,FADD,ERN1,DDX58,,,PAN2,HRAS,MAP2K6,NFKB1,MAP2K4,PRKCA,CREBBP,CDKN2B,DLAT,MAP2K1,HRAS,ACTN2,GNG5,PPIF,PRKCG,PRKCB,ALDOC,WASF2,RPIA,PPP2R1B,GCK,PPARGC1A,DYNC1H1,PPARGC1A,MAPK1,NDUFS3,,STX1B,HES1,HSPA2,RHOA,MAP3K5,FOS,RALGDS,RAC1,ACTN2,LAMP2,SKIL,NCK2,,SOS2,ALDH7A1,,TICAM1,HRAS,,STAT6,CREB1,MAP2K1,CALM1,,,TPM3,MITF,GABARAPL2,PRKCG,,,MAPK14,COL1A2,NDUFV1,,PRKCA,AKT1,,FOS,MAPK3,,GNA11,,,,PRKCB,,,,ITGA6,,HLA-DOA
MAP2K1,MAP2K4,HLA-A,TGFBR2,AKT1,NRG2,CASP2,MAP2K4,CSNK2A2,EZR,YWHAH,MAPKAPK2,MAPK8IP1,GABARAPL1,RHOA,MOGS,RAF1,TRAF3,RAC1,E2F2,NCOA2,MAP2K1,PRPF4,UBE4B,USP7,RAC1,SOS1,RPS18,RAC1,TCEB1,STAT5A,MAP2K1,MAPK1,Sep-06,TMSB4Y,RAF1,RASSF6,MMP3,GAB2,UPF2,PIK3R1,MAP2K1,PPP2R5A,TRAF2,VAV2,HRAS,POLE2,PLCB4,SH3GL1,HRAS,,JAK2,WASF2,TNFRSF1A,CUL4A,CSNK2A2,YWHAZ,MMP2,PLCG2,MAPK3,SYK,HRAS,MAPK3,PRKCA,PPARGC1A,RPS6KA2,FCER1G,CASK,SAP18,TSC2,NFKB1,FOS,PRKCB,HSPA8,TSC2,PLCB1,HLA-A,MUTYH,PSMA2,CACYBP,RAC1,NDUFS8,TRAF2,,,CNOT6,TP63,MAP3K3,NFKB2,JUN,RHOA,NCOR2,TGFB1,PSPH,PRKCB,MAPK3,PRKCB,PPP2R1B,NDUFS3,PRKCB,BRAF,ALDOB,RALGDS,PFKL,PPP2R1A,MTOR,PRKAB2,JUN,HRAS,FYN,NDUFS2,,ATP6V1B2,POLK,SOD2,CREB1,BCL2L1,MAPK14,HRAS,HLA-DOA,ITGA3,ATP6V1H,HRAS,MAPK1,,HDAC4,ALDH9A1,,MAPK14,MAPK3,,IL12A,ACOX1,PPP1R12A,PRKACA,,,ITGA3,PRKCA,GABARAPL1,GABRA1,,,CDC25C,COL2A1,SNCA,,MAPK14,MAPK1,,GNG13,PRKCG,,ERBB2,,,,PDE4D,,,,ITGB7,,B2M
RALBP1,USP7,SND1,SOS1,EP300,EREG,CTSH,MSX2,TRAF2,RAF1,CDC25C,RAF1,DDIT3,MAP2K1,VAV1,YOD1,SOS2,CCNE1,HRAS,MAPK1,MAP2K1,RIPK3,PRPF6,RBX1,DAXX,WASF1,RAF1,RPL35,IKBKG,VHL,STAT5B,TGFB1,E2F3,CDH1,CFL1,TP53,YWHAG,TRAF1,TYK2,UPF1,PRKCZ,CHUK,PRKCA,TYK2,DNM2,SREBF1,MCM3,TRAF6,SH3GLB1,MAPK3,,IKBKE,MAPK3,TRAF6,DDB1,IRAK4,RHOA,BRAF,PGK1,PRKCG,SPHK2,MAPK3,PRKCG,ACTN4,PRKAB2,AKT1,SYK,PRKCA,SYMPK,TNFRSF10B,NFKBIA,PRKAB1,GAB1,MAP2K1,PPP2R5A,ROCK1,VAV1,,PSMC4,CSNK1E,IKBKG,NDUFS6,ISG15,,,PFKL,PRKCG,MAP2K4,EEF1A1,CHUK,VAV2,KAT2B,SMAD3,TPI1,TUBB,MAP2K1,LAMB2,PPP2R1A,VDAC3,RPS6,PRKCA,ALDOA,HRAS,ALDOC,RPS6KA2,PFKL,CREBBP,NOS2,PRKAB2,PRKACA,NDUFS1,,ATP6V0C,FAN1,SIRT1,PLCB4,MAP2K6,NFKB1,MAPK3,BID,ACTN1,SEC61B,MAPK3,FYN,,HDAC5,,,RHOA,PRKCG,,SOCS6,RAF1,PRKCB,STX1A,,,TPM1,CREB1,PRKCB,PRKCB,,,CDC25A,ITGA6,UBE2G2,,PPP1CA,PRKACA,,PLCB4,PRKCB,,PLCG2,,,,PRKCA,,,,PRKACA,,
PRKCB,CSNK2A1,CCNE1,RAF1,IKBKG,BTC,CAPN1,HLA-B,IRAK4,TP53,SMC1A,SOS1,MAPKAPK2,CHUK,VAV2,TRAF2,CARD11,TRAF6,PRKCG,E2F3,PRKCB,CHUK,PRPF3,PIAS1,TBP,WASF2,SOS2,RPLP2,RALGDS,RAC1,MAP2K1,SMAD3,PLCG1,CTNNA1,RAC2,CSF1R,TEAD3,MLF1,FOS,SEC13,RELA,PRKCB,TRAF2,TICAM1,HCK,PRKAB2,MCM4,PLCB1,SH3GLB2,MAP2K1,,KPNA1,CHUK,PPIF,POLE4,TYK2,TUBA4A,CDK4,AKT1,MAP2K1,RIPK2,STAT5A,CREBBP,RHOA,CHUK,CD36,PRKCA,ACTN4,UPF2,GADD45G,TRAF6,RHOA,PRKCA,HSP90AA1,PPP2R5D,SRC,VAV2,,PSME3,RHOA,MAP3K7,DDIT3,MAPK14,,,CNOT7,MAP2K1,JUN,NFKBIA,PTPN11,PLCB4,KAT2A,SMURF2,GOT1,PRKCA,CDKN2A,ACTN1,GNG4,NDUFS2,TSC2,PLCB4,FBP1,MAPK3,ALDOB,MAPK1,KIT,PRMT1,FOS,TSC2,JAK2,UQCRC2,,ATP6V0D2,POLH,PRKAB1,PPIF,,NFKBIA,MAP2K1,CD55,ACTN4,CD36,SMAD2,SRGAP3,,HDAC2,,,TIRAP,MAP2K1,,JAK2,CFTR,PRKCE,GRIA3,,,PRKAB1,PLCB4,PRKCA,PRKCA,,,MAD2L2,CD47,SDHA,,PLCB4,MAPK3,,CREB1,TRPC1,,PTK2B,,,,GABRG2,,,,EMD,,
TPM3,CSNK2A2,MAPKAPK2,SOS2,HRAS,NRG3,IKBKG,HLA-C,TRAF1,DDX5,YWHAZ,TP53,RAF1,PRMT1,ZAP70,RAD23A,PIK3R3,TRAF5,MAP2K1,PLCG1,NCOA3,MMP3,SRSF2,DDB1,CSNK2A1,MAP3K7,TP53,RPL38,MAPK3,PAK2,JUP,DCC,HRAS,CTNNA3,ITGB7,PDGFB,YWHAH,RUNX1,TGFBR1,NCBP1,CDC42,RHOA,PPP2R5D,PIAS1,BIN1,PRKCI,MCM5,PIK3R3,PRKCI,AXIN1,,AGFG1,RIPK2,ITGA6,RPA3,DOK1,TUBB2B,MDM2,HMOX1,SPHK2,SPHK1,STAT5B,MAP2K1,VAV1,STAT3,PCK1,GAB2,RHOA,UPF1,CDK6,TRIP6,MYL6,GAB2,JUN,PRKAB1,ITPR1,ZAP70,,PSMC1,RBX1,IKBKE,NDUFS3,ATG12,,,XRN1,PRKCB,MAP2K1,CLK1,MAPK14,PARD3,ADAM17,SMURF1,MDH2,TUBB4B,MITF,FN1,KIF5B,VDAC2,BRAF,GNAQ,ALDH7A1,PRKCG,ALDOA,PRKACA,KRAS,PGAM1,MAPK14,SOD2,HRAS,MAPT,,STX1A,,MTOR,VDAC3,,FCGR2A,FCER1G,EIF4G1,DES,RAC1,SMAD1,RAC1,,HIST1H2BO,,,NFKB1,KCND2,,SOCS7,CNGB1,PLA2G2A,,,,DES,GNAQ,GABRG2,MAPK14,,,CCNA2,CD44,Sep-05,,TRPV4,TPM4,,GNAQ,PRKCA,,PLCG1,,,,GNG13,,,,ITGA9,,
PRKCA,HLA-B,VDAC3,TP53,IKBKE,NRG4,CTSD,HLA-A,TICAM1,SDC2,CDC25A,SOS2,TP53,CSNK1E,LCK,UBE4B,DAPP1,CKS2,PPP1R12A,RXRG,TSC2,TRAF2,SRSF4,CDC34,CHUK,MAPK3,GSTP1,MRPL9,SMAD2,HRAS,CHUK,AXIN1,MAPK3,RAC1,RAC1,PDGFA,PRKCI,TGFBR2,TGFBR2,NUP133,NRAS,VAV1,GAB2,TNFRSF1A,AMPH,MAP2K1,MCM6,PIK3R1,PDCD6IP,BRAF,,MAP2K4,MAPK14,BIRC2,POLE2,CCNE1,OCLN,KRAS,EP300,NOS3,IRAK4,MAP2K1,PRKCB,VAV2,ACSL6,PPARGC1A,MAPK14,CTTN,CPSF4,CDK4,TAB2,PLCB4,RHOA,HSPA1L,SIRT1,ITPR2,LCK,,PSMC2,SFRP2,MAP2K6,NDUFS2,NFKB1,,,CNOT1,PRKCE,MAP3K1,EEF1G,NFKB1,KIT,SNW1,SMAD9,PGAM1,TUBA4A,BRAF,PRKCA,GNG7,PPARG,PRKCA,KRAS,PFKM,MAP2K1,BCAT1,YWHAG,RAF1,PHKB,NFKB1,SIRT1,MAPK3,PLCB1,,VAMP2,,SOD1,VDAC2,,TRAF6,SYK,,PKP2,ATP6V1E1,SMAD4,PAK2,,HDAC3,,,TRAF6,PRKCB,,HRAS,CAMK2B,PRKCA,,,,ITGA6,KIT,GNG13,GABRG2,,,CDK2,ITGA9,PINK1,,GNAQ,TPM3,,GNB5,GNG13,,PRKACA,,,,GNB5,,,,,,
