Gene.Symbol,C_GSM764196.CEL,C_GSM764197.CEL,C_GSM764198.CEL,P_GSM764189.CEL,P_GSM764190.CEL,P_GSM764191.CEL,P_GSM764192.CEL,P_GSM764193.CEL,P_GSM764194.CEL,P_GSM764195.CEL
PKIB,7.7352201520026,7.69979309075349,8.8395773415881,12.8025102749794,11.6970908886653,17.211795511982,11.9106761907978,12.6652948028496,10.5211472257789,12.2626006460757
IGK ,282.27828399503,260.76186227513,325.432831094499,188.536529734578,173.503843683972,199.2549982467,214.272822433243,236.584612319934,194.892421780282,207.922524009798
UCHL3,267.692421780282,382.67856566959,298.908845296762,510.155567825156,438.628489453235,479.637639769694,463.962746693469,434.213197230947,609.410795091356,592.629103954088
MOB3B,80.0837351702632,104.738657093532,56.2212204156059,28.6652669428072,45.5872630214843,30.5347936477681,54.1461338640774,36.0715337745443,26.1136883260219,27.8627293610478
KAT6A,9.8322614807486,10.4382002743068,11.1725483852616,13.2966469971724,21.2273459027027,22.9037282118462,16.4681180568542,15.6507687128568,16.2990257206094,16.932596681303
SERBP1,153.129245220429,126.846131640079,154.492421780282,256.779729577124,294.173074251919,314.451343604571,200.60124369179,183.972207120127,232.583748256864,267.514459330663
DRAM2,60.1105745835494,64.7994762143734,60.0659420155765,77.9231032715019,87.125142378113,92.6508078790092,85.4122318600852,73.1653437848248,80.2474100519882,93.4071015770022
FASTKD2,90.4064584815654,95.8252755929486,95.4413638249048,127.37574258134,138.203720823082,139.978362583138,114.486757904001,125.165621268666,112.976975322562,143.385674762445
LOC100049716,62.5853301747472,57.0865622451082,69.9426889504422,157.777872677945,112.872237673094,130.620543266943,132.774766249645,127.175212161935,75.7423203957763,97.3338472202951
BC069804 ,47.9997547159479,36.410083861124,38.3000403615626,54.3313675681289,55.2118157082814,51.6129001775002,53.4220353107396,60.0086155618025,56.8733111022234,59.7286693945838
B3GNT5,158.119055327252,108.415910374702,161.054888759682,574.524022966053,210.38594557704,488.211737816512,273.161219899344,260.892421780283,420.422108731936,410.392421780283
USH1C,30.4042953201502,32.7155721270369,33.2830901548545,21.4538667815289,19.9080164912197,14.4312645477701,23.3141515410255,23.2665539948933,22.4243990521773,21.4669544658643
SEMA6A,75.5704236356548,63.1222391257005,72.2933498388062,50.4969926743415,46.4085859356763,51.6254491562438,55.4764204878721,47.1251528403416,59.2156543761792,47.9997547159479
LOC101928589 ,147.678536392444,126.950231584603,153.458607630361,190.117534737086,203.67895103871,250.992421780282,217.141998745897,170.897048609383,240.083182019556,207.492421780282
LINC00424,84.3056067564321,79.9433965428497,75.9930565418163,60.5586539033157,55.5345461238856,52.1310619400065,62.0159739665413,69.1643404328067,59.6489045523843,55.5838230203702
NSUN6,81.0925902948617,87.4924601261304,87.1635381387472,103.000459196242,108.055838181875,129.33908123155,115.308551780073,128.18778585024,109.592421817474,136.218093983436
LOC728554 ,72.0936959758572,84.3393080301427,102.434922941328,125.89852860189,167.395983736502,207.801605713233,135.57621869732,131.911406795436,119.841824491525,146.499552072372
ZDHHC23,12.3536186818782,14.8960051376949,15.607153096533,18.0099968903784,19.6032124080556,21.4244117172973,17.7769964676487,21.0299571312164,21.0381471784069,18.405284722749
XPR1,15.8841073463463,19.7002082703416,19.9386302615409,30.1699436895321,26.6837162405334,25.6423988437481,23.5031869827472,23.1456091597939,26.0845013150562,25.0700090676886
NIFK,189.700328539874,193.821685085144,165.441260083291,349.777343083042,284.402815226506,354.945289949171,225.143691161558,267.779252807124,255.792421780282,270.826686931696
KPNA2,114.764289592732,130.699726345365,105.846396766849,220.055414147016,190.182241033952,220.449308570668,156.092421780282,145.613452003572,192.128615700318,164.492421780282
RTN4IP1,139.682225996167,157.280139328934,153.368137651879,176.131529403388,229.24849623101,256.805216855263,198.177401264658,231.423713348586,214.343676470017,201.493971149399
BPI ,21.107629704799,19.317407181801,20.3226172691442,13.8722768021371,15.7371401274491,14.6438237019096,15.5844705213281,17.0435818973335,14.919693008974,16.6724385480395
LOC100652931 ,12.6335980667757,13.2534831850336,10.959941858484,8.71304086211948,8.15551368310664,8.39832476861055,9.81177601984887,9.93293821452031,9.70863268693026,8.86179596325789
PPP1R17,32.2536843679538,31.3632101231236,32.9374562139182,24.9235534712733,24.0322456486121,24.0322456486121,25.9372904772823,27.1720790130203,26.2288270031958,26.5394827640399
METTL8,53.4126981426483,52.2792180912407,46.7964958415385,103.092422174859,74.2016337658659,108.128603179249,62.5196634903301,77.1613321046962,92.3516778309691,73.845510860637
AHRR,13.9552579392873,51.0087205790885,65.0980714534926,12.2005681373466,11.9718226350004,11.2071076772033,11.9279614896283,12.5882841840512,13.4706102723147,12.5850501656263
TXNDC9,270.349496575605,313.222177926287,246.513125341902,429.326226303713,377.987232404232,393.453335764263,323.061139246453,422.332865718136,357.828327696926,389.87162605611
GLRX2,211.992421780282,274.615366394714,228.106827148601,309.930529339802,294.443362300769,358.412348725445,333.179383817236,333.436663271323,359.518113709411,424.935329490009
TMEM71,18.2652169161891,16.2374788883483,19.2360330222542,13.9937369571979,11.8319968603835,15.4934603301924,12.1199237505451,12.7812544239468,13.280623240291,11.502413270742
KCNN3,169.470680159147,169.701796922485,146.515955403747,275.448568282218,250.587824360108,222.995949565435,224.792421780282,332.427659744042,343.679079245222,212.392421780282
GLCCI1,83.468937425333,80.2799885876625,60.9461510459482,148.092421780282,126.081722966274,104.110294420142,92.6367960731052,120.892421780867,105.502154616165,122.78470981811
CTB-31O20.2,31.3166636807449,32.7853445603301,28.9225051665,40.5509571474318,45.5095343914006,41.1124250156365,40.9204589765856,36.713863317651,38.1116587349614,39.1000168981495
RPL31 ,18.2857087487151,17.8162800177991,16.4850454354682,11.5631945637788,13.0699737732938,12.585786823223,13.1647379774205,15.0845905889035,13.3180979839145,14.2056885968496
PCDP1,31.1011533970503,30.7175053869699,30.2107246873213,26.271358735788,23.5444443177729,22.2216827052157,22.638070761158,24.2579473906421,20.7853355137088,25.420856349576
ANXA11,125.888309149734,131.392421780293,117.437125057077,165.339570621574,182.39321575693,171.664745753106,169.414197839349,212.479135180954,172.392421780282,144.525033808342
RPL22L1,57.3926139825265,66.6044599459222,49.0974166226171,103.341945900971,83.1804923178001,102.994095390685,66.8140522367314,85.574333378424,85.9390276964633,88.2374645536925
LRIG1,39.3807203404728,40.5029651283662,39.3510998100902,31.8149251295772,33.9820690918939,28.5103572120515,30.9235629993016,30.8635847443857,30.3469083676642,33.4631898259157
TTC22,12.3505268029366,10.813397287626,11.9583410469234,8.15961864210218,8.36239530601864,9.5241249305187,8.37424580939421,10.2530857939581,7.65079218395015,8.10766297254745
LOC100505515,31.203997453453,32.3269546212637,33.163185304052,20.9655543911524,22.4555121876354,19.6829756565138,25.1494751720675,25.3506065829056,26.7113205656781,25.0954112262965
PRRT3-AS1,116.56618732885,79.5005893925537,115.472364892839,170.792421780282,141.492421780282,161.786091582067,246.144502968004,146.197058218621,193.838424150396,166.947414331321
ZNF605,38.7807581403563,43.9622092332789,52.614771508277,70.5255389850653,83.3980913307875,75.244651033017,62.5847676154722,94.0227941016077,53.5106654398437,74.2293570541931
LUC7L3,46.9856633293323,96.704784529555,65.3541938684926,156.092421780282,211.63042223667,234.502039437196,112.989441947938,104.99710851767,192.97092732436,121.951302795617
NUTM1,43.8168806393928,43.8051050879474,51.7207500187653,35.2045259434204,30.353676221547,34.2661271360498,33.2655788498966,38.0401760165487,34.9515387216087,38.2991983152637
IGLV1-44,70.323141836021,73.6961401374935,86.4500143433525,57.147633682563,44.2725721285085,55.3693435643587,64.3923595343746,55.2011298263473,47.0252494704892,54.1358742141175
GRB2,160.998703394136,175.301661714957,163.578931894759,216.183630867486,198.437627534586,216.213678501713,204.413833149777,212.092059053466,247.651127956985,248.621329675773
RAPGEF2,23.7273541901304,24.0627902025755,21.9912438593175,39.6683638256485,40.0114046471101,40.6948197510788,29.9381158644449,29.2620800895971,29.2183118573993,33.4466965422637
CLP1,75.4067327873925,68.1590248350741,71.693921547883,45.7569628591763,46.767190116098,47.9463633005788,61.5096948367958,59.3088776922654,51.2443336410919,53.7587787024258
GAD2,16.8675966967372,16.5985957793533,16.2318049592307,11.4933791613131,13.5407126308963,13.1720572224814,13.7750563716148,12.0927347394218,13.3984350231824,13.5407126308963
C10orf90,28.2161148630871,28.3612090335471,29.4247362076153,21.0333903017764,23.5629787394648,16.9667046520186,18.7136982872358,22.9860261595662,22.3144085454377,21.2310641952386
MAGI2,71.9663219592661,64.7994762143734,49.8106602181946,99.4924227593993,88.438249478215,83.8379809590274,86.6726227915897,80.4883726701238,79.534504010778,88.438249478215
ATM,70.2441223535785,75.6665228953615,71.4058726920933,96.4301134835596,94.1593958222923,95.2684266387694,88.3772297333386,88.0952665397575,86.5331893622821,86.1554729224261
JMJD1C,128.92117718008,101.433902667506,97.6660583730196,151.928420375567,142.262073320341,204.86011749649,167.090014933568,150.974357923732,139.492421780282,174.038513353628
RP4-813F11.4,15.7046427085759,14.0376828390511,13.5587781345287,18.856796049748,20.6515893873456,19.1328524131559,17.0925116245829,17.0396875354363,18.8124074623183,19.6783639813405
NLRP1,75.8881592422515,65.5474118591786,79.1326123090725,46.5683998974937,38.6389271621455,40.4816235726954,52.8258483379049,57.5645452045907,58.0082611714277,50.5320754226755
TUB,40.2499418378083,41.4512452849285,41.2554853204424,33.7687588521193,30.9780871849194,26.3335664389348,27.4589574072379,32.9482158411792,33.3516767543139,32.1438185858252
OR2H1,35.1779490294176,29.8835178882699,36.4237118512595,19.7453263857798,24.7307959255386,18.5317421260044,22.9764383790936,25.9929762720013,27.5586897960847,23.5495858184136
JAK1,103.392422171787,112.601217319945,112.592421793941,231.303093235093,191.319603826437,182.171809593765,167.927431748446,131.647108487313,147.944252504871,153.536505062037
FOXO6,77.348576409497,82.7925398356583,93.6088666928159,143.434020348619,103.918557753464,144.899125295242,104.348014791648,111.745723700337,145.423934186701,131.353059070186
SAMHD1,55.725395154308,83.6925042053795,60.5320891665076,97.2072491854623,103.023045671069,132.057465223085,118.674480926869,86.8924610037055,145.292744363324,94.1235014792771
COA1,12.8738103119137,12.2208826996662,12.9738358890999,18.7231531345371,17.8500917201842,17.6662853158113,18.2864648826525,16.452132881867,14.0338691932881,15.8425865890328
HCN4,20.3747292185159,21.5184968896841,21.6640834493334,14.769731031694,18.6695320215949,15.7834927135672,15.1386446014829,16.684949032679,17.2195148652445,16.6734603239787
IGKC,105.892421936971,122.569234889097,137.181221267646,84.6925022876848,86.5927993025194,83.5971196676073,100.201123039469,101.412608127445,85.6790948714098,79.0795313605282
CNTNAP5,14.2357483951741,14.6825054856595,16.1877976217416,9.38861426305215,12.169926385179,12.0680481204653,11.9931094535968,11.1008806316081,11.500318817052,11.500318817052
UBBP1 ,404.389454160158,461.092421780283,439.91941029937,347.387952689443,327.891853979575,299.405838496947,365.187892257941,343.484195624754,353.315927957138,344.188354831573
DPEP3,57.8044527922105,50.0891185725641,54.9666000003746,44.3705085852608,46.5434658082933,38.3429236474467,38.4199795958397,43.4479786882777,36.5858026472465,37.1426830590738
GM2A,90.2571183644932,72.9242182514726,88.3674854768124,62.4453727181476,61.575998540702,58.5399796160032,69.4727385059387,57.3909441633836,56.4472327544908,69.8650425311787
ABCA1,166.698887493846,116.439791064175,120.487647365749,341.802700940312,197.20922099068,218.228621550772,339.725468174798,273.858084519979,253.5028536386,169.592065602074
AF086288 ,106.082013146836,147.59354619093,99.4957196253278,63.8891597683372,54.9661846681354,61.2911926734173,92.7354581756179,76.9605840916437,77.8319871911661,48.9180175555167
DTD1,30.7542812653308,24.9518753525966,31.705497374516,21.6565330625407,16.7868789960797,20.6011458020104,21.1332101833228,21.7628251360386,21.7232515853421,23.4840875460321
TMEM47,309.743972696535,358.561580666855,386.616688904373,552.099221043667,436.403035658441,671.353741499318,512.474206703353,477.631595870618,467.929775560241,475.470711702024
AK055458,13.0900075372979,13.3370438859467,12.5199267814475,10.8215595654735,11.1207289998965,10.0665944299646,10.4873442672244,10.7971545993312,9.9006217352464,10.5115699443294
ZIC4,14.6902058637482,14.9943702136862,14.1374426387773,12.1012646159704,11.9928740176432,11.8740053708428,11.2979178537946,12.3072145059705,12.2923976764899,11.8530005266031
ZDHHC11 ,69.3947703897321,69.897660407947,93.8357142216844,126.64583866692,98.5322779229661,106.892675229766,108.328821632723,98.9206453524002,100.961916301174,120.135004636096
AK8,197.739832882626,166.92531621277,226.387361571181,125.592421780391,124.759189377196,116.71147620091,145.511132408177,151.340191663916,157.688298268669,147.190252925063
TERF1,213.692421780282,194.92739936686,187.026364892537,316.915963118623,263.055183211587,277.751162547849,224.446206268547,254.492421780282,286.766327866895,258.672903255569
ASCL1,21.3263444680316,21.1880217747779,25.0211669890876,16.8243355238432,16.8706370718693,12.5045711840298,16.8154082131324,18.2343759781575,16.5083309497166,16.2020911659704
IL1RAPL2,93.2268918492836,80.07764329465,91.2924337681131,62.7020671423626,66.3847293098695,62.1023524765994,66.8335396808224,68.3208495644969,77.0857359740623,72.0807496809487
OTUB2,10.6493895507668,11.8106661076238,11.5799967913263,9.16947945051665,9.1876207132151,7.70564338027237,8.00266807823243,9.73988013681283,8.94348895677924,8.64810478123973
TYW1,130.013609749422,154.297342187969,122.807940522324,175.482252093466,198.461193104648,179.942129169279,168.163828671567,171.476378220426,162.386125970068,192.350857164827
ZMAT3,122.245496859083,103.385447437542,103.718805777964,188.892421780282,144.947782451853,186.429389678996,125.652085965647,167.786099631645,199.253489701156,149.329462439231
GART,68.0107456470882,77.4648791134702,69.7881567480661,98.8650700232223,87.1780643308774,115.216398312614,84.9874950698117,92.0434826834043,106.613300331599,95.3317502499498
RP1-31B8.1,18.8715541423899,14.1712919398601,15.8316164950398,11.0530994072368,12.8264363395565,10.6043987297662,12.6496565345045,12.2411831016508,12.9145704871969,12.1606851581095
OSBPL8,457.441406630613,403.300843107231,261.081321536103,1366.80213281534,477.356055736717,979.392421780283,680.929568864286,944.492421780284,648.892421780283,803.750226845622
PTPN4,142.399790224122,146.211902046857,171.081314219681,249.473757633472,336.208777722531,343.45618246242,298.606685792797,218.653205854638,218.292953419101,186.381854629716
SHOX,40.4967057605648,72.7131117859721,46.1214387836262,26.3564922992658,35.8795804482249,27.308675287464,38.1199245059447,30.2529349272329,28.9556737002147,34.4315431438964
SLC16A1-AS1,23.2631782346806,25.8775881548348,23.9031028737851,29.2664503390711,32.1897507600136,31.0548388205362,27.7830546555683,30.913347163795,29.9944018508518,33.306786523973
RBM18,74.493240181696,63.2127041979128,56.0030468955786,81.4760029298299,119.122983697031,108.987958368506,97.5554919627753,82.3896153703443,88.8812109769696,86.3740333527244
TRIM55,265.490769942739,238.268488783489,248.729636546384,489.192421780282,352.216443696862,308.572125918483,330.842390038002,387.207729769083,320.387238083423,370.823673063526
TECTA,16.2397698755074,20.9418546924513,20.2806179741681,12.1685595758064,12.6723988648183,12.0191810558099,13.9509770566802,13.0646405561219,17.4440831439274,13.083025230839
KXD1,38.3208649403761,40.6084161830264,36.9926318540926,31.726916764138,28.6714068592864,26.9793322132257,29.1247014183396,34.0248813785516,31.0250394464399,26.0679692157969
TIPIN,24.5175936506515,21.3923688781775,21.2584943871309,36.0950853704095,38.7653992927317,38.6818171359497,31.8958254970141,36.5408937292396,27.8992467994449,25.1898454503446
RP11-727A23.11,28.0009264638469,17.3740903758206,21.6349435478743,34.8788442445692,31.9083882760489,35.0381866924822,31.1889376940147,33.907903089182,26.5251175314302,32.082176034215
BBX,252.210151956516,280.579508351103,232.357266117775,359.592567852932,367.737649245761,359.342944506219,285.817479229514,309.655989831172,342.891516869429,340.888965450559
SSX4 ,20.5267868539514,18.1543092560732,20.1268404951218,12.9799899222394,12.3281004667356,12.2614613588538,13.8276500012918,16.0809550836595,16.1087656005488,16.2290175285724
LINC00969,41.2912012533485,42.6584160485614,38.4323525547139,69.8298923306679,78.687312239122,54.0976381573176,63.7333356201222,47.1047787884407,75.1487453843164,54.7857757705158
KLK12,49.7874443373568,53.3120636873014,55.559192895309,35.2711075876488,44.3889771374905,42.5439320090569,40.7751318196615,40.3626537407561,41.3622245918801,44.4514216043944
RP11-50B3.4,256.474396771837,225.60309296275,253.54500724204,271.114771535655,326.83605717825,357.704985347585,319.992421780282,319.328675356693,306.406427221546,331.115011786752
WASL,103.479550902936,170.616873910779,127.733149415985,283.856466482825,256.36734943402,214.27232011126,198.516321180579,190.880622653313,206.589734896391,168.794841554426
CTSLP8,67.3763327255822,55.123106776547,75.2494151119676,43.7393055462859,36.7413481831281,51.012751898966,46.8227726735265,54.0955112864001,46.6226927786712,43.0505375122856
EFR3B,110.638634644156,88.9330810536362,84.0428282494704,151.741916382673,105.763048904954,133.886208753917,129.811846735741,142.668442311403,165.293857578146,172.554814429038
XRCC4,12.0178502508367,12.9744226562933,10.9821839273557,16.8788681280688,14.3213638106267,15.7978520801666,15.5757911374211,14.4367717976284,14.4606821096057,17.5833047664647
KCNB2,33.1197991064498,29.5477130670004,32.0252603986704,22.4431074667571,25.9779226005709,22.6894791109713,26.0845434833845,25.4008769034328,25.7208662865797,26.2917446970622
CSF1,39.2148941793522,36.4202781026573,40.8931715712807,25.9056696193651,28.8475149376277,23.4509495471595,33.6018356222078,31.6769286581172,27.6964948936335,22.9463134203431
OSBPL2,54.0201462777105,53.4956927641532,55.4000347706153,69.5124029530065,60.9889643102211,77.8577551660365,73.5063290895333,66.3026810049868,66.9665191646313,68.7596535026056
ITPKB,49.3643171473762,58.9960356131014,79.4417399560599,110.392421817191,117.544933565055,179.892421780282,92.893618550285,81.3255613430491,109.117503707638,104.592422029768
UBE2Z,104.82353244667,85.1661596081685,113.1916350878,185.97866389946,139.560362755991,153.21513491925,121.428002148228,126.272856258189,147.304599561623,156.515645335125
ALDH7A1,73.9481658092104,67.8591788766435,81.2513427991469,156.092421780282,90.8419452134271,118.658092194866,98.8064509728503,108.925794125723,100.176423066476,115.344075337841
CBX5,81.0925902948616,95.1224039908025,66.2630489169179,125.768673941379,139.890692446923,150.430070743533,103.573306667538,107.458376618505,125.813867550356,100.079434302062
COMMD6,493.114122649392,514.198850238614,467.151205298391,747.259999450558,536.729836393866,687.855744356411,762.792421780281,602.792421780281,675.332899761743,684.476753488336
ERVW-1,18.4554417738106,14.0499104822201,17.2586668935933,12.2045684436855,11.1709005194763,11.7451144458178,12.6270343001242,11.868752389567,12.6570631846898,14.3903881029025
TINAG,18.6482850892603,17.1604838721841,16.4436340761798,14.3769703874662,13.1858516895447,14.1632596491848,13.7076969128826,13.6285791403687,15.3943593719716,13.2742243622787
IGKV1OR2-108 ,78.693184253707,75.4186578849053,81.0436284646688,53.1146675693571,54.2469895506168,40.5864917860427,61.1733443375161,60.6398860677863,58.1245599446707,62.96407111869
WDR77,161.092702345313,183.492421780282,158.591690808132,216.516610505404,219.040384210309,201.247401720918,194.50669276363,235.192421780282,261.429327085904,247.185215512969
LYRM2,62.1021749888257,64.3056727100991,53.6682112036995,86.9138004051558,98.7047365424818,105.792421936971,77.2741988125317,73.205800151804,89.4487635434069,72.5255293286805
BMS1P6,104.246459689204,108.736058915286,92.4457777605071,131.392421780293,200.540415950389,151.212041492821,151.304019984508,151.592421780282,129.275395155154,126.51926995451
C6orf89,268.414952428154,267.601826816475,263.492421780282,403.233084561064,412.187302614631,396.992421780282,339.382616468959,333.922370168877,341.408244391787,298.537014769584
RNF141,746.794964359371,419.196705707925,309.777370601712,950.963388652316,815.641386946385,978.390980672254,796.539576699304,926.668598550308,841.188536155221,638.48982087905
TMEM169,20.006143129222,16.1566763640689,17.8171731507642,13.4575829736837,13.8131758417631,15.5617403615031,14.6455672612069,13.5205135504051,13.9565048785282,14.0594186603358
ERO1L,30.8774359932571,28.1174540829404,25.4616101868969,39.4848977423203,36.5152686624734,44.1605436220223,33.8931435539613,34.2893365280814,35.1880408106371,36.6671157561348
NUDT15,75.6794095072419,79.3146679393166,82.2758452406075,105.936097972127,89.859378872715,105.234284505507,97.3171553325283,98.1629678183066,93.4929359915975,99.1437290584693
BBS9,13.6891219369844,14.6724956798368,12.4242675220965,33.6677961727532,27.0685396880236,30.838649886849,20.0896520114209,21.2693051827008,15.597759179303,22.2147372542627
C14orf166,1554.99242178029,1636.88276454145,1482.38422810083,1922.36711647807,1832.99242178029,2016.14640833105,1816.83730187858,1901.84083504125,1864.78922240411,1989.62296765882
SYNCRIP,177.238138258084,190.559222421924,169.043550780799,263.695790959876,274.942858745162,276.218374472158,242.476127409165,204.857606336206,293.940754681769,208.548540113753
FERMT2,125.203732530806,138.660847915495,139.992421780282,177.238821645989,179.726055508669,186.75307779972,164.81096435651,147.557740363603,200.895525044326,197.814569074993
BRWD1,89.3645081090612,98.1190829421712,84.9039484593896,111.206441529879,164.379685552506,115.535130142709,145.083622637599,121.953903793284,140.583103181448,112.226237014637
NIPBL,71.3124747074008,60.8988239666457,72.7936545638994,164.402729967488,159.733653370785,166.969589908142,111.334471841256,83.5353158491769,95.7924252976856,107.444451633991
LYPD6B,35.1118658753524,32.6229142676151,40.9842133224283,29.2296701547458,24.8694834896454,19.9300546757712,26.9595519101401,28.8980862640485,27.2030229864238,24.7030044055807
HHATL,1270.91102590863,1699.01852241069,1038.89242178028,1649.61352352958,2441.38647890701,1953.50883386914,1881.76383985951,2135.43644037862,2710.64242178028,1942.56497785633
RUVBL1,62.9292942506248,77.6678582407201,54.5380955287284,92.0779519081873,80.1411046389383,86.0094941966523,76.9842403995246,93.5785943913878,94.9748937379763,95.9754566212064
LOC285043,12.4699609811961,12.5794337208592,13.3170281676138,9.61838019862152,11.3764842120294,10.1806230545023,10.5117101289133,9.40197410937553,10.7395206744567,9.34471342373343
RACGAP1,41.2794730586229,36.3423236388581,32.2613416398774,56.9936162829545,47.1830094377465,72.0225800156262,55.5685743493713,43.281671933474,53.2765759817802,50.7917941401287
VWA3A,61.3010578080297,55.3857604658656,67.1900420504872,43.4849482922111,49.7217341103834,48.8252200849049,51.6729335199373,47.5242503524194,50.4319888287322,47.1311889439509
ERVH-6,20.0099401637563,23.116972456221,25.1794564315217,13.227558032892,15.0782575275745,11.2692512452973,16.0992271236946,16.2534901118239,19.7602645555997,15.6184544268257
ADAT1,38.9566092844833,33.2354858270464,29.0623163253507,72.9778446848226,55.6479280210153,60.3311821128937,41.3937895120894,54.269470239714,52.2761889382145,41.1478698018649
WNK1,30.6619273532259,53.1521104391876,31.4093537569616,66.3051557998999,66.9867713725338,74.0782131752969,45.9392620094786,54.2755449691839,58.9795770885251,74.8400283882863
HAUS1,60.1998371853915,43.1678482295208,59.4088771013145,91.3176554856285,66.9075051333728,112.841633065219,74.5194648363579,75.5515144406431,76.5531945279951,94.1514086992018
RP11-353N14.1,112.920406897893,139.498985110808,136.739016384167,87.7448530339426,77.99370724145,87.8041589653852,96.2135929136019,103.9033902835,108.267284486945,102.497133889822
USP32 ,62.965150534215,81.6537222436386,82.8925398355714,47.3026623784937,44.9953199892099,41.2117261027602,53.9521284723749,48.2840366318,64.4963100116324,59.51767568199
OR7C1,31.6680101540863,28.1254523300493,32.2287734222053,25.1438580543312,25.3257695475293,23.1483337567399,23.793992128442,21.9812592296541,26.0143718147969,25.5868129741273
GPRIN2,20.7702616802507,19.7915410113025,20.8656868921522,14.5455164864073,17.1073410209365,14.0665814797732,17.1930265793211,15.2532828179586,17.6930178906065,16.354021443868
COX20,74.7932936847415,93.4009917989876,105.082522664851,140.7266756545,101.451147843837,123.265564735784,120.34683403879,143.236129838394,140.095534696769,148.879943333293
MR1,52.7800430415597,51.2342540838418,48.0468783681635,38.0274323884217,37.69861565706,36.528528785342,40.8625963632394,47.6821581149846,35.7464544347493,36.7095971500299
CLDN17,46.4482421157245,45.6298671880041,55.8372573614869,36.5479006486859,37.9337851530624,34.9597959700216,39.1966369438007,40.3343808631111,40.1270984549068,41.0721855662532
REEP1,258.492421780282,241.024136885113,247.532239184396,294.417781569659,315.67812397178,342.69650227794,314.572788974259,320.286744135664,398.312083381516,298.514332826446
PAEP,19.1928198430975,18.5124887524617,19.1099860544776,13.8131758417631,15.7632667329418,15.3548068842419,15.8921722599578,16.4511073463228,15.684310010897,14.2288679172286
NRG1,9.26606351250161,9.20064419034128,10.6498996844589,7.44429012872721,7.74795625994826,7.4854192402985,8.64741596324219,7.91170880963429,7.69253215207098,7.19041080284585
PDE1C,39.257736961686,38.2738170383596,44.1655325946268,29.8962680760557,33.7997785966578,32.1883189124755,35.1638253191316,29.3619885797043,32.5956365565062,27.5145185702373
EMC1,70.4036856511606,70.8507200657841,83.9410662370992,98.8507947981605,104.659033640025,115.037724265859,87.7262692187859,90.6099508960894,103.654647265808,92.0568819218825
MARVELD3,21.5134654612657,21.2106517561652,21.5087963071721,18.1170936929313,18.8255472341951,16.1156633995893,17.9706379429491,16.6720227248837,17.6458514969147,17.3269583478
POLR1D,398.240259626627,430.376833615223,391.806620028772,483.402292066474,537.684196541068,456.440292581863,578.347911277163,495.830530276591,580.614413409995,561.403043978343
