Gene1,Gene2,corRvec,Interaction
BGN,CCT3,0.214285714,Correlation
BPTF,CCT3,0.607142857,Correlation
BTN3A3,CCT3,0.678571429,Correlation
C6orf106,CCT3,0.428571429,Correlation
CCDC53,CCT3,0.25,Correlation
CCDC93,CCT3,0.607142857,Correlation
ADGRF5,CDC16,0.178571429,Correlation
AHCTF1,CDC16,0.25,Correlation
ANKRD17,CDC16,0.714285714,Correlation
ARIH1,CDC16,0.857142857,Correlation
ATP2C1,CDC16,0.285714286,Correlation
BBIP1,CDC16,0.357142857,Correlation
BPTF,CDC16,0.392857143,Correlation
C14orf1,CDC16,0.107142857,Correlation
C6orf106,CDC16,0.535714286,Correlation
CCDC93,CDC16,0.357142857,Correlation
ACTN1,CDH11,0.857142857,Correlation
ADGRF5,CDH11,0.464285714,Correlation
ALDH3A2,CDH11,0.678571429,Correlation
ANKRD17,CDH11,0.428571429,Correlation
ANXA1,CDH11,0.678571429,Correlation
ARIH1,CDH11,0.178571429,Correlation
ATP5C1,CDH11,0.142857143,Correlation
ATP5E,CDH11,0.214285714,Correlation
BBIP1,CDH11,0.428571429,Correlation
BGN,CDH11,0.428571429,Correlation
BPTF,CDH11,0.357142857,Correlation
BTN3A3,CDH11,0.571428571,Correlation
C6orf106,CDH11,0.214285714,Correlation
CCDC53,CDH11,0.642857143,Correlation
CCDC93,CDH11,0.892857143,Correlation
CCT3,CDH11,0.535714286,Correlation
CDC16,CDH11,0.142857143,Correlation
AHCTF1,CELF1,0.5,Correlation
ANKRD17,CELF1,0.607142857,Correlation
ARIH1,CELF1,0.678571429,Correlation
ATM,CELF1,0.178571429,Correlation
ATP2C1,CELF1,0.321428571,Correlation
BBIP1,CELF1,0.214285714,Correlation
C14orf1,CELF1,0.142857143,Correlation
C6orf106,CELF1,0.25,Correlation
CDC16,CELF1,0.892857143,Correlation
AHCTF1,CEP170B,0.107142857,Correlation
ALDH3A2,CEP170B,0.214285714,Correlation
ALPK1,CEP170B,0.571428571,Correlation
ANXA1,CEP170B,0.214285714,Correlation
ATM,CEP170B,0.571428571,Correlation
ATP5C1,CEP170B,0.214285714,Correlation
ATP5E,CEP170B,0.142857143,Correlation
AURKAIP1,CEP170B,0.178571429,Correlation
BGN,CEP170B,0.178571429,Correlation
CCT3,CEP170B,0.107142857,Correlation
ACTN1,CIAPIN1,0.357142857,Correlation
ALDH3A2,CIAPIN1,0.142857143,Correlation
ANXA1,CIAPIN1,0.142857143,Correlation
AP2S1,CIAPIN1,0.535714286,Correlation
ATP5C1,CIAPIN1,0.535714286,Correlation
ATP5E,CIAPIN1,0.107142857,Correlation
BBIP1,CIAPIN1,0.178571429,Correlation
BGN,CIAPIN1,0.285714286,Correlation
BTN3A3,CIAPIN1,0.321428571,Correlation
C14orf1,CIAPIN1,0.178571429,Correlation
CCDC53,CIAPIN1,0.892857143,Correlation
CCDC93,CIAPIN1,0.535714286,Correlation
CCT3,CIAPIN1,0.107142857,Correlation
CDH11,CIAPIN1,0.571428571,Correlation
ACTN1,CLCN5,0.107142857,Correlation
AHCTF1,CLCN5,0.25,Correlation
ALPK1,CLCN5,0.285714286,Correlation
AP2S1,CLCN5,0.142857143,Correlation
ATP5C1,CLCN5,0.5,Correlation
ATP5E,CLCN5,0.142857143,Correlation
CELF1,CLCN5,0.321428571,Correlation
CIAPIN1,CLCN5,0.392857143,Correlation
ADGRF5,CLNS1A,0.607142857,Correlation
AHCTF1,CLNS1A,0.464285714,Correlation
ALDH3A2,CLNS1A,0.214285714,Correlation
ANKRD17,CLNS1A,0.428571429,Correlation
ANXA1,CLNS1A,0.214285714,Correlation
ARHGAP29,CLNS1A,0.642857143,Correlation
ARIH1,CLNS1A,0.571428571,Correlation
BBIP1,CLNS1A,0.892857143,Correlation
BPTF,CLNS1A,0.607142857,Correlation
BTN3A3,CLNS1A,0.285714286,Correlation
C14orf1,CLNS1A,0.214285714,Correlation
C6orf106,CLNS1A,0.714285714,Correlation
CCDC93,CLNS1A,0.428571429,Correlation
CCT3,CLNS1A,0.607142857,Correlation
CDC16,CLNS1A,0.428571429,Correlation
CDH11,CLNS1A,0.107142857,Correlation
CELF1,CLNS1A,0.321428571,Correlation
CIAPIN1,CLNS1A,0.178571429,Correlation
CLCN5,CLNS1A,0.142857143,Correlation
ACTN1,COA3,0.25,Correlation
ADGRF5,COA3,0.392857143,Correlation
ALDH3A2,COA3,0.285714286,Correlation
ANXA1,COA3,0.285714286,Correlation
AP2S1,COA3,0.464285714,Correlation
ATP5C1,COA3,0.464285714,Correlation
ATP5E,COA3,0.107142857,Correlation
AURKAIP1,COA3,0.214285714,Correlation
BBIP1,COA3,0.107142857,Correlation
BGN,COA3,0.142857143,Correlation
BTN3A3,COA3,0.607142857,Correlation
C14orf1,COA3,0.821428571,Correlation
CCDC53,COA3,0.607142857,Correlation
CCDC93,COA3,0.5,Correlation
CCT3,COA3,0.142857143,Correlation
CDH11,COA3,0.392857143,Correlation
CIAPIN1,COA3,0.678571429,Correlation
CLCN5,COA3,0.357142857,Correlation
CLNS1A,COA3,0.214285714,Correlation
ACTN1,COL4A1,0.428571429,Correlation
ADGRF5,COL4A1,0.75,Correlation
ALDH3A2,COL4A1,0.571428571,Correlation
ANKRD17,COL4A1,0.285714286,Correlation
ANXA1,COL4A1,0.571428571,Correlation
ARHGAP29,COL4A1,0.5,Correlation
ARIH1,COL4A1,0.142857143,Correlation
BBIP1,COL4A1,0.428571429,Correlation
BGN,COL4A1,0.678571429,Correlation
BPTF,COL4A1,0.607142857,Correlation
BTN3A3,COL4A1,0.785714286,Correlation
C14orf1,COL4A1,0.107142857,Correlation
C6orf106,COL4A1,0.392857143,Correlation
CCDC53,COL4A1,0.571428571,Correlation
CCDC93,COL4A1,0.857142857,Correlation
CCT3,COL4A1,0.642857143,Correlation
CDH11,COL4A1,0.785714286,Correlation
CIAPIN1,COL4A1,0.321428571,Correlation
CLNS1A,COL4A1,0.214285714,Correlation
COA3,COL4A1,0.214285714,Correlation
ACTN1,COPG1,0.107142857,Correlation
ADGRF5,COPG1,0.321428571,Correlation
AHCTF1,COPG1,0.107142857,Correlation
ALDH3A2,COPG1,0.142857143,Correlation
ANXA1,COPG1,0.142857143,Correlation
AP2S1,COPG1,0.25,Correlation
ATP5C1,COPG1,0.392857143,Correlation
AURKAIP1,COPG1,0.142857143,Correlation
BBIP1,COPG1,0.392857143,Correlation
BTN3A3,COPG1,0.392857143,Correlation
C14orf1,COPG1,0.607142857,Correlation
CCDC53,COPG1,0.535714286,Correlation
CCDC93,COPG1,0.428571429,Correlation
CCT3,COPG1,0.214285714,Correlation
CDC16,COPG1,0.214285714,Correlation
CDH11,COPG1,0.25,Correlation
CELF1,COPG1,0.214285714,Correlation
CIAPIN1,COPG1,0.75,Correlation
CLCN5,COPG1,0.571428571,Correlation
CLNS1A,COPG1,0.571428571,Correlation
COA3,COPG1,0.857142857,Correlation
ACTN1,CREB3L2,0.821428571,Correlation
ADGRF5,CREB3L2,0.321428571,Correlation
AHCTF1,CREB3L2,0.321428571,Correlation
ALDH3A2,CREB3L2,0.785714286,Correlation
ANKRD17,CREB3L2,0.428571429,Correlation
ANXA1,CREB3L2,0.785714286,Correlation
ARIH1,CREB3L2,0.142857143,Correlation
ATP5C1,CREB3L2,0.357142857,Correlation
BBIP1,CREB3L2,0.678571429,Correlation
BPTF,CREB3L2,0.178571429,Correlation
BTN3A3,CREB3L2,0.357142857,Correlation
C6orf106,CREB3L2,0.142857143,Correlation
CCDC53,CREB3L2,0.357142857,Correlation
CCDC93,CREB3L2,0.571428571,Correlation
CCT3,CREB3L2,0.678571429,Correlation
CDH11,CREB3L2,0.678571429,Correlation
CELF1,CREB3L2,0.107142857,Correlation
CIAPIN1,CREB3L2,0.464285714,Correlation
CLCN5,CREB3L2,0.428571429,Correlation
CLNS1A,CREB3L2,0.428571429,Correlation
COA3,CREB3L2,0.428571429,Correlation
COL4A1,CREB3L2,0.285714286,Correlation
COPG1,CREB3L2,0.5,Correlation
ACTN1,CREG1,0.821428571,Correlation
ALDH3A2,CREG1,0.571428571,Correlation
ALPK1,CREG1,0.214285714,Correlation
ANKRD17,CREG1,0.285714286,Correlation
ANXA1,CREG1,0.571428571,Correlation
ATP2C1,CREG1,0.214285714,Correlation
ATP5C1,CREG1,0.321428571,Correlation
ATP5E,CREG1,0.535714286,Correlation
BBIP1,CREG1,0.107142857,Correlation
CCT3,CREG1,0.25,Correlation
CDH11,CREG1,0.464285714,Correlation
CEP170B,CREG1,0.428571429,Correlation
CLCN5,CREG1,0.285714286,Correlation
CREB3L2,CREG1,0.642857143,Correlation
ACTN1,CSRP1,0.642857143,Correlation
ALDH3A2,CSRP1,0.5,Correlation
ALPK1,CSRP1,0.142857143,Correlation
ANXA1,CSRP1,0.5,Correlation
AP2S1,CSRP1,0.285714286,Correlation
ATP2C1,CSRP1,0.178571429,Correlation
ATP5C1,CSRP1,0.571428571,Correlation
ATP5E,CSRP1,0.714285714,Correlation
BGN,CSRP1,0.214285714,Correlation
CCDC53,CSRP1,0.142857143,Correlation
CDH11,CSRP1,0.285714286,Correlation
CEP170B,CSRP1,0.571428571,Correlation
CLCN5,CSRP1,0.285714286,Correlation
CREB3L2,CSRP1,0.428571429,Correlation
CREG1,CSRP1,0.892857143,Correlation
ACTN1,CST3,0.357142857,Correlation
ALDH3A2,CST3,0.178571429,Correlation
ALPK1,CST3,0.107142857,Correlation
ANXA1,CST3,0.178571429,Correlation
AP2S1,CST3,0.285714286,Correlation
ATP2C1,CST3,0.5,Correlation
ATP5C1,CST3,0.142857143,Correlation
ATP5E,CST3,0.642857143,Correlation
BGN,CST3,0.607142857,Correlation
CCDC53,CST3,0.142857143,Correlation
CDH11,CST3,0.285714286,Correlation
CEP170B,CST3,0.571428571,Correlation
COL4A1,CST3,0.25,Correlation
CREG1,CST3,0.535714286,Correlation
CSRP1,CST3,0.642857143,Correlation
ADGRF5,CTDSP2,0.535714286,Correlation
AHCTF1,CTDSP2,0.535714286,Correlation
ANKRD17,CTDSP2,0.5,Correlation
ARHGAP29,CTDSP2,0.607142857,Correlation
ARIH1,CTDSP2,0.607142857,Correlation
ATM,CTDSP2,0.571428571,Correlation
AURKAIP1,CTDSP2,0.142857143,Correlation
BBIP1,CTDSP2,0.428571429,Correlation
BPTF,CTDSP2,0.571428571,Correlation
C14orf1,CTDSP2,0.25,Correlation
C1orf61,CTDSP2,0.25,Correlation
C6orf106,CTDSP2,0.571428571,Correlation
CCDC93,CTDSP2,0.107142857,Correlation
CCT3,CTDSP2,0.178571429,Correlation
CDC16,CTDSP2,0.571428571,Correlation
CELF1,CTDSP2,0.464285714,Correlation
CLNS1A,CTDSP2,0.607142857,Correlation
ACTN1,CTNNB1,0.285714286,Correlation
ADGRF5,CTNNB1,0.142857143,Correlation
ANKRD17,CTNNB1,0.142857143,Correlation
AP2S1,CTNNB1,0.178571429,Correlation
ATP2C1,CTNNB1,0.428571429,Correlation
ATP5E,CTNNB1,0.464285714,Correlation
BGN,CTNNB1,0.642857143,Correlation
BPTF,CTNNB1,0.178571429,Correlation
BTN3A3,CTNNB1,0.25,Correlation
CCDC53,CTNNB1,0.25,Correlation
CCDC93,CTNNB1,0.392857143,Correlation
CDH11,CTNNB1,0.5,Correlation
COL4A1,CTNNB1,0.607142857,Correlation
CSRP1,CTNNB1,0.107142857,Correlation
CST3,CTNNB1,0.714285714,Correlation
ACTN1,CXorf40B,0.642857143,Correlation
ADGRF5,CXorf40B,0.535714286,Correlation
ALDH3A2,CXorf40B,0.75,Correlation
ANXA1,CXorf40B,0.75,Correlation
AP2S1,CXorf40B,0.321428571,Correlation
ARHGAP29,CXorf40B,0.25,Correlation
ATP5C1,CXorf40B,0.464285714,Correlation
BBIP1,CXorf40B,0.464285714,Correlation
BGN,CXorf40B,0.642857143,Correlation
BPTF,CXorf40B,0.321428571,Correlation
BTN3A3,CXorf40B,0.75,Correlation
C6orf106,CXorf40B,0.178571429,Correlation
CCDC53,CXorf40B,0.821428571,Correlation
CCDC93,CXorf40B,0.785714286,Correlation
CCT3,CXorf40B,0.714285714,Correlation
CDH11,CXorf40B,0.857142857,Correlation
CIAPIN1,CXorf40B,0.642857143,Correlation
CLNS1A,CXorf40B,0.214285714,Correlation
COA3,CXorf40B,0.428571429,Correlation
COL4A1,CXorf40B,0.821428571,Correlation
COPG1,CXorf40B,0.357142857,Correlation
CREB3L2,CXorf40B,0.642857143,Correlation
CREG1,CXorf40B,0.321428571,Correlation
CSRP1,CXorf40B,0.25,Correlation
CST3,CXorf40B,0.214285714,Correlation
CTNNB1,CXorf40B,0.285714286,Correlation
ACTN1,CYP1B1,0.321428571,Correlation
ADGRF5,CYP1B1,0.571428571,Correlation
ALDH3A2,CYP1B1,0.285714286,Correlation
ANXA1,CYP1B1,0.285714286,Correlation
AP2S1,CYP1B1,0.357142857,Correlation
ATP5C1,CYP1B1,0.178571429,Correlation
ATP5E,CYP1B1,0.107142857,Correlation
BBIP1,CYP1B1,0.142857143,Correlation
BGN,CYP1B1,0.321428571,Correlation
BTN3A3,CYP1B1,0.714285714,Correlation
C14orf1,CYP1B1,0.75,Correlation
CCDC53,CYP1B1,0.642857143,Correlation
CCDC93,CYP1B1,0.75,Correlation
CCT3,CYP1B1,0.178571429,Correlation
CDC16,CYP1B1,0.25,Correlation
CDH11,CYP1B1,0.607142857,Correlation
CIAPIN1,CYP1B1,0.642857143,Correlation
CLNS1A,CYP1B1,0.178571429,Correlation
COA3,CYP1B1,0.892857143,Correlation
COL4A1,CYP1B1,0.535714286,Correlation
COPG1,CYP1B1,0.678571429,Correlation
CREB3L2,CYP1B1,0.321428571,Correlation
CTNNB1,CYP1B1,0.285714286,Correlation
CXorf40B,CYP1B1,0.535714286,Correlation
ACTN1,DCN,0.464285714,Correlation
ADGRF5,DCN,0.75,Correlation
AHCTF1,DCN,0.321428571,Correlation
ALDH3A2,DCN,0.857142857,Correlation
ANKRD17,DCN,0.392857143,Correlation
ANXA1,DCN,0.857142857,Correlation
ARHGAP29,DCN,0.535714286,Correlation
ARIH1,DCN,0.142857143,Correlation
ATP5C1,DCN,0.142857143,Correlation
BBIP1,DCN,0.821428571,Correlation
BGN,DCN,0.214285714,Correlation
BPTF,DCN,0.607142857,Correlation
BTN3A3,DCN,0.678571429,Correlation
C6orf106,DCN,0.428571429,Correlation
CCDC53,DCN,0.25,Correlation
CCDC93,DCN,0.607142857,Correlation
CCT3,DCN,1,Correlation
CDH11,DCN,0.535714286,Correlation
CEP170B,DCN,0.107142857,Correlation
CIAPIN1,DCN,0.107142857,Correlation
CLNS1A,DCN,0.607142857,Correlation
COA3,DCN,0.142857143,Correlation
COL4A1,DCN,0.642857143,Correlation
COPG1,DCN,0.214285714,Correlation
CREB3L2,DCN,0.678571429,Correlation
CREG1,DCN,0.25,Correlation
CTDSP2,DCN,0.178571429,Correlation
CXorf40B,DCN,0.714285714,Correlation
CYP1B1,DCN,0.178571429,Correlation
ACTN1,DDX5,0.392857143,Correlation
AHCTF1,DDX5,0.428571429,Correlation
ANKRD17,DDX5,0.321428571,Correlation
ARIH1,DDX5,0.142857143,Correlation
ATP2C1,DDX5,0.25,Correlation
ATP5E,DDX5,0.464285714,Correlation
C14orf1,DDX5,0.321428571,Correlation
CDC16,DDX5,0.5,Correlation
CDH11,DDX5,0.107142857,Correlation
CELF1,DDX5,0.75,Correlation
CIAPIN1,DDX5,0.142857143,Correlation
CLCN5,DDX5,0.607142857,Correlation
COA3,DDX5,0.428571429,Correlation
COPG1,DDX5,0.357142857,Correlation
CREB3L2,DDX5,0.392857143,Correlation
CREG1,DDX5,0.321428571,Correlation
CSRP1,DDX5,0.25,Correlation
CYP1B1,DDX5,0.285714286,Correlation
ADGRF5,DLST,0.25,Correlation
AHCTF1,DLST,0.178571429,Correlation
ARHGAP29,DLST,0.535714286,Correlation
AURKAIP1,DLST,0.607142857,Correlation
BBIP1,DLST,0.25,Correlation
BTN3A3,DLST,0.142857143,Correlation
C14orf1,DLST,0.464285714,Correlation
C1orf61,DLST,0.535714286,Correlation
C6orf106,DLST,0.214285714,Correlation
CDC16,DLST,0.107142857,Correlation
CELF1,DLST,0.107142857,Correlation
CIAPIN1,DLST,0.214285714,Correlation
CLCN5,DLST,0.285714286,Correlation
CLNS1A,DLST,0.642857143,Correlation
COA3,DLST,0.357142857,Correlation
COPG1,DLST,0.642857143,Correlation
CTDSP2,DLST,0.428571429,Correlation
CYP1B1,DLST,0.178571429,Correlation
ACTN1,DMD,0.392857143,Correlation
ADGRF5,DMD,0.535714286,Correlation
AHCTF1,DMD,0.75,Correlation
ALDH3A2,DMD,0.571428571,Correlation
ANKRD17,DMD,0.821428571,Correlation
ANXA1,DMD,0.571428571,Correlation
ARHGAP29,DMD,0.285714286,Correlation
ARIH1,DMD,0.571428571,Correlation
ATM,DMD,0.392857143,Correlation
BBIP1,DMD,0.821428571,Correlation
BPTF,DMD,0.642857143,Correlation
BTN3A3,DMD,0.178571429,Correlation
C6orf106,DMD,0.535714286,Correlation
CCDC93,DMD,0.357142857,Correlation
CCT3,DMD,0.714285714,Correlation
CDC16,DMD,0.357142857,Correlation
CDH11,DMD,0.25,Correlation
CELF1,DMD,0.357142857,Correlation
CLNS1A,DMD,0.642857143,Correlation
COL4A1,DMD,0.214285714,Correlation
CREB3L2,DMD,0.571428571,Correlation
CREG1,DMD,0.285714286,Correlation
CTDSP2,DMD,0.535714286,Correlation
CXorf40B,DMD,0.142857143,Correlation
DCN,DMD,0.714285714,Correlation
DDX5,DMD,0.142857143,Correlation
ACTN1,DST,0.214285714,Correlation
ADGRF5,DST,0.464285714,Correlation
AHCTF1,DST,0.392857143,Correlation
ANKRD17,DST,0.928571429,Correlation
ARHGAP29,DST,0.285714286,Correlation
ARIH1,DST,0.928571429,Correlation
ATM,DST,0.25,Correlation
BBIP1,DST,0.642857143,Correlation
BPTF,DST,0.75,Correlation
C6orf106,DST,0.75,Correlation
CCDC93,DST,0.5,Correlation
CCT3,DST,0.285714286,Correlation
CDC16,DST,0.857142857,Correlation
CDH11,DST,0.285714286,Correlation
CELF1,DST,0.678571429,Correlation
CLNS1A,DST,0.571428571,Correlation
COL4A1,DST,0.285714286,Correlation
CREB3L2,DST,0.214285714,Correlation
CTDSP2,DST,0.714285714,Correlation
CTNNB1,DST,0.107142857,Correlation
CYP1B1,DST,0.107142857,Correlation
DCN,DST,0.285714286,Correlation
DDX5,DST,0.214285714,Correlation
DMD,DST,0.714285714,Correlation
ADGRF5,EIF2S2,0.321428571,Correlation
AHCTF1,EIF2S2,0.107142857,Correlation
AP2S1,EIF2S2,0.142857143,Correlation
ARHGAP29,EIF2S2,0.142857143,Correlation
ARIH1,EIF2S2,0.142857143,Correlation
ATP5C1,EIF2S2,0.107142857,Correlation
AURKAIP1,EIF2S2,0.214285714,Correlation
BBIP1,EIF2S2,0.285714286,Correlation
BTN3A3,EIF2S2,0.285714286,Correlation
C14orf1,EIF2S2,0.678571429,Correlation
C1orf61,EIF2S2,0.142857143,Correlation
C6orf106,EIF2S2,0.107142857,Correlation
CCDC53,EIF2S2,0.357142857,Correlation
CCDC93,EIF2S2,0.357142857,Correlation
CDC16,EIF2S2,0.428571429,Correlation
CELF1,EIF2S2,0.392857143,Correlation
CIAPIN1,EIF2S2,0.607142857,Correlation
CLCN5,EIF2S2,0.428571429,Correlation
CLNS1A,EIF2S2,0.571428571,Correlation
COA3,EIF2S2,0.785714286,Correlation
COPG1,EIF2S2,0.928571429,Correlation
CREB3L2,EIF2S2,0.214285714,Correlation
CTDSP2,EIF2S2,0.214285714,Correlation
CXorf40B,EIF2S2,0.107142857,Correlation
CYP1B1,EIF2S2,0.678571429,Correlation
DDX5,EIF2S2,0.357142857,Correlation
DLST,EIF2S2,0.75,Correlation
DST,EIF2S2,0.142857143,Correlation
ACTN1,ERGIC2,0.678571429,Correlation
ADGRF5,ERGIC2,0.464285714,Correlation
ALDH3A2,ERGIC2,0.5,Correlation
ANKRD17,ERGIC2,0.535714286,Correlation
ANXA1,ERGIC2,0.5,Correlation
ARHGAP29,ERGIC2,0.142857143,Correlation
ARIH1,ERGIC2,0.5,Correlation
BBIP1,ERGIC2,0.75,Correlation
BPTF,ERGIC2,0.5,Correlation
BTN3A3,ERGIC2,0.392857143,Correlation
C6orf106,ERGIC2,0.535714286,Correlation
CCDC53,ERGIC2,0.535714286,Correlation
CCDC93,ERGIC2,0.857142857,Correlation
CCT3,ERGIC2,0.571428571,Correlation
CDC16,ERGIC2,0.428571429,Correlation
CDH11,ERGIC2,0.821428571,Correlation
CELF1,ERGIC2,0.214285714,Correlation
CIAPIN1,ERGIC2,0.678571429,Correlation
CLCN5,ERGIC2,0.142857143,Correlation
CLNS1A,ERGIC2,0.571428571,Correlation
COA3,ERGIC2,0.428571429,Correlation
COL4A1,ERGIC2,0.571428571,Correlation
COPG1,ERGIC2,0.571428571,Correlation
CREB3L2,ERGIC2,0.785714286,Correlation
CREG1,ERGIC2,0.285714286,Correlation
CXorf40B,ERGIC2,0.714285714,Correlation
CYP1B1,ERGIC2,0.535714286,Correlation
DCN,ERGIC2,0.571428571,Correlation
DDX5,ERGIC2,0.214285714,Correlation
DMD,ERGIC2,0.428571429,Correlation
DST,ERGIC2,0.5,Correlation
EIF2S2,ERGIC2,0.428571429,Correlation
ADGRF5,ERH,0.821428571,Correlation
AHCTF1,ERH,0.464285714,Correlation
ALDH3A2,ERH,0.178571429,Correlation
