Gene1,Gene2,corRvec,Interaction
ATM,CDH11,0.428571429,Correlation
ATP5E,CDH11,0.314285714,Correlation
BGN,CDH11,0.485714286,Correlation
BPTF,CDH11,0.2,Correlation
CCDC53,CDH11,0.2,Correlation
CCDC93,CDH11,0.542857143,Correlation
CDC16,CDH11,0.142857143,Correlation
ACTN1,CELF1,0.657142857,Correlation
ALDH3A2,CELF1,0.6,Correlation
ALPK1,CELF1,0.142857143,Correlation
ANKRD17,CELF1,0.314285714,Correlation
ANXA1,CELF1,0.314285714,Correlation
AP2S1,CELF1,0.885714286,Correlation
ARIH1,CELF1,0.485714286,Correlation
ATP2C1,CELF1,0.542857143,Correlation
ATP5C1,CELF1,0.942857143,Correlation
ATP5E,CELF1,0.771428571,Correlation
AURKAIP1,CELF1,0.6,Correlation
BBIP1,CELF1,0.257142857,Correlation
BTN3A3,CELF1,0.542857143,Correlation
C14orf1,CELF1,0.2,Correlation
C6orf106,CELF1,0.6,Correlation
CCDC53,CELF1,0.828571429,Correlation
CCT3,CELF1,0.885714286,Correlation
CDC16,CELF1,0.428571429,Correlation
CDH11,CELF1,0.371428571,Correlation
ACTN1,CEP170B,0.257142857,Correlation
ALDH3A2,CEP170B,0.314285714,Correlation
ANKRD17,CEP170B,0.314285714,Correlation
AP2S1,CEP170B,0.428571429,Correlation
ARIH1,CEP170B,0.428571429,Correlation
ATP2C1,CEP170B,0.771428571,Correlation
ATP5C1,CEP170B,0.485714286,Correlation
AURKAIP1,CEP170B,0.371428571,Correlation
C14orf1,CEP170B,0.257142857,Correlation
C1orf61,CEP170B,0.428571429,Correlation
C6orf106,CEP170B,0.828571429,Correlation
CCDC53,CEP170B,0.428571429,Correlation
CCT3,CEP170B,0.428571429,Correlation
CELF1,CEP170B,0.428571429,Correlation
ALDH3A2,CIAPIN1,0.6,Correlation
ANKRD17,CIAPIN1,0.714285714,Correlation
AP2S1,CIAPIN1,0.485714286,Correlation
ARIH1,CIAPIN1,0.828571429,Correlation
ATP2C1,CIAPIN1,0.885714286,Correlation
ATP5C1,CIAPIN1,0.314285714,Correlation
AURKAIP1,CIAPIN1,0.257142857,Correlation
C1orf61,CIAPIN1,0.371428571,Correlation
C6orf106,CIAPIN1,0.714285714,Correlation
CCDC53,CIAPIN1,0.6,Correlation
CCT3,CIAPIN1,0.485714286,Correlation
CDC16,CIAPIN1,0.6,Correlation
CELF1,CIAPIN1,0.2,Correlation
CEP170B,CIAPIN1,0.657142857,Correlation
ADGRF5,CLCN5,0.142857143,Correlation
AHCTF1,CLCN5,0.828571429,Correlation
ARHGAP29,CLCN5,0.257142857,Correlation
ATM,CLCN5,0.6,Correlation
BPTF,CLCN5,0.657142857,Correlation
CCDC93,CLCN5,0.257142857,Correlation
CDH11,CLCN5,0.257142857,Correlation
ATP2C1,CLNS1A,0.428571429,Correlation
AURKAIP1,CLNS1A,0.2,Correlation
C14orf1,CLNS1A,0.142857143,Correlation
C1orf61,CLNS1A,0.542857143,Correlation
C6orf106,CLNS1A,0.371428571,Correlation
CEP170B,CLNS1A,0.771428571,Correlation
CIAPIN1,CLNS1A,0.6,Correlation
ACTN1,COA3,0.142857143,Correlation
AP2S1,COA3,0.6,Correlation
ARIH1,COA3,0.2,Correlation
ATP2C1,COA3,0.485714286,Correlation
ATP5C1,COA3,0.657142857,Correlation
ATP5E,COA3,0.257142857,Correlation
AURKAIP1,COA3,0.771428571,Correlation
BTN3A3,COA3,0.6,Correlation
C14orf1,COA3,0.6,Correlation
C1orf61,COA3,0.257142857,Correlation
C6orf106,COA3,0.542857143,Correlation
CCDC53,COA3,0.428571429,Correlation
CCT3,COA3,0.6,Correlation
CELF1,COA3,0.6,Correlation
CEP170B,COA3,0.828571429,Correlation
CIAPIN1,COA3,0.371428571,Correlation
CLNS1A,COA3,0.6,Correlation
ACTN1,COL4A1,0.428571429,Correlation
ADGRF5,COL4A1,0.314285714,Correlation
ALDH3A2,COL4A1,0.314285714,Correlation
ALPK1,COL4A1,0.771428571,Correlation
ANXA1,COL4A1,0.942857143,Correlation
ARHGAP29,COL4A1,0.714285714,Correlation
ATM,COL4A1,0.485714286,Correlation
ATP5C1,COL4A1,0.142857143,Correlation
ATP5E,COL4A1,0.542857143,Correlation
BBIP1,COL4A1,0.371428571,Correlation
BGN,COL4A1,0.714285714,Correlation
BPTF,COL4A1,0.257142857,Correlation
CCDC53,COL4A1,0.257142857,Correlation
CCDC93,COL4A1,0.714285714,Correlation
CDC16,COL4A1,0.2,Correlation
CDH11,COL4A1,0.942857143,Correlation
CELF1,COL4A1,0.428571429,Correlation
AP2S1,COPG1,0.371428571,Correlation
ATP2C1,COPG1,0.314285714,Correlation
ATP5C1,COPG1,0.428571429,Correlation
AURKAIP1,COPG1,0.714285714,Correlation
BTN3A3,COPG1,0.542857143,Correlation
C14orf1,COPG1,0.714285714,Correlation
C1orf61,COPG1,0.485714286,Correlation
C6orf106,COPG1,0.371428571,Correlation
CCDC53,COPG1,0.142857143,Correlation
CCT3,COPG1,0.371428571,Correlation
CELF1,COPG1,0.314285714,Correlation
CEP170B,COPG1,0.771428571,Correlation
CIAPIN1,COPG1,0.314285714,Correlation
CLNS1A,COPG1,0.714285714,Correlation
COA3,COPG1,0.942857143,Correlation
ACTN1,CREB3L2,0.314285714,Correlation
ADGRF5,CREB3L2,0.485714286,Correlation
ALPK1,CREB3L2,0.828571429,Correlation
ANXA1,CREB3L2,1,Correlation
ARHGAP29,CREB3L2,0.828571429,Correlation
ATM,CREB3L2,0.6,Correlation
ATP5E,CREB3L2,0.6,Correlation
BBIP1,CREB3L2,0.485714286,Correlation
BGN,CREB3L2,0.771428571,Correlation
BPTF,CREB3L2,0.428571429,Correlation
BTN3A3,CREB3L2,0.2,Correlation
CCDC93,CREB3L2,0.828571429,Correlation
CDH11,CREB3L2,0.828571429,Correlation
CELF1,CREB3L2,0.314285714,Correlation
COL4A1,CREB3L2,0.942857143,Correlation
ACTN1,CREG1,0.6,Correlation
ALDH3A2,CREG1,0.485714286,Correlation
ALPK1,CREG1,0.6,Correlation
ANXA1,CREG1,0.885714286,Correlation
AP2S1,CREG1,0.371428571,Correlation
ARHGAP29,CREG1,0.657142857,Correlation
ATM,CREG1,0.428571429,Correlation
ATP5C1,CREG1,0.428571429,Correlation
ATP5E,CREG1,0.714285714,Correlation
BBIP1,CREG1,0.428571429,Correlation
BGN,CREG1,0.542857143,Correlation
BPTF,CREG1,0.142857143,Correlation
BTN3A3,CREG1,0.2,Correlation
CCDC53,CREG1,0.485714286,Correlation
CCDC93,CREG1,0.657142857,Correlation
CCT3,CREG1,0.371428571,Correlation
CDC16,CREG1,0.371428571,Correlation
CDH11,CREG1,0.885714286,Correlation
CELF1,CREG1,0.657142857,Correlation
COL4A1,CREG1,0.942857143,Correlation
CREB3L2,CREG1,0.885714286,Correlation
ACTN1,CSRP1,0.428571429,Correlation
AHCTF1,CSRP1,0.542857143,Correlation
ALDH3A2,CSRP1,0.314285714,Correlation
ANXA1,CSRP1,0.485714286,Correlation
ARHGAP29,CSRP1,0.485714286,Correlation
ATM,CSRP1,0.714285714,Correlation
BPTF,CSRP1,0.6,Correlation
CCDC93,CSRP1,0.485714286,Correlation
CDC16,CSRP1,0.2,Correlation
CDH11,CSRP1,0.714285714,Correlation
CLCN5,CSRP1,0.771428571,Correlation
COL4A1,CSRP1,0.542857143,Correlation
CREB3L2,CSRP1,0.485714286,Correlation
CREG1,CSRP1,0.485714286,Correlation
ACTN1,CST3,0.657142857,Correlation
ANKRD17,CST3,0.371428571,Correlation
AP2S1,CST3,0.485714286,Correlation
ARIH1,CST3,0.257142857,Correlation
ATP2C1,CST3,0.257142857,Correlation
ATP5C1,CST3,0.714285714,Correlation
ATP5E,CST3,0.257142857,Correlation
AURKAIP1,CST3,0.428571429,Correlation
BTN3A3,CST3,0.314285714,Correlation
C14orf1,CST3,0.714285714,Correlation
C1orf61,CST3,0.371428571,Correlation
C6orf106,CST3,0.485714286,Correlation
CCDC53,CST3,0.142857143,Correlation
CCT3,CST3,0.485714286,Correlation
CELF1,CST3,0.542857143,Correlation
CEP170B,CST3,0.371428571,Correlation
COA3,CST3,0.485714286,Correlation
COPG1,CST3,0.428571429,Correlation
ADGRF5,CTDSP2,0.542857143,Correlation
AHCTF1,CTDSP2,0.371428571,Correlation
ALDH3A2,CTDSP2,0.314285714,Correlation
ALPK1,CTDSP2,0.371428571,Correlation
ANXA1,CTDSP2,0.657142857,Correlation
ARHGAP29,CTDSP2,0.942857143,Correlation
ATM,CTDSP2,0.942857143,Correlation
ATP5E,CTDSP2,0.371428571,Correlation
BBIP1,CTDSP2,0.714285714,Correlation
BGN,CTDSP2,0.542857143,Correlation
BPTF,CTDSP2,0.828571429,Correlation
CCDC53,CTDSP2,0.142857143,Correlation
CCDC93,CTDSP2,0.942857143,Correlation
CDC16,CTDSP2,0.542857143,Correlation
CDH11,CTDSP2,0.485714286,Correlation
CLCN5,CTDSP2,0.485714286,Correlation
COL4A1,CTDSP2,0.6,Correlation
CREB3L2,CTDSP2,0.657142857,Correlation
CREG1,CTDSP2,0.542857143,Correlation
CSRP1,CTDSP2,0.6,Correlation
ACTN1,CTNNB1,0.828571429,Correlation
ALDH3A2,CTNNB1,0.542857143,Correlation
ANKRD17,CTNNB1,0.485714286,Correlation
AP2S1,CTNNB1,0.142857143,Correlation
ARIH1,CTNNB1,0.428571429,Correlation
ATP2C1,CTNNB1,0.6,Correlation
ATP5C1,CTNNB1,0.314285714,Correlation
C6orf106,CTNNB1,0.771428571,Correlation
CCDC53,CTNNB1,0.314285714,Correlation
CCT3,CTNNB1,0.142857143,Correlation
CDC16,CTNNB1,0.142857143,Correlation
CDH11,CTNNB1,0.428571429,Correlation
CELF1,CTNNB1,0.371428571,Correlation
CEP170B,CTNNB1,0.485714286,Correlation
CIAPIN1,CTNNB1,0.257142857,Correlation
CLCN5,CTNNB1,0.2,Correlation
COL4A1,CTNNB1,0.142857143,Correlation
CREG1,CTNNB1,0.257142857,Correlation
CSRP1,CTNNB1,0.485714286,Correlation
CST3,CTNNB1,0.371428571,Correlation
ALDH3A2,CXorf40B,0.2,Correlation
ANKRD17,CXorf40B,0.428571429,Correlation
AP2S1,CXorf40B,0.771428571,Correlation
ARIH1,CXorf40B,0.542857143,Correlation
ATP2C1,CXorf40B,0.314285714,Correlation
ATP5C1,CXorf40B,0.6,Correlation
ATP5E,CXorf40B,0.657142857,Correlation
AURKAIP1,CXorf40B,0.828571429,Correlation
BBIP1,CXorf40B,0.657142857,Correlation
BTN3A3,CXorf40B,0.771428571,Correlation
C14orf1,CXorf40B,0.485714286,Correlation
C6orf106,CXorf40B,0.142857143,Correlation
CCDC53,CXorf40B,0.542857143,Correlation
CCT3,CXorf40B,0.771428571,Correlation
CDC16,CXorf40B,0.485714286,Correlation
CELF1,CXorf40B,0.428571429,Correlation
CIAPIN1,CXorf40B,0.428571429,Correlation
COA3,CXorf40B,0.371428571,Correlation
COPG1,CXorf40B,0.314285714,Correlation
CST3,CXorf40B,0.257142857,Correlation
ACTN1,CYP1B1,0.314285714,Correlation
ADGRF5,CYP1B1,0.485714286,Correlation
ALPK1,CYP1B1,0.828571429,Correlation
ANXA1,CYP1B1,1,Correlation
ARHGAP29,CYP1B1,0.828571429,Correlation
ATM,CYP1B1,0.6,Correlation
ATP5E,CYP1B1,0.6,Correlation
BBIP1,CYP1B1,0.485714286,Correlation
BGN,CYP1B1,0.771428571,Correlation
BPTF,CYP1B1,0.428571429,Correlation
BTN3A3,CYP1B1,0.2,Correlation
CCDC93,CYP1B1,0.828571429,Correlation
CDH11,CYP1B1,0.828571429,Correlation
CELF1,CYP1B1,0.314285714,Correlation
COL4A1,CYP1B1,0.942857143,Correlation
CREB3L2,CYP1B1,1,Correlation
CREG1,CYP1B1,0.885714286,Correlation
CSRP1,CYP1B1,0.485714286,Correlation
CTDSP2,CYP1B1,0.657142857,Correlation
ACTN1,DCN,0.371428571,Correlation
ADGRF5,DCN,0.371428571,Correlation
ALPK1,DCN,0.885714286,Correlation
ANXA1,DCN,0.885714286,Correlation
ARHGAP29,DCN,0.542857143,Correlation
ATM,DCN,0.257142857,Correlation
ATP5E,DCN,0.428571429,Correlation
BBIP1,DCN,0.2,Correlation
BGN,DCN,0.771428571,Correlation
BTN3A3,DCN,0.142857143,Correlation
CCDC93,DCN,0.542857143,Correlation
CDH11,DCN,0.885714286,Correlation
CELF1,DCN,0.371428571,Correlation
COL4A1,DCN,0.942857143,Correlation
CREB3L2,DCN,0.885714286,Correlation
CREG1,DCN,0.828571429,Correlation
CSRP1,DCN,0.371428571,Correlation
CTDSP2,DCN,0.371428571,Correlation
CYP1B1,DCN,0.885714286,Correlation
ADGRF5,DDX5,0.657142857,Correlation
AHCTF1,DDX5,0.2,Correlation
ALDH3A2,DDX5,0.142857143,Correlation
ALPK1,DDX5,0.6,Correlation
ANXA1,DDX5,0.828571429,Correlation
ARHGAP29,DDX5,1,Correlation
ATM,DDX5,0.885714286,Correlation
ATP5E,DDX5,0.542857143,Correlation
BBIP1,DDX5,0.771428571,Correlation
BGN,DDX5,0.714285714,Correlation
BPTF,DDX5,0.771428571,Correlation
BTN3A3,DDX5,0.142857143,Correlation
CCDC93,DDX5,1,Correlation
CDC16,DDX5,0.371428571,Correlation
CDH11,DDX5,0.542857143,Correlation
CLCN5,DDX5,0.257142857,Correlation
COL4A1,DDX5,0.714285714,Correlation
CREB3L2,DDX5,0.828571429,Correlation
CREG1,DDX5,0.657142857,Correlation
CSRP1,DDX5,0.485714286,Correlation
CTDSP2,DDX5,0.942857143,Correlation
CYP1B1,DDX5,0.828571429,Correlation
DCN,DDX5,0.542857143,Correlation
ADGRF5,DLST,0.2,Correlation
ALDH3A2,DLST,0.142857143,Correlation
ALPK1,DLST,0.257142857,Correlation
ANXA1,DLST,0.257142857,Correlation
AP2S1,DLST,0.771428571,Correlation
ARHGAP29,DLST,0.314285714,Correlation
ARIH1,DLST,0.257142857,Correlation
ATP5C1,DLST,0.657142857,Correlation
ATP5E,DLST,0.885714286,Correlation
AURKAIP1,DLST,0.885714286,Correlation
BBIP1,DLST,0.771428571,Correlation
BGN,DLST,0.371428571,Correlation
BTN3A3,DLST,0.942857143,Correlation
C14orf1,DLST,0.485714286,Correlation
CCDC53,DLST,0.542857143,Correlation
CCDC93,DLST,0.314285714,Correlation
CCT3,DLST,0.771428571,Correlation
CDC16,DLST,0.371428571,Correlation
CELF1,DLST,0.6,Correlation
COA3,DLST,0.428571429,Correlation
COL4A1,DLST,0.142857143,Correlation
COPG1,DLST,0.314285714,Correlation
CREB3L2,DLST,0.257142857,Correlation
CREG1,DLST,0.314285714,Correlation
CST3,DLST,0.257142857,Correlation
CTDSP2,DLST,0.142857143,Correlation
CXorf40B,DLST,0.885714286,Correlation
CYP1B1,DLST,0.257142857,Correlation
DDX5,DLST,0.314285714,Correlation
ACTN1,DMD,0.714285714,Correlation
ALDH3A2,DMD,0.428571429,Correlation
ALPK1,DMD,0.542857143,Correlation
ANXA1,DMD,0.771428571,Correlation
AP2S1,DMD,0.542857143,Correlation
ARHGAP29,DMD,0.428571429,Correlation
ATM,DMD,0.142857143,Correlation
ATP5C1,DMD,0.657142857,Correlation
ATP5E,DMD,0.771428571,Correlation
AURKAIP1,DMD,0.257142857,Correlation
BBIP1,DMD,0.314285714,Correlation
BGN,DMD,0.428571429,Correlation
BTN3A3,DMD,0.371428571,Correlation
C6orf106,DMD,0.2,Correlation
CCDC53,DMD,0.542857143,Correlation
CCDC93,DMD,0.428571429,Correlation
CCT3,DMD,0.542857143,Correlation
CDC16,DMD,0.257142857,Correlation
CDH11,DMD,0.771428571,Correlation
CELF1,DMD,0.828571429,Correlation
COA3,DMD,0.2,Correlation
COL4A1,DMD,0.828571429,Correlation
CREB3L2,DMD,0.771428571,Correlation
CREG1,DMD,0.942857143,Correlation
CSRP1,DMD,0.257142857,Correlation
CST3,DMD,0.371428571,Correlation
CTDSP2,DMD,0.257142857,Correlation
CTNNB1,DMD,0.314285714,Correlation
CYP1B1,DMD,0.771428571,Correlation
DCN,DMD,0.771428571,Correlation
DDX5,DMD,0.428571429,Correlation
DLST,DMD,0.428571429,Correlation
ADGRF5,DST,0.485714286,Correlation
AHCTF1,DST,0.314285714,Correlation
ARHGAP29,DST,0.428571429,Correlation
ATM,DST,0.428571429,Correlation
ATP5E,DST,0.314285714,Correlation
AURKAIP1,DST,0.314285714,Correlation
BBIP1,DST,0.657142857,Correlation
BGN,DST,0.142857143,Correlation
BPTF,DST,0.542857143,Correlation
BTN3A3,DST,0.428571429,Correlation
C14orf1,DST,0.314285714,Correlation
CCDC93,DST,0.428571429,Correlation
CDC16,DST,0.142857143,Correlation
CTDSP2,DST,0.371428571,Correlation
CXorf40B,DST,0.657142857,Correlation
DDX5,DST,0.428571429,Correlation
DLST,DST,0.542857143,Correlation
ACTN1,EIF2S2,0.142857143,Correlation
ADGRF5,EIF2S2,0.142857143,Correlation
AHCTF1,EIF2S2,0.142857143,Correlation
ALDH3A2,EIF2S2,0.714285714,Correlation
ALPK1,EIF2S2,0.142857143,Correlation
ANKRD17,EIF2S2,0.257142857,Correlation
ANXA1,EIF2S2,0.542857143,Correlation
AP2S1,EIF2S2,0.257142857,Correlation
ARHGAP29,EIF2S2,0.771428571,Correlation
ARIH1,EIF2S2,0.371428571,Correlation
ATM,EIF2S2,0.771428571,Correlation
ATP2C1,EIF2S2,0.142857143,Correlation
ATP5E,EIF2S2,0.485714286,Correlation
BBIP1,EIF2S2,0.657142857,Correlation
BGN,EIF2S2,0.314285714,Correlation
BPTF,EIF2S2,0.542857143,Correlation
CCDC53,EIF2S2,0.542857143,Correlation
CCDC93,EIF2S2,0.771428571,Correlation
CCT3,EIF2S2,0.257142857,Correlation
CDC16,EIF2S2,0.828571429,Correlation
CDH11,EIF2S2,0.542857143,Correlation
CELF1,EIF2S2,0.257142857,Correlation
CLCN5,EIF2S2,0.371428571,Correlation
COL4A1,EIF2S2,0.6,Correlation
CREB3L2,EIF2S2,0.542857143,Correlation
CREG1,EIF2S2,0.657142857,Correlation
CSRP1,EIF2S2,0.6,Correlation
CTDSP2,EIF2S2,0.885714286,Correlation
CXorf40B,EIF2S2,0.142857143,Correlation
CYP1B1,EIF2S2,0.542857143,Correlation
DCN,EIF2S2,0.314285714,Correlation
DDX5,EIF2S2,0.771428571,Correlation
DLST,EIF2S2,0.2,Correlation
DMD,EIF2S2,0.428571429,Correlation
DST,EIF2S2,0.142857143,Correlation
ADGRF5,ERGIC2,0.257142857,Correlation
AHCTF1,ERGIC2,0.714285714,Correlation
ANKRD17,ERGIC2,0.314285714,Correlation
ANXA1,ERGIC2,0.142857143,Correlation
ARHGAP29,ERGIC2,0.542857143,Correlation
ARIH1,ERGIC2,0.142857143,Correlation
ATM,ERGIC2,0.771428571,Correlation
BBIP1,ERGIC2,0.428571429,Correlation
BPTF,ERGIC2,0.828571429,Correlation
CCDC93,ERGIC2,0.542857143,Correlation
CDC16,ERGIC2,0.257142857,Correlation
CLCN5,ERGIC2,0.371428571,Correlation
CREB3L2,ERGIC2,0.142857143,Correlation
CSRP1,ERGIC2,0.371428571,Correlation
CTDSP2,ERGIC2,0.6,Correlation
CXorf40B,ERGIC2,0.257142857,Correlation
CYP1B1,ERGIC2,0.142857143,Correlation
DDX5,ERGIC2,0.542857143,Correlation
DST,ERGIC2,0.771428571,Correlation
EIF2S2,ERGIC2,0.428571429,Correlation
AP2S1,ERH,0.542857143,Correlation
ATP5C1,ERH,0.485714286,Correlation
ATP5E,ERH,0.428571429,Correlation
AURKAIP1,ERH,0.942857143,Correlation
BBIP1,ERH,0.314285714,Correlation
BTN3A3,ERH,0.885714286,Correlation
C14orf1,ERH,0.828571429,Correlation
C1orf61,ERH,0.314285714,Correlation
CCDC53,ERH,0.2,Correlation
CCT3,ERH,0.542857143,Correlation
CELF1,ERH,0.314285714,Correlation
CEP170B,ERH,0.314285714,Correlation
CIAPIN1,ERH,0.2,Correlation
CLNS1A,ERH,0.314285714,Correlation
COA3,ERH,0.714285714,Correlation
COPG1,ERH,0.771428571,Correlation
