Gene1,Gene2,corRvec,Interaction
ACTN1,BTN3A3,0,Correlation
AHCTF1,BTN3A3,0.607142857,Correlation
ALDH3A2,BTN3A3,0.464285714,Correlation
ALPK1,BTN3A3,0.450468731,Correlation
ANKRD17,BTN3A3,0.75,Correlation
ANXA1,BTN3A3,0.642857143,Correlation
AP2S1,BTN3A3,-0.107142857,Correlation
ARHGAP29,BTN3A3,0.428571429,Correlation
ARIH1,BTN3A3,0.25,Correlation
ATM,BTN3A3,0.428571429,Correlation
ATP2C1,BTN3A3,0.785714286,Correlation
ATP5C1,BTN3A3,0.178571429,Correlation
ATP5E,BTN3A3,0.464285714,Correlation
AURKAIP1,BTN3A3,-0.142857143,Correlation
BBIP1,BTN3A3,0,Correlation
BGN,BTN3A3,0.321428571,Correlation
BPTF,BTN3A3,0.25,Correlation
ACTN1,C14orf1,0.785714286,Correlation
AHCTF1,C14orf1,0.75,Correlation
ALDH3A2,C14orf1,0.607142857,Correlation
ALPK1,C14orf1,0.162168743,Correlation
ANKRD17,C14orf1,0.678571429,Correlation
ANXA1,C14orf1,0.071428571,Correlation
AP2S1,C14orf1,0.75,Correlation
ARHGAP29,C14orf1,0,Correlation
ARIH1,C14orf1,0.964285714,Correlation
ATM,C14orf1,0.714285714,Correlation
ATP2C1,C14orf1,0.571428571,Correlation
ATP5C1,C14orf1,0.821428571,Correlation
ATP5E,C14orf1,0.678571429,Correlation
AURKAIP1,C14orf1,0.571428571,Correlation
BBIP1,C14orf1,0.857142857,Correlation
BGN,C14orf1,-0.535714286,Correlation
BPTF,C14orf1,0.821428571,Correlation
BTN3A3,C14orf1,0.142857143,Correlation
ACTN1,C1orf61,0.285714286,Correlation
AHCTF1,C1orf61,0.214285714,Correlation
ALDH3A2,C1orf61,0.392857143,Correlation
ALPK1,C1orf61,-0.324337487,Correlation
ANKRD17,C1orf61,0.178571429,Correlation
ANXA1,C1orf61,-0.25,Correlation
AP2S1,C1orf61,0.25,Correlation
ARHGAP29,C1orf61,-0.357142857,Correlation
ARIH1,C1orf61,0.464285714,Correlation
ATM,C1orf61,0.25,Correlation
ATP2C1,C1orf61,0,Correlation
ATP5C1,C1orf61,0.25,Correlation
ATP5E,C1orf61,0.071428571,Correlation
AURKAIP1,C1orf61,0.035714286,Correlation
BBIP1,C1orf61,0.428571429,Correlation
BGN,C1orf61,-0.964285714,Correlation
BPTF,C1orf61,0.321428571,Correlation
BTN3A3,C1orf61,-0.357142857,Correlation
C14orf1,C1orf61,0.571428571,Correlation
ACTN1,C6orf106,0.857142857,Correlation
AHCTF1,C6orf106,0.642857143,Correlation
ALDH3A2,C6orf106,0.607142857,Correlation
ALPK1,C6orf106,0.288299988,Correlation
ANKRD17,C6orf106,0.607142857,Correlation
ANXA1,C6orf106,-0.107142857,Correlation
AP2S1,C6orf106,0.75,Correlation
ARHGAP29,C6orf106,-0.142857143,Correlation
ARIH1,C6orf106,0.964285714,Correlation
ATM,C6orf106,0.535714286,Correlation
ATP2C1,C6orf106,0.571428571,Correlation
ATP5C1,C6orf106,0.964285714,Correlation
ATP5E,C6orf106,0.857142857,Correlation
AURKAIP1,C6orf106,0.607142857,Correlation
BBIP1,C6orf106,0.785714286,Correlation
BGN,C6orf106,-0.321428571,Correlation
BPTF,C6orf106,0.678571429,Correlation
BTN3A3,C6orf106,0.142857143,Correlation
C14orf1,C6orf106,0.928571429,Correlation
C1orf61,C6orf106,0.428571429,Correlation
ACTN1,CCDC53,0.892857143,Correlation
AHCTF1,CCDC53,0.535714286,Correlation
ALDH3A2,CCDC53,0.357142857,Correlation
ALPK1,CCDC53,0.324337487,Correlation
ANKRD17,CCDC53,0.357142857,Correlation
ANXA1,CCDC53,0.142857143,Correlation
AP2S1,CCDC53,0.714285714,Correlation
ARHGAP29,CCDC53,0.107142857,Correlation
ARIH1,CCDC53,0.714285714,Correlation
ATM,CCDC53,0.714285714,Correlation
ATP2C1,CCDC53,0.321428571,Correlation
ATP5C1,CCDC53,0.714285714,Correlation
ATP5E,CCDC53,0.464285714,Correlation
AURKAIP1,CCDC53,0.642857143,Correlation
BBIP1,CCDC53,0.964285714,Correlation
BGN,CCDC53,-0.357142857,Correlation
BPTF,CCDC53,0.857142857,Correlation
BTN3A3,CCDC53,-0.107142857,Correlation
C14orf1,CCDC53,0.821428571,Correlation
C1orf61,CCDC53,0.321428571,Correlation
C6orf106,CCDC53,0.75,Correlation
ACTN1,CCDC93,0.535714286,Correlation
AHCTF1,CCDC93,0.964285714,Correlation
ALDH3A2,CCDC93,0.464285714,Correlation
ALPK1,CCDC93,0.414431233,Correlation
ANKRD17,CCDC93,0.892857143,Correlation
ANXA1,CCDC93,0.428571429,Correlation
AP2S1,CCDC93,0.321428571,Correlation
ARHGAP29,CCDC93,0.142857143,Correlation
ARIH1,CCDC93,0.75,Correlation
ATM,CCDC93,0.964285714,Correlation
ATP2C1,CCDC93,0.821428571,Correlation
ATP5C1,CCDC93,0.535714286,Correlation
ATP5E,CCDC93,0.535714286,Correlation
AURKAIP1,CCDC93,0.142857143,Correlation
BBIP1,CCDC93,0.714285714,Correlation
BGN,CCDC93,-0.428571429,Correlation
BPTF,CCDC93,0.928571429,Correlation
BTN3A3,CCDC93,0.5,Correlation
C14orf1,CCDC93,0.785714286,Correlation
C1orf61,CCDC93,0.321428571,Correlation
C6orf106,CCDC93,0.607142857,Correlation
CCDC53,CCDC93,0.642857143,Correlation
ACTN1,CCT3,0.107142857,Correlation
AHCTF1,CCT3,0.785714286,Correlation
ALDH3A2,CCT3,0.25,Correlation
ALPK1,CCT3,0.468487481,Correlation
ANKRD17,CCT3,0.857142857,Correlation
ANXA1,CCT3,0.392857143,Correlation
AP2S1,CCT3,0.071428571,Correlation
ARHGAP29,CCT3,0.214285714,Correlation
ARIH1,CCT3,0.464285714,Correlation
ATM,CCT3,0.535714286,Correlation
ATP2C1,CCT3,0.892857143,Correlation
ATP5C1,CCT3,0.357142857,Correlation
ATP5E,CCT3,0.607142857,Correlation
AURKAIP1,CCT3,0,Correlation
BBIP1,CCT3,0.107142857,Correlation
BGN,CCT3,0.285714286,Correlation
BPTF,CCT3,0.428571429,Correlation
BTN3A3,CCT3,0.892857143,Correlation
C14orf1,CCT3,0.321428571,Correlation
C1orf61,CCT3,-0.321428571,Correlation
C6orf106,CCT3,0.321428571,Correlation
CCDC53,CCT3,0.071428571,Correlation
CCDC93,CCT3,0.642857143,Correlation
ACTN1,CDC16,0.642857143,Correlation
AHCTF1,CDC16,0.964285714,Correlation
ALDH3A2,CDC16,0.392857143,Correlation
ALPK1,CDC16,0.450468731,Correlation
ANKRD17,CDC16,0.892857143,Correlation
ANXA1,CDC16,0.142857143,Correlation
AP2S1,CDC16,0.464285714,Correlation
ARHGAP29,CDC16,-0.071428571,Correlation
ARIH1,CDC16,0.892857143,Correlation
ATM,CDC16,0.857142857,Correlation
ATP2C1,CDC16,0.857142857,Correlation
ATP5C1,CDC16,0.75,Correlation
ATP5E,CDC16,0.75,Correlation
AURKAIP1,CDC16,0.285714286,Correlation
BBIP1,CDC16,0.714285714,Correlation
BGN,CDC16,-0.321428571,Correlation
BPTF,CDC16,0.892857143,Correlation
BTN3A3,CDC16,0.428571429,Correlation
C14orf1,CDC16,0.857142857,Correlation
C1orf61,CDC16,0.285714286,Correlation
C6orf106,CDC16,0.785714286,Correlation
CCDC53,CDC16,0.678571429,Correlation
CCDC93,CDC16,0.928571429,Correlation
CCT3,CDC16,0.678571429,Correlation
ACTN1,CDH11,0.678571429,Correlation
AHCTF1,CDH11,0.321428571,Correlation
ALDH3A2,CDH11,0.571428571,Correlation
ALPK1,CDH11,-0.180187493,Correlation
ANKRD17,CDH11,0.25,Correlation
ANXA1,CDH11,0.142857143,Correlation
AP2S1,CDH11,0.928571429,Correlation
ARHGAP29,CDH11,0.321428571,Correlation
ARIH1,CDH11,0.714285714,Correlation
ATM,CDH11,0.392857143,Correlation
ATP2C1,CDH11,0.107142857,Correlation
ATP5C1,CDH11,0.607142857,Correlation
ATP5E,CDH11,0.357142857,Correlation
AURKAIP1,CDH11,0.857142857,Correlation
BBIP1,CDH11,0.75,Correlation
BGN,CDH11,-0.392857143,Correlation
BPTF,CDH11,0.535714286,Correlation
BTN3A3,CDH11,-0.107142857,Correlation
C14orf1,CDH11,0.821428571,Correlation
C1orf61,CDH11,0.464285714,Correlation
C6orf106,CDH11,0.75,Correlation
CCDC53,CDH11,0.785714286,Correlation
CCDC93,CDH11,0.428571429,Correlation
CCT3,CDH11,-0.035714286,Correlation
CDC16,CDH11,0.464285714,Correlation
ACTN1,CELF1,0.857142857,Correlation
AHCTF1,CELF1,0.535714286,Correlation
ALDH3A2,CELF1,0.357142857,Correlation
ALPK1,CELF1,0.396412484,Correlation
ANKRD17,CELF1,0.464285714,Correlation
ANXA1,CELF1,-0.214285714,Correlation
AP2S1,CELF1,0.75,Correlation
ARHGAP29,CELF1,-0.178571429,Correlation
ARIH1,CELF1,0.857142857,Correlation
ATM,CELF1,0.428571429,Correlation
ATP2C1,CELF1,0.5,Correlation
ATP5C1,CELF1,0.964285714,Correlation
ATP5E,CELF1,0.857142857,Correlation
AURKAIP1,CELF1,0.678571429,Correlation
BBIP1,CELF1,0.714285714,Correlation
BGN,CELF1,-0.035714286,Correlation
BPTF,CELF1,0.607142857,Correlation
BTN3A3,CELF1,0.071428571,Correlation
C14orf1,CELF1,0.785714286,Correlation
C1orf61,CELF1,0.142857143,Correlation
C6orf106,CELF1,0.928571429,Correlation
CCDC53,CELF1,0.75,Correlation
CCDC93,CELF1,0.464285714,Correlation
CCT3,CELF1,0.321428571,Correlation
CDC16,CELF1,0.714285714,Correlation
CDH11,CELF1,0.642857143,Correlation
ACTN1,CEP170B,0.785714286,Correlation
AHCTF1,CEP170B,0.642857143,Correlation
ALDH3A2,CEP170B,0.25,Correlation
ALPK1,CEP170B,0.540562478,Correlation
ANKRD17,CEP170B,0.571428571,Correlation
ANXA1,CEP170B,-0.178571429,Correlation
AP2S1,CEP170B,0.607142857,Correlation
ARHGAP29,CEP170B,-0.214285714,Correlation
ARIH1,CEP170B,0.821428571,Correlation
ATM,CEP170B,0.5,Correlation
ATP2C1,CEP170B,0.642857143,Correlation
ATP5C1,CEP170B,0.928571429,Correlation
ATP5E,CEP170B,0.892857143,Correlation
AURKAIP1,CEP170B,0.535714286,Correlation
BBIP1,CEP170B,0.642857143,Correlation
BGN,CEP170B,0.071428571,Correlation
BPTF,CEP170B,0.642857143,Correlation
BTN3A3,CEP170B,0.214285714,Correlation
C14orf1,CEP170B,0.714285714,Correlation
C1orf61,CEP170B,0,Correlation
C6orf106,CEP170B,0.857142857,Correlation
CCDC53,CEP170B,0.678571429,Correlation
CCDC93,CEP170B,0.535714286,Correlation
CCT3,CEP170B,0.5,Correlation
CDC16,CEP170B,0.785714286,Correlation
CDH11,CEP170B,0.464285714,Correlation
CELF1,CEP170B,0.964285714,Correlation
ACTN1,CIAPIN1,0.821428571,Correlation
AHCTF1,CIAPIN1,0.714285714,Correlation
ALDH3A2,CIAPIN1,0.428571429,Correlation
ALPK1,CIAPIN1,0.630656224,Correlation
ANKRD17,CIAPIN1,0.678571429,Correlation
ANXA1,CIAPIN1,-0.107142857,Correlation
AP2S1,CIAPIN1,0.5,Correlation
ARHGAP29,CIAPIN1,-0.25,Correlation
ARIH1,CIAPIN1,0.857142857,Correlation
ATM,CIAPIN1,0.571428571,Correlation
ATP2C1,CIAPIN1,0.75,Correlation
ATP5C1,CIAPIN1,0.964285714,Correlation
ATP5E,CIAPIN1,0.964285714,Correlation
AURKAIP1,CIAPIN1,0.392857143,Correlation
BBIP1,CIAPIN1,0.678571429,Correlation
BGN,CIAPIN1,-0.035714286,Correlation
BPTF,CIAPIN1,0.678571429,Correlation
BTN3A3,CIAPIN1,0.321428571,Correlation
C14orf1,CIAPIN1,0.75,Correlation
C1orf61,CIAPIN1,0.107142857,Correlation
C6orf106,CIAPIN1,0.892857143,Correlation
CCDC53,CIAPIN1,0.642857143,Correlation
CCDC93,CIAPIN1,0.607142857,Correlation
CCT3,CIAPIN1,0.535714286,Correlation
CDC16,CIAPIN1,0.821428571,Correlation
CDH11,CIAPIN1,0.428571429,Correlation
CELF1,CIAPIN1,0.928571429,Correlation
CEP170B,CIAPIN1,0.964285714,Correlation
ACTN1,CLCN5,0.558581227,Correlation
AHCTF1,CLCN5,0.738768719,Correlation
ALDH3A2,CLCN5,0.036037499,Correlation
ALPK1,CLCN5,0.463636364,Correlation
ANKRD17,CLCN5,0.558581227,Correlation
ANXA1,CLCN5,0.342356236,Correlation
AP2S1,CLCN5,0.414431233,Correlation
ARHGAP29,CLCN5,0.216224991,Correlation
ARIH1,CLCN5,0.540562478,Correlation
ATM,CLCN5,0.846881215,Correlation
ATP2C1,CLCN5,0.558581227,Correlation
ATP5C1,CLCN5,0.450468731,Correlation
ATP5E,CLCN5,0.360374985,Correlation
AURKAIP1,CLCN5,0.360374985,Correlation
BBIP1,CLCN5,0.702731221,Correlation
BGN,CLCN5,-0.090093746,Correlation
BPTF,CLCN5,0.882918713,Correlation
BTN3A3,CLCN5,0.23424374,Correlation
C14orf1,CLCN5,0.594618725,Correlation
C1orf61,CLCN5,-0.054056248,Correlation
C6orf106,CLCN5,0.450468731,Correlation
CCDC53,CLCN5,0.774806218,Correlation
CCDC93,CLCN5,0.792824967,Correlation
CCT3,CLCN5,0.48650623,Correlation
CDC16,CLCN5,0.774806218,Correlation
CDH11,CLCN5,0.396412484,Correlation
CELF1,CLCN5,0.522543728,Correlation
CEP170B,CLCN5,0.612637475,Correlation
CIAPIN1,CLCN5,0.540562478,Correlation
ACTN1,CLNS1A,0.75,Correlation
AHCTF1,CLNS1A,0.821428571,Correlation
ALDH3A2,CLNS1A,0.535714286,Correlation
ALPK1,CLNS1A,0.23424374,Correlation
ANKRD17,CLNS1A,0.714285714,Correlation
ANXA1,CLNS1A,0.214285714,Correlation
AP2S1,CLNS1A,0.642857143,Correlation
ARHGAP29,CLNS1A,0.071428571,Correlation
ARIH1,CLNS1A,0.892857143,Correlation
ATM,CLNS1A,0.857142857,Correlation
ATP2C1,CLNS1A,0.607142857,Correlation
ATP5C1,CLNS1A,0.714285714,Correlation
ATP5E,CLNS1A,0.571428571,Correlation
AURKAIP1,CLNS1A,0.464285714,Correlation
BBIP1,CLNS1A,0.892857143,Correlation
BGN,CLNS1A,-0.571428571,Correlation
BPTF,CLNS1A,0.928571429,Correlation
BTN3A3,CLNS1A,0.178571429,Correlation
C14orf1,CLNS1A,0.964285714,Correlation
C1orf61,CLNS1A,0.535714286,Correlation
C6orf106,CLNS1A,0.821428571,Correlation
CCDC53,CLNS1A,0.857142857,Correlation
CCDC93,CLNS1A,0.892857143,Correlation
CCT3,CLNS1A,0.357142857,Correlation
CDC16,CLNS1A,0.892857143,Correlation
CDH11,CLNS1A,0.75,Correlation
CELF1,CLNS1A,0.678571429,Correlation
CEP170B,CLNS1A,0.642857143,Correlation
CIAPIN1,CLNS1A,0.678571429,Correlation
CLCN5,CLNS1A,0.738768719,Correlation
ACTN1,COA3,0.857142857,Correlation
AHCTF1,COA3,0.535714286,Correlation
ALDH3A2,COA3,0.464285714,Correlation
ALPK1,COA3,0.126131245,Correlation
ANKRD17,COA3,0.428571429,Correlation
ANXA1,COA3,-0.071428571,Correlation
AP2S1,COA3,0.892857143,Correlation
ARHGAP29,COA3,0,Correlation
ARIH1,COA3,0.892857143,Correlation
ATM,COA3,0.535714286,Correlation
ATP2C1,COA3,0.357142857,Correlation
ATP5C1,COA3,0.857142857,Correlation
ATP5E,COA3,0.642857143,Correlation
AURKAIP1,COA3,0.785714286,Correlation
BBIP1,COA3,0.857142857,Correlation
BGN,COA3,-0.357142857,Correlation
BPTF,COA3,0.714285714,Correlation
BTN3A3,COA3,-0.071428571,Correlation
C14orf1,COA3,0.928571429,Correlation
C1orf61,COA3,0.428571429,Correlation
C6orf106,COA3,0.928571429,Correlation
CCDC53,COA3,0.892857143,Correlation
CCDC93,COA3,0.571428571,Correlation
CCT3,COA3,0.142857143,Correlation
CDC16,COA3,0.714285714,Correlation
CDH11,COA3,0.892857143,Correlation
CELF1,COA3,0.892857143,Correlation
CEP170B,COA3,0.785714286,Correlation
CIAPIN1,COA3,0.75,Correlation
CLCN5,COA3,0.576599976,Correlation
CLNS1A,COA3,0.857142857,Correlation
ACTN1,COL4A1,-0.035714286,Correlation
AHCTF1,COL4A1,0,Correlation
ALDH3A2,COL4A1,0.142857143,Correlation
ALPK1,COL4A1,0.342356236,Correlation
ANKRD17,COL4A1,0.071428571,Correlation
ANXA1,COL4A1,0.678571429,Correlation
AP2S1,COL4A1,0,Correlation
ARHGAP29,COL4A1,0.75,Correlation
ARIH1,COL4A1,-0.214285714,Correlation
ATM,COL4A1,0.035714286,Correlation
ATP2C1,COL4A1,0.178571429,Correlation
ATP5C1,COL4A1,-0.071428571,Correlation
ATP5E,COL4A1,0.071428571,Correlation
AURKAIP1,COL4A1,0.178571429,Correlation
BBIP1,COL4A1,-0.107142857,Correlation
BGN,COL4A1,0.785714286,Correlation
BPTF,COL4A1,-0.071428571,Correlation
BTN3A3,COL4A1,0.607142857,Correlation
C14orf1,COL4A1,-0.25,Correlation
C1orf61,COL4A1,-0.821428571,Correlation
C6orf106,COL4A1,-0.178571429,Correlation
CCDC53,COL4A1,-0.071428571,Correlation
CCDC93,COL4A1,-0.035714286,Correlation
CCT3,COL4A1,0.428571429,Correlation
CDC16,COL4A1,-0.107142857,Correlation
CDH11,COL4A1,-0.071428571,Correlation
CELF1,COL4A1,-0.035714286,Correlation
CEP170B,COL4A1,0.035714286,Correlation
CIAPIN1,COL4A1,0,Correlation
CLCN5,COL4A1,0.162168743,Correlation
CLNS1A,COL4A1,-0.214285714,Correlation
COA3,COL4A1,-0.178571429,Correlation
ACTN1,COPG1,0.821428571,Correlation
AHCTF1,COPG1,0.357142857,Correlation
ALDH3A2,COPG1,0.392857143,Correlation
ALPK1,COPG1,0.018018749,Correlation
ANKRD17,COPG1,0.25,Correlation
ANXA1,COPG1,-0.285714286,Correlation
AP2S1,COPG1,0.857142857,Correlation
ARHGAP29,COPG1,-0.178571429,Correlation
ARIH1,COPG1,0.821428571,Correlation
ATM,COPG1,0.357142857,Correlation
ATP2C1,COPG1,0.178571429,Correlation
ATP5C1,COPG1,0.821428571,Correlation
ATP5E,COPG1,0.571428571,Correlation
AURKAIP1,COPG1,0.75,Correlation
BBIP1,COPG1,0.785714286,Correlation
BGN,COPG1,-0.428571429,Correlation
BPTF,COPG1,0.571428571,Correlation
BTN3A3,COPG1,-0.285714286,Correlation
C14orf1,COPG1,0.857142857,Correlation
C1orf61,COPG1,0.535714286,Correlation
C6orf106,COPG1,0.892857143,Correlation
CCDC53,COPG1,0.821428571,Correlation
CCDC93,COPG1,0.392857143,Correlation
CCT3,COPG1,-0.071428571,Correlation
CDC16,COPG1,0.571428571,Correlation
CDH11,COPG1,0.857142857,Correlation
CELF1,COPG1,0.857142857,Correlation
CEP170B,COPG1,0.714285714,Correlation
CIAPIN1,COPG1,0.678571429,Correlation
CLCN5,COPG1,0.396412484,Correlation
CLNS1A,COPG1,0.75,Correlation
COA3,COPG1,0.964285714,Correlation
COL4A1,COPG1,-0.357142857,Correlation
ACTN1,CREB3L2,0.5,Correlation
AHCTF1,CREB3L2,0.214285714,Correlation
ALDH3A2,CREB3L2,0.928571429,Correlation
ALPK1,CREB3L2,0.126131245,Correlation
ANKRD17,CREB3L2,0.285714286,Correlation
ANXA1,CREB3L2,0.607142857,Correlation
AP2S1,CREB3L2,0.357142857,Correlation
ARHGAP29,CREB3L2,0.535714286,Correlation
ARIH1,CREB3L2,0.357142857,Correlation
ATM,CREB3L2,0.357142857,Correlation
ATP2C1,CREB3L2,0.214285714,Correlation
ATP5C1,CREB3L2,0.357142857,Correlation
ATP5E,CREB3L2,0.285714286,Correlation
AURKAIP1,CREB3L2,0.321428571,Correlation
BBIP1,CREB3L2,0.535714286,Correlation
BGN,CREB3L2,-0.25,Correlation
BPTF,CREB3L2,0.321428571,Correlation
BTN3A3,CREB3L2,0.321428571,Correlation
C14orf1,CREB3L2,0.464285714,Correlation
C1orf61,CREB3L2,0.285714286,Correlation
C6orf106,CREB3L2,0.428571429,Correlation
CCDC53,CREB3L2,0.392857143,Correlation
CCDC93,CREB3L2,0.321428571,Correlation
CCT3,CREB3L2,0.035714286,Correlation
CDC16,CREB3L2,0.178571429,Correlation
CDH11,CREB3L2,0.607142857,Correlation
CELF1,CREB3L2,0.214285714,Correlation
CEP170B,CREB3L2,0.071428571,Correlation
CIAPIN1,CREB3L2,0.214285714,Correlation
CLCN5,CREB3L2,0.036037499,Correlation
CLNS1A,CREB3L2,0.428571429,Correlation
COA3,CREB3L2,0.392857143,Correlation
COL4A1,CREB3L2,0.285714286,Correlation
COPG1,CREB3L2,0.321428571,Correlation
ACTN1,CREG1,0.5,Correlation
AHCTF1,CREG1,1,Correlation
ALDH3A2,CREG1,0.428571429,Correlation
ALPK1,CREG1,0.48650623,Correlation
ANKRD17,CREG1,0.964285714,Correlation
ANXA1,CREG1,0.321428571,Correlation
AP2S1,CREG1,0.285714286,Correlation
ARHGAP29,CREG1,0.035714286,Correlation
ARIH1,CREG1,0.785714286,Correlation
ATM,CREG1,0.892857143,Correlation
ATP2C1,CREG1,0.928571429,Correlation
