Gene1,Gene2,corRvec,Interaction
AHCTF1,AURKAIP1,0.035928788,Correlation
ALDH3A2,AURKAIP1,-0.215622173,Correlation
ALPK1,AURKAIP1,-0.547619048,Correlation
ANKRD17,AURKAIP1,0.19047619,Correlation
ANXA1,AURKAIP1,0.419169192,Correlation
AP2S1,AURKAIP1,0.738095238,Correlation
ARHGAP29,AURKAIP1,-0.243975018,Correlation
ARIH1,AURKAIP1,0.404761905,Correlation
ATM,AURKAIP1,0.071857576,Correlation
ATP2C1,AURKAIP1,0.428571429,Correlation
ATP5C1,AURKAIP1,0.904761905,Correlation
ATP5E,AURKAIP1,0.976190476,Correlation
ACTN1,BBIP1,0.333333333,Correlation
ADGRF5,BBIP1,-0.131738889,Correlation
AHCTF1,BBIP1,-0.191620202,Correlation
ALDH3A2,BBIP1,-0.507346289,Correlation
ALPK1,BBIP1,-0.714285714,Correlation
ANKRD17,BBIP1,0.833333333,Correlation
ANXA1,BBIP1,0.311382828,Correlation
AP2S1,BBIP1,-0.261904762,Correlation
ARHGAP29,BBIP1,0.170782513,Correlation
ARIH1,BBIP1,0.404761905,Correlation
ATM,BBIP1,0.419169192,Correlation
ATP2C1,BBIP1,0.238095238,Correlation
ATP5C1,BBIP1,0.380952381,Correlation
ATP5E,BBIP1,0.023809524,Correlation
AURKAIP1,BBIP1,0.142857143,Correlation
ACTN1,BGN,0.22754899,Correlation
ADGRF5,BGN,0.921686747,Correlation
AHCTF1,BGN,0.054216867,Correlation
ALDH3A2,BGN,-0.057419262,Correlation
ALPK1,BGN,0.299406565,Correlation
ANKRD17,BGN,-0.191620202,Correlation
ANXA1,BGN,-0.156626506,Correlation
AP2S1,BGN,-0.251501515,Correlation
ARHGAP29,BGN,0.527696746,Correlation
ARIH1,BGN,0.371264141,Correlation
ATM,BGN,-0.042168675,Correlation
ATP2C1,BGN,0.167667677,Correlation
ATP5C1,BGN,-0.27545404,Correlation
ATP5E,BGN,-0.023952525,Correlation
AURKAIP1,BGN,0.059881313,Correlation
BBIP1,BGN,-0.215572727,Correlation
ACTN1,BPTF,-0.071428571,Correlation
ADGRF5,BPTF,0.598813131,Correlation
AHCTF1,BPTF,0.095810101,Correlation
ALDH3A2,BPTF,0.761019434,Correlation
ALPK1,BPTF,0.714285714,Correlation
ANKRD17,BPTF,-0.833333333,Correlation
ANXA1,BPTF,-0.395216666,Correlation
AP2S1,BPTF,-0.285714286,Correlation
ARHGAP29,BPTF,0.170782513,Correlation
ARIH1,BPTF,-0.333333333,Correlation
ATM,BPTF,-0.251501515,Correlation
ATP2C1,BPTF,-0.357142857,Correlation
ATP5C1,BPTF,-0.476190476,Correlation
ATP5E,BPTF,-0.119047619,Correlation
AURKAIP1,BPTF,-0.238095238,Correlation
BBIP1,BPTF,-0.642857143,Correlation
BGN,BPTF,0.526955555,Correlation
ACTN1,BTN3A3,-0.142857143,Correlation
ADGRF5,BTN3A3,-0.095810101,Correlation
AHCTF1,BTN3A3,0.155691414,Correlation
ALDH3A2,BTN3A3,0.13952023,Correlation
ALPK1,BTN3A3,-0.023809524,Correlation
ANKRD17,BTN3A3,0,Correlation
ANXA1,BTN3A3,-0.131738889,Correlation
AP2S1,BTN3A3,-0.619047619,Correlation
ARHGAP29,BTN3A3,0.024397502,Correlation
ARIH1,BTN3A3,-0.571428571,Correlation
ATM,BTN3A3,0.299406565,Correlation
ATP2C1,BTN3A3,-0.357142857,Correlation
ATP5C1,BTN3A3,-0.404761905,Correlation
ATP5E,BTN3A3,-0.523809524,Correlation
AURKAIP1,BTN3A3,-0.595238095,Correlation
BBIP1,BTN3A3,0.30952381,Correlation
BGN,BTN3A3,-0.431145454,Correlation
BPTF,BTN3A3,0.023809524,Correlation
ACTN1,C14orf1,-0.119047619,Correlation
ADGRF5,C14orf1,0.670670707,Correlation
AHCTF1,C14orf1,-0.239525252,Correlation
ALDH3A2,C14orf1,0.050734629,Correlation
ALPK1,C14orf1,-0.19047619,Correlation
ANKRD17,C14orf1,0.071428571,Correlation
ANXA1,C14orf1,-0.347311616,Correlation
AP2S1,C14orf1,0.095238095,Correlation
ARHGAP29,C14orf1,-0.024397502,Correlation
ARIH1,C14orf1,0.714285714,Correlation
ATM,C14orf1,0.203596465,Correlation
ATP2C1,C14orf1,0.595238095,Correlation
ATP5C1,C14orf1,0.285714286,Correlation
ATP5E,C14orf1,0.357142857,Correlation
AURKAIP1,C14orf1,0.428571429,Correlation
BBIP1,C14orf1,0.023809524,Correlation
BGN,C14orf1,0.694623232,Correlation
BPTF,C14orf1,0.333333333,Correlation
BTN3A3,C14orf1,-0.5,Correlation
ACTN1,C1orf61,-0.071428571,Correlation
ADGRF5,C1orf61,0.706599495,Correlation
AHCTF1,C1orf61,0.215572727,Correlation
ALDH3A2,C1orf61,0.520029947,Correlation
ALPK1,C1orf61,0.214285714,Correlation
ANKRD17,C1orf61,-0.5,Correlation
ANXA1,C1orf61,-0.251501515,Correlation
AP2S1,C1orf61,-0.238095238,Correlation
ARHGAP29,C1orf61,0.170782513,Correlation
ARIH1,C1orf61,-0.095238095,Correlation
ATM,C1orf61,0.251501515,Correlation
ATP2C1,C1orf61,-0.071428571,Correlation
ATP5C1,C1orf61,-0.119047619,Correlation
ATP5E,C1orf61,0.142857143,Correlation
AURKAIP1,C1orf61,0.071428571,Correlation
BBIP1,C1orf61,-0.166666667,Correlation
BGN,C1orf61,0.526955555,Correlation
BPTF,C1orf61,0.785714286,Correlation
BTN3A3,C1orf61,0.142857143,Correlation
C14orf1,C1orf61,0.595238095,Correlation
ACTN1,C6orf106,-0.047619048,Correlation
ADGRF5,C6orf106,0.011976263,Correlation
AHCTF1,C6orf106,0.167667677,Correlation
ALDH3A2,C6orf106,-0.215622173,Correlation
ALPK1,C6orf106,-0.595238095,Correlation
ANKRD17,C6orf106,0.166666667,Correlation
ANXA1,C6orf106,0.299406565,Correlation
AP2S1,C6orf106,0.738095238,Correlation
ARHGAP29,C6orf106,-0.292770022,Correlation
ARIH1,C6orf106,0.404761905,Correlation
ATM,C6orf106,0.335335353,Correlation
ATP2C1,C6orf106,0.523809524,Correlation
ATP5C1,C6orf106,0.857142857,Correlation
ATP5E,C6orf106,0.928571429,Correlation
AURKAIP1,C6orf106,0.952380952,Correlation
BBIP1,C6orf106,0.142857143,Correlation
BGN,C6orf106,0.083833838,Correlation
BPTF,C6orf106,-0.19047619,Correlation
BTN3A3,C6orf106,-0.5,Correlation
C14orf1,C6orf106,0.523809524,Correlation
C1orf61,C6orf106,0.214285714,Correlation
ACTN1,CCDC53,0.404761905,Correlation
ADGRF5,CCDC53,-0.143715151,Correlation
AHCTF1,CCDC53,-0.203596465,Correlation
ALDH3A2,CCDC53,-0.608815547,Correlation
ALPK1,CCDC53,-0.80952381,Correlation
ANKRD17,CCDC53,0.738095238,Correlation
ANXA1,CCDC53,0.419169192,Correlation
AP2S1,CCDC53,0.047619048,Correlation
ARHGAP29,CCDC53,-0.024397502,Correlation
ARIH1,CCDC53,0.380952381,Correlation
ATM,CCDC53,0.107786364,Correlation
ATP2C1,CCDC53,0.380952381,Correlation
ATP5C1,CCDC53,0.642857143,Correlation
ATP5E,CCDC53,0.452380952,Correlation
AURKAIP1,CCDC53,0.547619048,Correlation
BBIP1,CCDC53,0.761904762,Correlation
BGN,CCDC53,-0.131738889,Correlation
BPTF,CCDC53,-0.619047619,Correlation
BTN3A3,CCDC53,0.023809524,Correlation
C14orf1,CCDC53,0.047619048,Correlation
C1orf61,CCDC53,-0.214285714,Correlation
C6orf106,CCDC53,0.452380952,Correlation
ACTN1,CCDC93,0.22754899,Correlation
ADGRF5,CCDC93,-0.13253012,Correlation
AHCTF1,CCDC93,0.295180723,Correlation
ALDH3A2,CCDC93,-0.153118033,Correlation
ALPK1,CCDC93,-0.562884343,Correlation
ANKRD17,CCDC93,0.107786364,Correlation
ANXA1,CCDC93,0.536144578,Correlation
AP2S1,CCDC93,0.407192929,Correlation
ARHGAP29,CCDC93,-0.134992191,Correlation
ARIH1,CCDC93,-0.071857576,Correlation
ATM,CCDC93,0.240963855,Correlation
ATP2C1,CCDC93,0.107786364,Correlation
ATP5C1,CCDC93,0.718575757,Correlation
ATP5E,CCDC93,0.802409595,Correlation
AURKAIP1,CCDC93,0.766480808,Correlation
BBIP1,CCDC93,0.323359091,Correlation
BGN,CCDC93,-0.174698795,Correlation
BPTF,CCDC93,-0.191620202,Correlation
BTN3A3,CCDC93,0.023952525,Correlation
C14orf1,CCDC93,0.071857576,Correlation
C1orf61,CCDC93,0.22754899,Correlation
C6orf106,CCDC93,0.754504545,Correlation
CCDC53,CCDC93,0.670670707,Correlation
ACTN1,CCT3,-0.404761905,Correlation
ADGRF5,CCT3,-0.203596465,Correlation
AHCTF1,CCT3,0,Correlation
ALDH3A2,CCT3,0.114152915,Correlation
ALPK1,CCT3,-0.547619048,Correlation
ANKRD17,CCT3,0.047619048,Correlation
ANXA1,CCT3,-0.023952525,Correlation
AP2S1,CCT3,0.738095238,Correlation
ARHGAP29,CCT3,-0.658732549,Correlation
ARIH1,CCT3,0.261904762,Correlation
ATM,CCT3,0.323359091,Correlation
ATP2C1,CCT3,0.5,Correlation
ATP5C1,CCT3,0.80952381,Correlation
ATP5E,CCT3,0.80952381,Correlation
AURKAIP1,CCT3,0.761904762,Correlation
BBIP1,CCT3,0.023809524,Correlation
BGN,CCT3,-0.22754899,Correlation
BPTF,CCT3,-0.095238095,Correlation
BTN3A3,CCT3,-0.285714286,Correlation
C14orf1,CCT3,0.428571429,Correlation
C1orf61,CCT3,0.238095238,Correlation
C6orf106,CCT3,0.857142857,Correlation
CCDC53,CCT3,0.214285714,Correlation
CCDC93,CCT3,0.610789394,Correlation
ACTN1,CDC16,0.19047619,Correlation
ADGRF5,CDC16,-0.071857576,Correlation
AHCTF1,CDC16,0.323359091,Correlation
ALDH3A2,CDC16,-0.050734629,Correlation
ALPK1,CDC16,-0.404761905,Correlation
ANKRD17,CDC16,-0.071428571,Correlation
ANXA1,CDC16,0.443121717,Correlation
AP2S1,CDC16,0.30952381,Correlation
ARHGAP29,CDC16,-0.146385011,Correlation
ARIH1,CDC16,-0.261904762,Correlation
ATM,CDC16,0.107786364,Correlation
ATP2C1,CDC16,0,Correlation
ATP5C1,CDC16,0.547619048,Correlation
ATP5E,CDC16,0.714285714,Correlation
AURKAIP1,CDC16,0.642857143,Correlation
BBIP1,CDC16,0.142857143,Correlation
BGN,CDC16,-0.143715151,Correlation
BPTF,CDC16,-0.023809524,Correlation
BTN3A3,CDC16,0.119047619,Correlation
C14orf1,CDC16,-0.023809524,Correlation
C1orf61,CDC16,0.285714286,Correlation
C6orf106,CDC16,0.619047619,Correlation
CCDC53,CDC16,0.571428571,Correlation
CCDC93,CDC16,0.95810101,Correlation
CCT3,CDC16,0.5,Correlation
ACTN1,CDH11,0.071428571,Correlation
ADGRF5,CDH11,0.27545404,Correlation
AHCTF1,CDH11,0.634741919,Correlation
ALDH3A2,CDH11,0.304407774,Correlation
ALPK1,CDH11,0.357142857,Correlation
ANKRD17,CDH11,-0.380952381,Correlation
ANXA1,CDH11,0.179643939,Correlation
AP2S1,CDH11,-0.357142857,Correlation
ARHGAP29,CDH11,0.53674504,Correlation
ARIH1,CDH11,-0.452380952,Correlation
ATM,CDH11,0.538931818,Correlation
ATP2C1,CDH11,-0.547619048,Correlation
ATP5C1,CDH11,-0.428571429,Correlation
ATP5E,CDH11,-0.333333333,Correlation
AURKAIP1,CDH11,-0.380952381,Correlation
BBIP1,CDH11,0.071428571,Correlation
BGN,CDH11,0.083833838,Correlation
BPTF,CDH11,0.357142857,Correlation
BTN3A3,CDH11,0.5,Correlation
C14orf1,CDH11,-0.071428571,Correlation
C1orf61,CDH11,0.523809524,Correlation
C6orf106,CDH11,-0.214285714,Correlation
CCDC53,CDH11,-0.380952381,Correlation
CCDC93,CDH11,-0.035928788,Correlation
CCT3,CDH11,-0.19047619,Correlation
CDC16,CDH11,-0.047619048,Correlation
ACTN1,CELF1,0.155691414,Correlation
ADGRF5,CELF1,-0.21686747,Correlation
AHCTF1,CELF1,-0.126506024,Correlation
ALDH3A2,CELF1,0.829389343,Correlation
ALPK1,CELF1,0.682646969,Correlation
ANKRD17,CELF1,-0.55090808,Correlation
ANXA1,CELF1,-0.036144578,Correlation
AP2S1,CELF1,-0.131738889,Correlation
ARHGAP29,CELF1,0.134992191,Correlation
ARIH1,CELF1,-0.347311616,Correlation
ATM,CELF1,-0.385542169,Correlation
ATP2C1,CELF1,-0.682646969,Correlation
ATP5C1,CELF1,-0.27545404,Correlation
ATP5E,CELF1,-0.22754899,Correlation
AURKAIP1,CELF1,-0.347311616,Correlation
BBIP1,CELF1,-0.323359091,Correlation
BGN,CELF1,-0.156626506,Correlation
BPTF,CELF1,0.467074242,Correlation
BTN3A3,CELF1,0.04790505,Correlation
C14orf1,CELF1,-0.155691414,Correlation
C1orf61,CELF1,0.155691414,Correlation
C6orf106,CELF1,-0.407192929,Correlation
CCDC53,CELF1,-0.622765656,Correlation
CCDC93,CELF1,-0.385542169,Correlation
CCT3,CELF1,-0.155691414,Correlation
CDC16,CELF1,-0.371264141,Correlation
CDH11,CELF1,0.371264141,Correlation
ACTN1,CEP170B,-0.119762626,Correlation
ADGRF5,CEP170B,-0.090361446,Correlation
AHCTF1,CEP170B,-0.138554217,Correlation
ALDH3A2,CEP170B,-0.669891392,Correlation
ALPK1,CEP170B,-0.514979293,Correlation
ANKRD17,CEP170B,0.467074242,Correlation
ANXA1,CEP170B,0.090361446,Correlation
AP2S1,CEP170B,0.634741919,Correlation
ARHGAP29,CEP170B,-0.319072451,Correlation
ARIH1,CEP170B,0.610789394,Correlation
ATM,CEP170B,-0.012048193,Correlation
ATP2C1,CEP170B,0.73055202,Correlation
ATP5C1,CEP170B,0.538931818,Correlation
ATP5E,CEP170B,0.491026767,Correlation
AURKAIP1,CEP170B,0.610789394,Correlation
BBIP1,CEP170B,0.011976263,Correlation
BGN,CEP170B,0.120481928,Correlation
BPTF,CEP170B,-0.526955555,Correlation
BTN3A3,CEP170B,-0.706599495,Correlation
C14orf1,CEP170B,0.263477778,Correlation
C1orf61,CEP170B,-0.467074242,Correlation
C6orf106,CEP170B,0.562884343,Correlation
CCDC53,CEP170B,0.395216666,Correlation
CCDC93,CEP170B,0.174698795,Correlation
CCT3,CEP170B,0.347311616,Correlation
CDC16,CEP170B,0.083833838,Correlation
CDH11,CEP170B,-0.742528282,Correlation
CELF1,CEP170B,-0.656626506,Correlation
ACTN1,CIAPIN1,-0.285714286,Correlation
ADGRF5,CIAPIN1,-0.514979293,Correlation
AHCTF1,CIAPIN1,-0.335335353,Correlation
ALDH3A2,CIAPIN1,-0.076101943,Correlation
ALPK1,CIAPIN1,-0.714285714,Correlation
ANKRD17,CIAPIN1,0.428571429,Correlation
ANXA1,CIAPIN1,-0.107786364,Correlation
AP2S1,CIAPIN1,0.142857143,Correlation
ARHGAP29,CIAPIN1,-0.707527553,Correlation
ARIH1,CIAPIN1,0,Correlation
ATM,CIAPIN1,0.107786364,Correlation
ATP2C1,CIAPIN1,0.333333333,Correlation
ATP5C1,CIAPIN1,0.547619048,Correlation
ATP5E,CIAPIN1,0.30952381,Correlation
AURKAIP1,CIAPIN1,0.261904762,Correlation
BBIP1,CIAPIN1,0.428571429,Correlation
BGN,CIAPIN1,-0.682646969,Correlation
BPTF,CIAPIN1,-0.428571429,Correlation
BTN3A3,CIAPIN1,0.404761905,Correlation
C14orf1,CIAPIN1,-0.19047619,Correlation
C1orf61,CIAPIN1,-0.166666667,Correlation
C6orf106,CIAPIN1,0.261904762,Correlation
CCDC53,CIAPIN1,0.571428571,Correlation
CCDC93,CIAPIN1,0.514979293,Correlation
CCT3,CIAPIN1,0.5,Correlation
CDC16,CIAPIN1,0.5,Correlation
CDH11,CIAPIN1,-0.357142857,Correlation
CELF1,CIAPIN1,-0.299406565,Correlation
CEP170B,CIAPIN1,0.083833838,Correlation
ACTN1,CLCN5,-0.285714286,Correlation
ADGRF5,CLCN5,0.371264141,Correlation
AHCTF1,CLCN5,-0.299406565,Correlation
ALDH3A2,CLCN5,-0.22830583,Correlation
ALPK1,CLCN5,-0.642857143,Correlation
ANKRD17,CLCN5,0.571428571,Correlation
ANXA1,CLCN5,-0.395216666,Correlation
AP2S1,CLCN5,-0.238095238,Correlation
ARHGAP29,CLCN5,-0.170782513,Correlation
ARIH1,CLCN5,0.619047619,Correlation
ATM,CLCN5,0.598813131,Correlation
ATP2C1,CLCN5,0.666666667,Correlation
ATP5C1,CLCN5,0.261904762,Correlation
ATP5E,CLCN5,0.023809524,Correlation
AURKAIP1,CLCN5,0.119047619,Correlation
BBIP1,CLCN5,0.619047619,Correlation
BGN,CLCN5,0.167667677,Correlation
BPTF,CLCN5,-0.142857143,Correlation
BTN3A3,CLCN5,0.19047619,Correlation
C14orf1,CLCN5,0.619047619,Correlation
C1orf61,CLCN5,0.357142857,Correlation
C6orf106,CLCN5,0.285714286,Correlation
CCDC53,CLCN5,0.380952381,Correlation
CCDC93,CLCN5,0.131738889,Correlation
CCT3,CLCN5,0.333333333,Correlation
CDC16,CLCN5,0,Correlation
CDH11,CLCN5,0.071428571,Correlation
CELF1,CLCN5,-0.383240404,Correlation
CEP170B,CLCN5,0.04790505,Correlation
CIAPIN1,CLCN5,0.357142857,Correlation
ACTN1,CLNS1A,0.071428571,Correlation
ADGRF5,CLNS1A,0.347311616,Correlation
AHCTF1,CLNS1A,0.191620202,Correlation
ALDH3A2,CLNS1A,0.304407774,Correlation
ALPK1,CLNS1A,-0.261904762,Correlation
ANKRD17,CLNS1A,-0.119047619,Correlation
ANXA1,CLNS1A,0.095810101,Correlation
AP2S1,CLNS1A,0,Correlation
ARHGAP29,CLNS1A,0.048795004,Correlation
ARIH1,CLNS1A,0.047619048,Correlation
ATM,CLNS1A,0.443121717,Correlation
ATP2C1,CLNS1A,0.047619048,Correlation
ATP5C1,CLNS1A,0.380952381,Correlation
ATP5E,CLNS1A,0.476190476,Correlation
AURKAIP1,CLNS1A,0.428571429,Correlation
BBIP1,CLNS1A,0.285714286,Correlation
BGN,CLNS1A,0.179643939,Correlation
BPTF,CLNS1A,0.333333333,Correlation
BTN3A3,CLNS1A,0.166666667,Correlation
C14orf1,CLNS1A,0.523809524,Correlation
C1orf61,CLNS1A,0.80952381,Correlation
C6orf106,CLNS1A,0.547619048,Correlation
CCDC53,CLNS1A,0.238095238,Correlation
CCDC93,CLNS1A,0.634741919,Correlation
CCT3,CLNS1A,0.547619048,Correlation
CDC16,CLNS1A,0.571428571,Correlation
CDH11,CLNS1A,0.452380952,Correlation
CELF1,CLNS1A,0.023952525,Correlation
CEP170B,CLNS1A,-0.323359091,Correlation
CIAPIN1,CLNS1A,0.214285714,Correlation
CLCN5,CLNS1A,0.523809524,Correlation
ACTN1,COA3,-0.27545404,Correlation
ADGRF5,COA3,-0.397590361,Correlation
AHCTF1,COA3,-0.006024096,Correlation
ALDH3A2,COA3,0,Correlation
ALPK1,COA3,-0.586836868,Correlation
ANKRD17,COA3,0.083833838,Correlation
ANXA1,COA3,0.138554217,Correlation
AP2S1,COA3,0.790433333,Correlation
ARHGAP29,COA3,-0.699504988,Correlation
ARIH1,COA3,0.119762626,Correlation
ATM,COA3,0.120481928,Correlation
ATP2C1,COA3,0.419169192,Correlation
ATP5C1,COA3,0.862290909,Correlation
ATP5E,COA3,0.874267171,Correlation
AURKAIP1,COA3,0.814385858,Correlation
BBIP1,COA3,0.011976263,Correlation
BGN,COA3,-0.379518072,Correlation
BPTF,COA3,-0.239525252,Correlation
BTN3A3,COA3,-0.263477778,Correlation
C14orf1,COA3,0.167667677,Correlation
C1orf61,COA3,0.011976263,Correlation
C6orf106,COA3,0.826362121,Correlation
CCDC53,COA3,0.383240404,Correlation
CCDC93,COA3,0.734939759,Correlation
CCT3,COA3,0.922172222,Correlation
CDC16,COA3,0.670670707,Correlation
CDH11,COA3,-0.395216666,Correlation
CELF1,COA3,-0.265060241,Correlation
CEP170B,COA3,0.451807229,Correlation
CIAPIN1,COA3,0.634741919,Correlation
CLCN5,COA3,0.107786364,Correlation
CLNS1A,COA3,0.371264141,Correlation
ACTN1,COL4A1,0.761904762,Correlation
ADGRF5,COL4A1,0.083833838,Correlation
AHCTF1,COL4A1,0.143715151,Correlation
ALDH3A2,COL4A1,-0.329775088,Correlation
ALPK1,COL4A1,0.238095238,Correlation
ANKRD17,COL4A1,0.166666667,Correlation
ANXA1,COL4A1,0.50300303,Correlation
AP2S1,COL4A1,-0.595238095,Correlation
ARHGAP29,COL4A1,0.80511756,Correlation
ARIH1,COL4A1,-0.214285714,Correlation
ATM,COL4A1,-0.203596465,Correlation
ATP2C1,COL4A1,-0.523809524,Correlation
ATP5C1,COL4A1,-0.428571429,Correlation
ATP5E,COL4A1,-0.452380952,Correlation
AURKAIP1,COL4A1,-0.380952381,Correlation
BBIP1,COL4A1,0.333333333,Correlation
BGN,COL4A1,0.143715151,Correlation
BPTF,COL4A1,-0.166666667,Correlation
BTN3A3,COL4A1,0.261904762,Correlation
C14orf1,COL4A1,-0.452380952,Correlation
C1orf61,COL4A1,-0.261904762,Correlation
C6orf106,COL4A1,-0.523809524,Correlation
CCDC53,COL4A1,0.238095238,Correlation
CCDC93,COL4A1,-0.131738889,Correlation
CCT3,COL4A1,-0.833333333,Correlation
CDC16,COL4A1,-0.095238095,Correlation
CDH11,COL4A1,0.214285714,Correlation
CELF1,COL4A1,-0.011976263,Correlation
CEP170B,COL4A1,-0.251501515,Correlation
CIAPIN1,COL4A1,-0.333333333,Correlation
CLCN5,COL4A1,-0.285714286,Correlation
CLNS1A,COL4A1,-0.285714286,Correlation
COA3,COL4A1,-0.682646969,Correlation
ACTN1,COPG1,-0.261904762,Correlation
ADGRF5,COPG1,-0.167667677,Correlation
AHCTF1,COPG1,-0.538931818,Correlation
ALDH3A2,COPG1,-0.570764576,Correlation
ALPK1,COPG1,-0.642857143,Correlation
ANKRD17,COPG1,0.666666667,Correlation
ANXA1,COPG1,-0.22754899,Correlation
AP2S1,COPG1,0.404761905,Correlation
ARHGAP29,COPG1,-0.53674504,Correlation
ARIH1,COPG1,0.738095238,Correlation
ATM,COPG1,-0.071857576,Correlation
ATP2C1,COPG1,0.857142857,Correlation
ATP5C1,COPG1,0.523809524,Correlation
ATP5E,COPG1,0.30952381,Correlation
AURKAIP1,COPG1,0.428571429,Correlation
BBIP1,COPG1,0.19047619,Correlation
BGN,COPG1,-0.035928788,Correlation
BPTF,COPG1,-0.571428571,Correlation
BTN3A3,COPG1,-0.5,Correlation
C14orf1,COPG1,0.285714286,Correlation
C1orf61,COPG1,-0.5,Correlation
C6orf106,COPG1,0.380952381,Correlation
CCDC53,COPG1,0.452380952,Correlation
CCDC93,COPG1,0.023952525,Correlation
CCT3,COPG1,0.333333333,Correlation
CDC16,COPG1,-0.071428571,Correlation
CDH11,COPG1,-0.857142857,Correlation
CELF1,COPG1,-0.586836868,Correlation
CEP170B,COPG1,0.874267171,Correlation
CIAPIN1,COPG1,0.357142857,Correlation
CLCN5,COPG1,0.30952381,Correlation
CLNS1A,COPG1,-0.333333333,Correlation
COA3,COPG1,0.407192929,Correlation
