Gene1,Gene2,corRvec,Interaction
ANKRD17,CCDC53,0.5,Correlation
AP2S1,CCDC53,0.5,Correlation
ARHGAP29,CCDC53,1,Correlation
ATM,CCDC53,1,Correlation
ATP2C1,CCDC53,0.5,Correlation
ATP5C1,CCDC53,1,Correlation
ATP5E,CCDC53,0.5,Correlation
BBIP1,CCDC53,0.5,Correlation
BPTF,CCDC53,0.5,Correlation
BTN3A3,CCDC53,0.5,Correlation
C14orf1,CCDC53,1,Correlation
C6orf106,CCDC53,0.5,Correlation
ADGRF5,CCDC93,0.5,Correlation
AHCTF1,CCDC93,1,Correlation
ALDH3A2,CCDC93,1,Correlation
ALPK1,CCDC93,0.5,Correlation
ANKRD17,CCDC93,0.5,Correlation
AP2S1,CCDC93,0.5,Correlation
ARHGAP29,CCDC93,1,Correlation
ATM,CCDC93,1,Correlation
ATP2C1,CCDC93,0.5,Correlation
ATP5C1,CCDC93,1,Correlation
ATP5E,CCDC93,0.5,Correlation
BBIP1,CCDC93,0.5,Correlation
BPTF,CCDC93,0.5,Correlation
BTN3A3,CCDC93,0.5,Correlation
C14orf1,CCDC93,1,Correlation
C6orf106,CCDC93,0.5,Correlation
CCDC53,CCDC93,1,Correlation
ADGRF5,CCT3,0.5,Correlation
AHCTF1,CCT3,1,Correlation
ALDH3A2,CCT3,1,Correlation
ALPK1,CCT3,0.5,Correlation
ANKRD17,CCT3,0.5,Correlation
AP2S1,CCT3,0.5,Correlation
ARHGAP29,CCT3,1,Correlation
ATM,CCT3,1,Correlation
ATP2C1,CCT3,0.5,Correlation
ATP5C1,CCT3,1,Correlation
ATP5E,CCT3,0.5,Correlation
BBIP1,CCT3,0.5,Correlation
BPTF,CCT3,0.5,Correlation
BTN3A3,CCT3,0.5,Correlation
C14orf1,CCT3,1,Correlation
C6orf106,CCT3,0.5,Correlation
CCDC53,CCT3,1,Correlation
CCDC93,CCT3,1,Correlation
ACTN1,CDC16,0.5,Correlation
ADGRF5,CDC16,1,Correlation
AHCTF1,CDC16,0.5,Correlation
ALDH3A2,CDC16,0.5,Correlation
ANKRD17,CDC16,1,Correlation
ANXA1,CDC16,0.5,Correlation
AP2S1,CDC16,1,Correlation
ARHGAP29,CDC16,0.5,Correlation
ATM,CDC16,0.5,Correlation
ATP2C1,CDC16,1,Correlation
ATP5C1,CDC16,0.5,Correlation
ATP5E,CDC16,1,Correlation
AURKAIP1,CDC16,0.5,Correlation
BGN,CDC16,0.5,Correlation
BPTF,CDC16,1,Correlation
BTN3A3,CDC16,1,Correlation
C14orf1,CDC16,0.5,Correlation
C6orf106,CDC16,1,Correlation
CCDC53,CDC16,0.5,Correlation
CCDC93,CDC16,0.5,Correlation
CCT3,CDC16,0.5,Correlation
ACTN1,CDH11,0.5,Correlation
ANXA1,CDH11,0.5,Correlation
ARIH1,CDH11,1,Correlation
AURKAIP1,CDH11,0.5,Correlation
BGN,CDH11,0.5,Correlation
C1orf61,CDH11,1,Correlation
ACTN1,CELF1,0.5,Correlation
ADGRF5,CELF1,1,Correlation
AHCTF1,CELF1,0.5,Correlation
ALDH3A2,CELF1,0.5,Correlation
ANKRD17,CELF1,1,Correlation
ANXA1,CELF1,0.5,Correlation
AP2S1,CELF1,1,Correlation
ARHGAP29,CELF1,0.5,Correlation
ATM,CELF1,0.5,Correlation
ATP2C1,CELF1,1,Correlation
ATP5C1,CELF1,0.5,Correlation
ATP5E,CELF1,1,Correlation
AURKAIP1,CELF1,0.5,Correlation
BGN,CELF1,0.5,Correlation
BPTF,CELF1,1,Correlation
BTN3A3,CELF1,1,Correlation
C14orf1,CELF1,0.5,Correlation
C6orf106,CELF1,1,Correlation
CCDC53,CELF1,0.5,Correlation
CCDC93,CELF1,0.5,Correlation
CCT3,CELF1,0.5,Correlation
CDC16,CELF1,1,Correlation
AHCTF1,CEP170B,0.5,Correlation
ALDH3A2,CEP170B,0.5,Correlation
ALPK1,CEP170B,1,Correlation
ARHGAP29,CEP170B,0.5,Correlation
ATM,CEP170B,0.5,Correlation
ATP5C1,CEP170B,0.5,Correlation
BBIP1,CEP170B,1,Correlation
C14orf1,CEP170B,0.5,Correlation
CCDC53,CEP170B,0.5,Correlation
CCDC93,CEP170B,0.5,Correlation
CCT3,CEP170B,0.5,Correlation
ADGRF5,CIAPIN1,0.5,Correlation
AHCTF1,CIAPIN1,1,Correlation
ALDH3A2,CIAPIN1,1,Correlation
ALPK1,CIAPIN1,0.5,Correlation
ANKRD17,CIAPIN1,0.5,Correlation
AP2S1,CIAPIN1,0.5,Correlation
ARHGAP29,CIAPIN1,1,Correlation
ATM,CIAPIN1,1,Correlation
ATP2C1,CIAPIN1,0.5,Correlation
ATP5C1,CIAPIN1,1,Correlation
ATP5E,CIAPIN1,0.5,Correlation
BBIP1,CIAPIN1,0.5,Correlation
BPTF,CIAPIN1,0.5,Correlation
BTN3A3,CIAPIN1,0.5,Correlation
C14orf1,CIAPIN1,1,Correlation
C6orf106,CIAPIN1,0.5,Correlation
CCDC53,CIAPIN1,1,Correlation
CCDC93,CIAPIN1,1,Correlation
CCT3,CIAPIN1,1,Correlation
CDC16,CIAPIN1,0.5,Correlation
CELF1,CIAPIN1,0.5,Correlation
CEP170B,CIAPIN1,0.5,Correlation
ADGRF5,CLCN5,0.5,Correlation
AHCTF1,CLCN5,1,Correlation
ALDH3A2,CLCN5,1,Correlation
ALPK1,CLCN5,0.5,Correlation
ANKRD17,CLCN5,0.5,Correlation
AP2S1,CLCN5,0.5,Correlation
ARHGAP29,CLCN5,1,Correlation
ATM,CLCN5,1,Correlation
ATP2C1,CLCN5,0.5,Correlation
ATP5C1,CLCN5,1,Correlation
ATP5E,CLCN5,0.5,Correlation
BBIP1,CLCN5,0.5,Correlation
BPTF,CLCN5,0.5,Correlation
BTN3A3,CLCN5,0.5,Correlation
C14orf1,CLCN5,1,Correlation
C6orf106,CLCN5,0.5,Correlation
CCDC53,CLCN5,1,Correlation
CCDC93,CLCN5,1,Correlation
CCT3,CLCN5,1,Correlation
CDC16,CLCN5,0.5,Correlation
CELF1,CLCN5,0.5,Correlation
CEP170B,CLCN5,0.5,Correlation
CIAPIN1,CLCN5,1,Correlation
ACTN1,CLNS1A,1,Correlation
ADGRF5,CLNS1A,0.5,Correlation
ANKRD17,CLNS1A,0.5,Correlation
ANXA1,CLNS1A,1,Correlation
AP2S1,CLNS1A,0.5,Correlation
ARIH1,CLNS1A,0.5,Correlation
ATP2C1,CLNS1A,0.5,Correlation
ATP5E,CLNS1A,0.5,Correlation
AURKAIP1,CLNS1A,1,Correlation
BGN,CLNS1A,1,Correlation
BPTF,CLNS1A,0.5,Correlation
BTN3A3,CLNS1A,0.5,Correlation
C1orf61,CLNS1A,0.5,Correlation
C6orf106,CLNS1A,0.5,Correlation
CDC16,CLNS1A,0.5,Correlation
CDH11,CLNS1A,0.5,Correlation
CELF1,CLNS1A,0.5,Correlation
ACTN1,COA3,0.5,Correlation
ADGRF5,COA3,1,Correlation
AHCTF1,COA3,0.5,Correlation
ALDH3A2,COA3,0.5,Correlation
ANKRD17,COA3,1,Correlation
ANXA1,COA3,0.5,Correlation
AP2S1,COA3,1,Correlation
ARHGAP29,COA3,0.5,Correlation
ATM,COA3,0.5,Correlation
ATP2C1,COA3,1,Correlation
ATP5C1,COA3,0.5,Correlation
ATP5E,COA3,1,Correlation
AURKAIP1,COA3,0.5,Correlation
BGN,COA3,0.5,Correlation
BPTF,COA3,1,Correlation
BTN3A3,COA3,1,Correlation
C14orf1,COA3,0.5,Correlation
C6orf106,COA3,1,Correlation
CCDC53,COA3,0.5,Correlation
CCDC93,COA3,0.5,Correlation
CCT3,COA3,0.5,Correlation
CDC16,COA3,1,Correlation
CELF1,COA3,1,Correlation
CIAPIN1,COA3,0.5,Correlation
CLCN5,COA3,0.5,Correlation
CLNS1A,COA3,0.5,Correlation
ACTN1,COL4A1,1,Correlation
ADGRF5,COL4A1,0.5,Correlation
ANKRD17,COL4A1,0.5,Correlation
ANXA1,COL4A1,1,Correlation
AP2S1,COL4A1,0.5,Correlation
ARIH1,COL4A1,0.5,Correlation
ATP2C1,COL4A1,0.5,Correlation
ATP5E,COL4A1,0.5,Correlation
AURKAIP1,COL4A1,1,Correlation
BGN,COL4A1,1,Correlation
BPTF,COL4A1,0.5,Correlation
BTN3A3,COL4A1,0.5,Correlation
C1orf61,COL4A1,0.5,Correlation
C6orf106,COL4A1,0.5,Correlation
CDC16,COL4A1,0.5,Correlation
CDH11,COL4A1,0.5,Correlation
CELF1,COL4A1,0.5,Correlation
CLNS1A,COL4A1,1,Correlation
COA3,COL4A1,0.5,Correlation
ALPK1,COPG1,0.5,Correlation
ARIH1,COPG1,0.5,Correlation
BBIP1,COPG1,0.5,Correlation
C1orf61,COPG1,0.5,Correlation
CDH11,COPG1,0.5,Correlation
CEP170B,COPG1,0.5,Correlation
ACTN1,CREB3L2,0.5,Correlation
ANXA1,CREB3L2,0.5,Correlation
ARIH1,CREB3L2,1,Correlation
AURKAIP1,CREB3L2,0.5,Correlation
BGN,CREB3L2,0.5,Correlation
C1orf61,CREB3L2,1,Correlation
CDH11,CREB3L2,1,Correlation
CLNS1A,CREB3L2,0.5,Correlation
COL4A1,CREB3L2,0.5,Correlation
COPG1,CREB3L2,0.5,Correlation
ACTN1,CREG1,0.5,Correlation
ADGRF5,CREG1,1,Correlation
AHCTF1,CREG1,0.5,Correlation
ALDH3A2,CREG1,0.5,Correlation
ANKRD17,CREG1,1,Correlation
ANXA1,CREG1,0.5,Correlation
AP2S1,CREG1,1,Correlation
ARHGAP29,CREG1,0.5,Correlation
ATM,CREG1,0.5,Correlation
ATP2C1,CREG1,1,Correlation
ATP5C1,CREG1,0.5,Correlation
ATP5E,CREG1,1,Correlation
AURKAIP1,CREG1,0.5,Correlation
BGN,CREG1,0.5,Correlation
BPTF,CREG1,1,Correlation
BTN3A3,CREG1,1,Correlation
C14orf1,CREG1,0.5,Correlation
C6orf106,CREG1,1,Correlation
CCDC53,CREG1,0.5,Correlation
CCDC93,CREG1,0.5,Correlation
CCT3,CREG1,0.5,Correlation
CDC16,CREG1,1,Correlation
CELF1,CREG1,1,Correlation
CIAPIN1,CREG1,0.5,Correlation
CLCN5,CREG1,0.5,Correlation
CLNS1A,CREG1,0.5,Correlation
COA3,CREG1,1,Correlation
COL4A1,CREG1,0.5,Correlation
ACTN1,CSRP1,0.5,Correlation
ANXA1,CSRP1,0.5,Correlation
ARIH1,CSRP1,1,Correlation
AURKAIP1,CSRP1,0.5,Correlation
BGN,CSRP1,0.5,Correlation
C1orf61,CSRP1,1,Correlation
CDH11,CSRP1,1,Correlation
CLNS1A,CSRP1,0.5,Correlation
COL4A1,CSRP1,0.5,Correlation
COPG1,CSRP1,0.5,Correlation
CREB3L2,CSRP1,1,Correlation
ACTN1,CST3,0.5,Correlation
ADGRF5,CST3,1,Correlation
AHCTF1,CST3,0.5,Correlation
ALDH3A2,CST3,0.5,Correlation
ANKRD17,CST3,1,Correlation
ANXA1,CST3,0.5,Correlation
AP2S1,CST3,1,Correlation
ARHGAP29,CST3,0.5,Correlation
ATM,CST3,0.5,Correlation
ATP2C1,CST3,1,Correlation
ATP5C1,CST3,0.5,Correlation
ATP5E,CST3,1,Correlation
AURKAIP1,CST3,0.5,Correlation
BGN,CST3,0.5,Correlation
BPTF,CST3,1,Correlation
BTN3A3,CST3,1,Correlation
C14orf1,CST3,0.5,Correlation
C6orf106,CST3,1,Correlation
CCDC53,CST3,0.5,Correlation
CCDC93,CST3,0.5,Correlation
CCT3,CST3,0.5,Correlation
CDC16,CST3,1,Correlation
CELF1,CST3,1,Correlation
CIAPIN1,CST3,0.5,Correlation
CLCN5,CST3,0.5,Correlation
CLNS1A,CST3,0.5,Correlation
COA3,CST3,1,Correlation
COL4A1,CST3,0.5,Correlation
CREG1,CST3,1,Correlation
ACTN1,CTDSP2,1,Correlation
ADGRF5,CTDSP2,0.5,Correlation
ANKRD17,CTDSP2,0.5,Correlation
ANXA1,CTDSP2,1,Correlation
AP2S1,CTDSP2,0.5,Correlation
ARIH1,CTDSP2,0.5,Correlation
ATP2C1,CTDSP2,0.5,Correlation
ATP5E,CTDSP2,0.5,Correlation
AURKAIP1,CTDSP2,1,Correlation
BGN,CTDSP2,1,Correlation
BPTF,CTDSP2,0.5,Correlation
BTN3A3,CTDSP2,0.5,Correlation
C1orf61,CTDSP2,0.5,Correlation
C6orf106,CTDSP2,0.5,Correlation
CDC16,CTDSP2,0.5,Correlation
CDH11,CTDSP2,0.5,Correlation
CELF1,CTDSP2,0.5,Correlation
CLNS1A,CTDSP2,1,Correlation
COA3,CTDSP2,0.5,Correlation
COL4A1,CTDSP2,1,Correlation
CREB3L2,CTDSP2,0.5,Correlation
CREG1,CTDSP2,0.5,Correlation
CSRP1,CTDSP2,0.5,Correlation
CST3,CTDSP2,0.5,Correlation
ACTN1,CTNNB1,0.5,Correlation
ANXA1,CTNNB1,0.5,Correlation
ARIH1,CTNNB1,1,Correlation
AURKAIP1,CTNNB1,0.5,Correlation
BGN,CTNNB1,0.5,Correlation
C1orf61,CTNNB1,1,Correlation
CDH11,CTNNB1,1,Correlation
CLNS1A,CTNNB1,0.5,Correlation
COL4A1,CTNNB1,0.5,Correlation
COPG1,CTNNB1,0.5,Correlation
CREB3L2,CTNNB1,1,Correlation
CSRP1,CTNNB1,1,Correlation
CTDSP2,CTNNB1,0.5,Correlation
ACTN1,CXorf40B,0.5,Correlation
ADGRF5,CXorf40B,1,Correlation
AHCTF1,CXorf40B,0.5,Correlation
ALDH3A2,CXorf40B,0.5,Correlation
ANKRD17,CXorf40B,1,Correlation
ANXA1,CXorf40B,0.5,Correlation
AP2S1,CXorf40B,1,Correlation
ARHGAP29,CXorf40B,0.5,Correlation
ATM,CXorf40B,0.5,Correlation
ATP2C1,CXorf40B,1,Correlation
ATP5C1,CXorf40B,0.5,Correlation
ATP5E,CXorf40B,1,Correlation
AURKAIP1,CXorf40B,0.5,Correlation
BGN,CXorf40B,0.5,Correlation
BPTF,CXorf40B,1,Correlation
BTN3A3,CXorf40B,1,Correlation
C14orf1,CXorf40B,0.5,Correlation
C6orf106,CXorf40B,1,Correlation
CCDC53,CXorf40B,0.5,Correlation
CCDC93,CXorf40B,0.5,Correlation
CCT3,CXorf40B,0.5,Correlation
CDC16,CXorf40B,1,Correlation
CELF1,CXorf40B,1,Correlation
CIAPIN1,CXorf40B,0.5,Correlation
CLCN5,CXorf40B,0.5,Correlation
CLNS1A,CXorf40B,0.5,Correlation
COA3,CXorf40B,1,Correlation
COL4A1,CXorf40B,0.5,Correlation
CREG1,CXorf40B,1,Correlation
CST3,CXorf40B,1,Correlation
CTDSP2,CXorf40B,0.5,Correlation
ACTN1,CYP1B1,0.5,Correlation
ANXA1,CYP1B1,0.5,Correlation
ARIH1,CYP1B1,1,Correlation
AURKAIP1,CYP1B1,0.5,Correlation
BGN,CYP1B1,0.5,Correlation
C1orf61,CYP1B1,1,Correlation
CDH11,CYP1B1,1,Correlation
CLNS1A,CYP1B1,0.5,Correlation
COL4A1,CYP1B1,0.5,Correlation
COPG1,CYP1B1,0.5,Correlation
CREB3L2,CYP1B1,1,Correlation
CSRP1,CYP1B1,1,Correlation
CTDSP2,CYP1B1,0.5,Correlation
CTNNB1,CYP1B1,1,Correlation
ACTN1,DCN,0.5,Correlation
ANXA1,DCN,0.5,Correlation
ARIH1,DCN,1,Correlation
AURKAIP1,DCN,0.5,Correlation
BGN,DCN,0.5,Correlation
C1orf61,DCN,1,Correlation
CDH11,DCN,1,Correlation
CLNS1A,DCN,0.5,Correlation
COL4A1,DCN,0.5,Correlation
COPG1,DCN,0.5,Correlation
CREB3L2,DCN,1,Correlation
CSRP1,DCN,1,Correlation
CTDSP2,DCN,0.5,Correlation
CTNNB1,DCN,1,Correlation
CYP1B1,DCN,1,Correlation
ACTN1,DDX5,0.5,Correlation
ADGRF5,DDX5,1,Correlation
AHCTF1,DDX5,0.5,Correlation
ALDH3A2,DDX5,0.5,Correlation
ANKRD17,DDX5,1,Correlation
ANXA1,DDX5,0.5,Correlation
AP2S1,DDX5,1,Correlation
ARHGAP29,DDX5,0.5,Correlation
ATM,DDX5,0.5,Correlation
ATP2C1,DDX5,1,Correlation
ATP5C1,DDX5,0.5,Correlation
ATP5E,DDX5,1,Correlation
AURKAIP1,DDX5,0.5,Correlation
BGN,DDX5,0.5,Correlation
BPTF,DDX5,1,Correlation
BTN3A3,DDX5,1,Correlation
C14orf1,DDX5,0.5,Correlation
C6orf106,DDX5,1,Correlation
CCDC53,DDX5,0.5,Correlation
CCDC93,DDX5,0.5,Correlation
CCT3,DDX5,0.5,Correlation
CDC16,DDX5,1,Correlation
CELF1,DDX5,1,Correlation
CIAPIN1,DDX5,0.5,Correlation
CLCN5,DDX5,0.5,Correlation
CLNS1A,DDX5,0.5,Correlation
COA3,DDX5,1,Correlation
COL4A1,DDX5,0.5,Correlation
CREG1,DDX5,1,Correlation
CST3,DDX5,1,Correlation
CTDSP2,DDX5,0.5,Correlation
CXorf40B,DDX5,1,Correlation
ADGRF5,DLST,0.5,Correlation
AHCTF1,DLST,1,Correlation
ALDH3A2,DLST,1,Correlation
ALPK1,DLST,0.5,Correlation
ANKRD17,DLST,0.5,Correlation
AP2S1,DLST,0.5,Correlation
ARHGAP29,DLST,1,Correlation
ATM,DLST,1,Correlation
ATP2C1,DLST,0.5,Correlation
ATP5C1,DLST,1,Correlation
ATP5E,DLST,0.5,Correlation
BBIP1,DLST,0.5,Correlation
BPTF,DLST,0.5,Correlation
BTN3A3,DLST,0.5,Correlation
C14orf1,DLST,1,Correlation
C6orf106,DLST,0.5,Correlation
CCDC53,DLST,1,Correlation
CCDC93,DLST,1,Correlation
CCT3,DLST,1,Correlation
CDC16,DLST,0.5,Correlation
CELF1,DLST,0.5,Correlation
CEP170B,DLST,0.5,Correlation
CIAPIN1,DLST,1,Correlation
CLCN5,DLST,1,Correlation
COA3,DLST,0.5,Correlation
CREG1,DLST,0.5,Correlation
CST3,DLST,0.5,Correlation
CXorf40B,DLST,0.5,Correlation
DDX5,DLST,0.5,Correlation
ACTN1,DMD,0.5,Correlation
ANXA1,DMD,0.5,Correlation
ARIH1,DMD,1,Correlation
AURKAIP1,DMD,0.5,Correlation
BGN,DMD,0.5,Correlation
C1orf61,DMD,1,Correlation
CDH11,DMD,1,Correlation
CLNS1A,DMD,0.5,Correlation
COL4A1,DMD,0.5,Correlation
COPG1,DMD,0.5,Correlation
CREB3L2,DMD,1,Correlation
CSRP1,DMD,1,Correlation
CTDSP2,DMD,0.5,Correlation
CTNNB1,DMD,1,Correlation
CYP1B1,DMD,1,Correlation
DCN,DMD,1,Correlation
ALPK1,DST,0.5,Correlation
ARIH1,DST,0.5,Correlation
BBIP1,DST,0.5,Correlation
C1orf61,DST,0.5,Correlation
CDH11,DST,0.5,Correlation
CEP170B,DST,0.5,Correlation
COPG1,DST,1,Correlation
CREB3L2,DST,0.5,Correlation
CSRP1,DST,0.5,Correlation
CTNNB1,DST,0.5,Correlation
CYP1B1,DST,0.5,Correlation
DCN,DST,0.5,Correlation
DMD,DST,0.5,Correlation
ADGRF5,EIF2S2,0.5,Correlation
AHCTF1,EIF2S2,1,Correlation
ALDH3A2,EIF2S2,1,Correlation
ALPK1,EIF2S2,0.5,Correlation
ANKRD17,EIF2S2,0.5,Correlation
AP2S1,EIF2S2,0.5,Correlation
ARHGAP29,EIF2S2,1,Correlation
ATM,EIF2S2,1,Correlation
ATP2C1,EIF2S2,0.5,Correlation
ATP5C1,EIF2S2,1,Correlation
ATP5E,EIF2S2,0.5,Correlation
BBIP1,EIF2S2,0.5,Correlation
BPTF,EIF2S2,0.5,Correlation
BTN3A3,EIF2S2,0.5,Correlation
C14orf1,EIF2S2,1,Correlation
C6orf106,EIF2S2,0.5,Correlation
CCDC53,EIF2S2,1,Correlation
CCDC93,EIF2S2,1,Correlation
CCT3,EIF2S2,1,Correlation
CDC16,EIF2S2,0.5,Correlation
CELF1,EIF2S2,0.5,Correlation
CEP170B,EIF2S2,0.5,Correlation
CIAPIN1,EIF2S2,1,Correlation
CLCN5,EIF2S2,1,Correlation
COA3,EIF2S2,0.5,Correlation
CREG1,EIF2S2,0.5,Correlation
CST3,EIF2S2,0.5,Correlation
CXorf40B,EIF2S2,0.5,Correlation
DDX5,EIF2S2,0.5,Correlation
DLST,EIF2S2,1,Correlation
ACTN1,ERGIC2,1,Correlation
ADGRF5,ERGIC2,0.5,Correlation
ANKRD17,ERGIC2,0.5,Correlation
ANXA1,ERGIC2,1,Correlation
AP2S1,ERGIC2,0.5,Correlation
ARIH1,ERGIC2,0.5,Correlation
ATP2C1,ERGIC2,0.5,Correlation
ATP5E,ERGIC2,0.5,Correlation
AURKAIP1,ERGIC2,1,Correlation
BGN,ERGIC2,1,Correlation
BPTF,ERGIC2,0.5,Correlation
BTN3A3,ERGIC2,0.5,Correlation
C1orf61,ERGIC2,0.5,Correlation
C6orf106,ERGIC2,0.5,Correlation
CDC16,ERGIC2,0.5,Correlation
CDH11,ERGIC2,0.5,Correlation
CELF1,ERGIC2,0.5,Correlation
CLNS1A,ERGIC2,1,Correlation
COA3,ERGIC2,0.5,Correlation
