Gene1,Gene2,corRvec,Interaction
ADGRF5,C1orf61,0.706599495,Correlation
AHCTF1,C1orf61,0.215572727,Correlation
ALDH3A2,C1orf61,0.520029947,Correlation
ALPK1,C1orf61,0.214285714,Correlation
ARHGAP29,C1orf61,0.170782513,Correlation
ATM,C1orf61,0.251501515,Correlation
ATP5E,C1orf61,0.142857143,Correlation
BGN,C1orf61,0.526955555,Correlation
BPTF,C1orf61,0.785714286,Correlation
BTN3A3,C1orf61,0.142857143,Correlation
C14orf1,C1orf61,0.595238095,Correlation
AHCTF1,C6orf106,0.167667677,Correlation
ANKRD17,C6orf106,0.166666667,Correlation
ANXA1,C6orf106,0.299406565,Correlation
AP2S1,C6orf106,0.738095238,Correlation
ARIH1,C6orf106,0.404761905,Correlation
ATM,C6orf106,0.335335353,Correlation
ATP2C1,C6orf106,0.523809524,Correlation
ATP5C1,C6orf106,0.857142857,Correlation
ATP5E,C6orf106,0.928571429,Correlation
AURKAIP1,C6orf106,0.952380952,Correlation
BBIP1,C6orf106,0.142857143,Correlation
C14orf1,C6orf106,0.523809524,Correlation
C1orf61,C6orf106,0.214285714,Correlation
ACTN1,CCDC53,0.404761905,Correlation
ANKRD17,CCDC53,0.738095238,Correlation
ANXA1,CCDC53,0.419169192,Correlation
ARIH1,CCDC53,0.380952381,Correlation
ATM,CCDC53,0.107786364,Correlation
ATP2C1,CCDC53,0.380952381,Correlation
ATP5C1,CCDC53,0.642857143,Correlation
ATP5E,CCDC53,0.452380952,Correlation
AURKAIP1,CCDC53,0.547619048,Correlation
BBIP1,CCDC53,0.761904762,Correlation
C6orf106,CCDC53,0.452380952,Correlation
ACTN1,CCDC93,0.22754899,Correlation
AHCTF1,CCDC93,0.295180723,Correlation
ANKRD17,CCDC93,0.107786364,Correlation
ANXA1,CCDC93,0.536144578,Correlation
AP2S1,CCDC93,0.407192929,Correlation
ATM,CCDC93,0.240963855,Correlation
ATP2C1,CCDC93,0.107786364,Correlation
ATP5C1,CCDC93,0.718575757,Correlation
ATP5E,CCDC93,0.802409595,Correlation
AURKAIP1,CCDC93,0.766480808,Correlation
BBIP1,CCDC93,0.323359091,Correlation
C1orf61,CCDC93,0.22754899,Correlation
C6orf106,CCDC93,0.754504545,Correlation
CCDC53,CCDC93,0.670670707,Correlation
ALDH3A2,CCT3,0.114152915,Correlation
AP2S1,CCT3,0.738095238,Correlation
ARIH1,CCT3,0.261904762,Correlation
ATM,CCT3,0.323359091,Correlation
ATP2C1,CCT3,0.5,Correlation
ATP5C1,CCT3,0.80952381,Correlation
ATP5E,CCT3,0.80952381,Correlation
AURKAIP1,CCT3,0.761904762,Correlation
C14orf1,CCT3,0.428571429,Correlation
C1orf61,CCT3,0.238095238,Correlation
C6orf106,CCT3,0.857142857,Correlation
CCDC53,CCT3,0.214285714,Correlation
CCDC93,CCT3,0.610789394,Correlation
ACTN1,CDC16,0.19047619,Correlation
AHCTF1,CDC16,0.323359091,Correlation
ANXA1,CDC16,0.443121717,Correlation
AP2S1,CDC16,0.30952381,Correlation
ATM,CDC16,0.107786364,Correlation
ATP5C1,CDC16,0.547619048,Correlation
ATP5E,CDC16,0.714285714,Correlation
AURKAIP1,CDC16,0.642857143,Correlation
BBIP1,CDC16,0.142857143,Correlation
BTN3A3,CDC16,0.119047619,Correlation
C1orf61,CDC16,0.285714286,Correlation
C6orf106,CDC16,0.619047619,Correlation
CCDC53,CDC16,0.571428571,Correlation
CCDC93,CDC16,0.95810101,Correlation
CCT3,CDC16,0.5,Correlation
ADGRF5,CDH11,0.27545404,Correlation
AHCTF1,CDH11,0.634741919,Correlation
ALDH3A2,CDH11,0.304407774,Correlation
ALPK1,CDH11,0.357142857,Correlation
ANXA1,CDH11,0.179643939,Correlation
ARHGAP29,CDH11,0.53674504,Correlation
ATM,CDH11,0.538931818,Correlation
BPTF,CDH11,0.357142857,Correlation
BTN3A3,CDH11,0.5,Correlation
C1orf61,CDH11,0.523809524,Correlation
ACTN1,CELF1,0.155691414,Correlation
ALDH3A2,CELF1,0.829389343,Correlation
ALPK1,CELF1,0.682646969,Correlation
ARHGAP29,CELF1,0.134992191,Correlation
BPTF,CELF1,0.467074242,Correlation
C1orf61,CELF1,0.155691414,Correlation
CDH11,CELF1,0.371264141,Correlation
ANKRD17,CEP170B,0.467074242,Correlation
AP2S1,CEP170B,0.634741919,Correlation
ARIH1,CEP170B,0.610789394,Correlation
ATP2C1,CEP170B,0.73055202,Correlation
ATP5C1,CEP170B,0.538931818,Correlation
ATP5E,CEP170B,0.491026767,Correlation
AURKAIP1,CEP170B,0.610789394,Correlation
BGN,CEP170B,0.120481928,Correlation
C14orf1,CEP170B,0.263477778,Correlation
C6orf106,CEP170B,0.562884343,Correlation
CCDC53,CEP170B,0.395216666,Correlation
CCDC93,CEP170B,0.174698795,Correlation
CCT3,CEP170B,0.347311616,Correlation
ANKRD17,CIAPIN1,0.428571429,Correlation
AP2S1,CIAPIN1,0.142857143,Correlation
ATM,CIAPIN1,0.107786364,Correlation
ATP2C1,CIAPIN1,0.333333333,Correlation
ATP5C1,CIAPIN1,0.547619048,Correlation
ATP5E,CIAPIN1,0.30952381,Correlation
AURKAIP1,CIAPIN1,0.261904762,Correlation
BBIP1,CIAPIN1,0.428571429,Correlation
BTN3A3,CIAPIN1,0.404761905,Correlation
C6orf106,CIAPIN1,0.261904762,Correlation
CCDC53,CIAPIN1,0.571428571,Correlation
CCDC93,CIAPIN1,0.514979293,Correlation
CCT3,CIAPIN1,0.5,Correlation
CDC16,CIAPIN1,0.5,Correlation
ADGRF5,CLCN5,0.371264141,Correlation
ANKRD17,CLCN5,0.571428571,Correlation
ARIH1,CLCN5,0.619047619,Correlation
ATM,CLCN5,0.598813131,Correlation
ATP2C1,CLCN5,0.666666667,Correlation
ATP5C1,CLCN5,0.261904762,Correlation
AURKAIP1,CLCN5,0.119047619,Correlation
BBIP1,CLCN5,0.619047619,Correlation
BGN,CLCN5,0.167667677,Correlation
BTN3A3,CLCN5,0.19047619,Correlation
C14orf1,CLCN5,0.619047619,Correlation
C1orf61,CLCN5,0.357142857,Correlation
C6orf106,CLCN5,0.285714286,Correlation
CCDC53,CLCN5,0.380952381,Correlation
CCDC93,CLCN5,0.131738889,Correlation
CCT3,CLCN5,0.333333333,Correlation
CIAPIN1,CLCN5,0.357142857,Correlation
ADGRF5,CLNS1A,0.347311616,Correlation
AHCTF1,CLNS1A,0.191620202,Correlation
ALDH3A2,CLNS1A,0.304407774,Correlation
ATM,CLNS1A,0.443121717,Correlation
ATP5C1,CLNS1A,0.380952381,Correlation
ATP5E,CLNS1A,0.476190476,Correlation
AURKAIP1,CLNS1A,0.428571429,Correlation
BBIP1,CLNS1A,0.285714286,Correlation
BGN,CLNS1A,0.179643939,Correlation
BPTF,CLNS1A,0.333333333,Correlation
BTN3A3,CLNS1A,0.166666667,Correlation
C14orf1,CLNS1A,0.523809524,Correlation
C1orf61,CLNS1A,0.80952381,Correlation
C6orf106,CLNS1A,0.547619048,Correlation
CCDC53,CLNS1A,0.238095238,Correlation
CCDC93,CLNS1A,0.634741919,Correlation
CCT3,CLNS1A,0.547619048,Correlation
CDC16,CLNS1A,0.571428571,Correlation
CDH11,CLNS1A,0.452380952,Correlation
CIAPIN1,CLNS1A,0.214285714,Correlation
CLCN5,CLNS1A,0.523809524,Correlation
ANXA1,COA3,0.138554217,Correlation
AP2S1,COA3,0.790433333,Correlation
ARIH1,COA3,0.119762626,Correlation
ATM,COA3,0.120481928,Correlation
ATP2C1,COA3,0.419169192,Correlation
ATP5C1,COA3,0.862290909,Correlation
ATP5E,COA3,0.874267171,Correlation
AURKAIP1,COA3,0.814385858,Correlation
C14orf1,COA3,0.167667677,Correlation
C6orf106,COA3,0.826362121,Correlation
CCDC53,COA3,0.383240404,Correlation
CCDC93,COA3,0.734939759,Correlation
CCT3,COA3,0.922172222,Correlation
CDC16,COA3,0.670670707,Correlation
CEP170B,COA3,0.451807229,Correlation
CIAPIN1,COA3,0.634741919,Correlation
CLCN5,COA3,0.107786364,Correlation
CLNS1A,COA3,0.371264141,Correlation
ACTN1,COL4A1,0.761904762,Correlation
AHCTF1,COL4A1,0.143715151,Correlation
ALPK1,COL4A1,0.238095238,Correlation
ANKRD17,COL4A1,0.166666667,Correlation
ANXA1,COL4A1,0.50300303,Correlation
ARHGAP29,COL4A1,0.80511756,Correlation
BBIP1,COL4A1,0.333333333,Correlation
BGN,COL4A1,0.143715151,Correlation
BTN3A3,COL4A1,0.261904762,Correlation
CCDC53,COL4A1,0.238095238,Correlation
CDH11,COL4A1,0.214285714,Correlation
ANKRD17,COPG1,0.666666667,Correlation
AP2S1,COPG1,0.404761905,Correlation
ARIH1,COPG1,0.738095238,Correlation
ATP2C1,COPG1,0.857142857,Correlation
ATP5C1,COPG1,0.523809524,Correlation
ATP5E,COPG1,0.30952381,Correlation
AURKAIP1,COPG1,0.428571429,Correlation
BBIP1,COPG1,0.19047619,Correlation
C14orf1,COPG1,0.285714286,Correlation
C6orf106,COPG1,0.380952381,Correlation
CCDC53,COPG1,0.452380952,Correlation
CCT3,COPG1,0.333333333,Correlation
CEP170B,COPG1,0.874267171,Correlation
CIAPIN1,COPG1,0.357142857,Correlation
CLCN5,COPG1,0.30952381,Correlation
COA3,COPG1,0.407192929,Correlation
ADGRF5,CREB3L2,0.22754899,Correlation
AHCTF1,CREB3L2,0.814385858,Correlation
ANXA1,CREB3L2,0.371264141,Correlation
AP2S1,CREB3L2,0.142857143,Correlation
ARHGAP29,CREB3L2,0.26837252,Correlation
ATM,CREB3L2,0.886243434,Correlation
ATP5E,CREB3L2,0.166666667,Correlation
AURKAIP1,CREB3L2,0.19047619,Correlation
BBIP1,CREB3L2,0.261904762,Correlation
BTN3A3,CREB3L2,0.238095238,Correlation
C1orf61,CREB3L2,0.357142857,Correlation
C6orf106,CREB3L2,0.404761905,Correlation
CCDC93,CREB3L2,0.443121717,Correlation
CCT3,CREB3L2,0.261904762,Correlation
CDC16,CREB3L2,0.357142857,Correlation
CDH11,CREB3L2,0.666666667,Correlation
CLCN5,CREB3L2,0.285714286,Correlation
CLNS1A,CREB3L2,0.523809524,Correlation
COA3,CREB3L2,0.131738889,Correlation
AHCTF1,CREG1,0.478608676,Correlation
ANXA1,CREG1,0.171808243,Correlation
AP2S1,CREG1,0.561142542,Correlation
ARIH1,CREG1,0.26837252,Correlation
ATM,CREG1,0.527696746,Correlation
ATP2C1,CREG1,0.243975018,Correlation
ATP5C1,CREG1,0.121987509,Correlation
ATP5E,CREG1,0.146385011,Correlation
AURKAIP1,CREG1,0.219577516,Correlation
BGN,CREG1,0.147264208,Correlation
C14orf1,CREG1,0.243975018,Correlation
C6orf106,CREG1,0.365962527,Correlation
CCT3,CREG1,0.26837252,Correlation
CDH11,CREG1,0.219577516,Correlation
CEP170B,CREG1,0.392704555,Correlation
COPG1,CREG1,0.121987509,Correlation
CREB3L2,CREG1,0.512347538,Correlation
ACTN1,CSRP1,0.452380952,Correlation
AHCTF1,CSRP1,0.299406565,Correlation
ALDH3A2,CSRP1,0.36782606,Correlation
ALPK1,CSRP1,0.5,Correlation
ANXA1,CSRP1,0.491026767,Correlation
AP2S1,CSRP1,0.428571429,Correlation
ARHGAP29,CSRP1,0.365962527,Correlation
ATP5C1,CSRP1,0.142857143,Correlation
ATP5E,CSRP1,0.428571429,Correlation
AURKAIP1,CSRP1,0.380952381,Correlation
BGN,CSRP1,0.299406565,Correlation
BPTF,CSRP1,0.357142857,Correlation
C14orf1,CSRP1,0.166666667,Correlation
C1orf61,CSRP1,0.19047619,Correlation
C6orf106,CSRP1,0.285714286,Correlation
CCDC93,CSRP1,0.107786364,Correlation
CCT3,CSRP1,0.119047619,Correlation
CDH11,CSRP1,0.166666667,Correlation
CELF1,CSRP1,0.50300303,Correlation
CLNS1A,CSRP1,0.142857143,Correlation
CREG1,CSRP1,0.365962527,Correlation
ANKRD17,CST3,0.131738889,Correlation
ANXA1,CST3,0.156626506,Correlation
AP2S1,CST3,0.694623232,Correlation
ARIH1,CST3,0.646718181,Correlation
ATP2C1,CST3,0.419169192,Correlation
ATP5C1,CST3,0.646718181,Correlation
ATP5E,CST3,0.634741919,Correlation
AURKAIP1,CST3,0.694623232,Correlation
BGN,CST3,0.198795181,Correlation
C14orf1,CST3,0.610789394,Correlation
C6orf106,CST3,0.694623232,Correlation
CCDC93,CST3,0.144578313,Correlation
CCT3,CST3,0.610789394,Correlation
CEP170B,CST3,0.530120482,Correlation
CLCN5,CST3,0.143715151,Correlation
CLNS1A,CST3,0.203596465,Correlation
COA3,CST3,0.457831325,Correlation
COPG1,CST3,0.407192929,Correlation
CREG1,CST3,0.625872884,Correlation
CSRP1,CST3,0.562884343,Correlation
ACTN1,CTDSP2,0.50300303,Correlation
ADGRF5,CTDSP2,0.289156627,Correlation
AHCTF1,CTDSP2,0.638554217,Correlation
ALDH3A2,CTDSP2,0.395554917,Correlation
ALPK1,CTDSP2,0.562884343,Correlation
ANXA1,CTDSP2,0.5,Correlation
ARHGAP29,CTDSP2,0.711777006,Correlation
BGN,CTDSP2,0.28313253,Correlation
BPTF,CTDSP2,0.514979293,Correlation
BTN3A3,CTDSP2,0.131738889,Correlation
C1orf61,CTDSP2,0.526955555,Correlation
CCDC93,CTDSP2,0.168674699,Correlation
CDC16,CTDSP2,0.203596465,Correlation
CDH11,CTDSP2,0.77845707,Correlation
CELF1,CTDSP2,0.457831325,Correlation
CLNS1A,CTDSP2,0.431145454,Correlation
COL4A1,CTDSP2,0.371264141,Correlation
CREB3L2,CTDSP2,0.443121717,Correlation
CSRP1,CTDSP2,0.634741919,Correlation
ACTN1,CTNNB1,0.357142857,Correlation
ADGRF5,CTNNB1,0.395216666,Correlation
AHCTF1,CTNNB1,0.514979293,Correlation
ALDH3A2,CTNNB1,0.431244346,Correlation
ALPK1,CTNNB1,0.595238095,Correlation
ANXA1,CTNNB1,0.251501515,Correlation
ARHGAP29,CTNNB1,0.731925055,Correlation
ATM,CTNNB1,0.203596465,Correlation
BGN,CTNNB1,0.323359091,Correlation
BPTF,CTNNB1,0.547619048,Correlation
BTN3A3,CTNNB1,0.261904762,Correlation
C1orf61,CTNNB1,0.571428571,Correlation
CDH11,CTNNB1,0.904761905,Correlation
CELF1,CTNNB1,0.538931818,Correlation
CLNS1A,CTNNB1,0.404761905,Correlation
COL4A1,CTNNB1,0.357142857,Correlation
CREB3L2,CTNNB1,0.428571429,Correlation
CREG1,CTNNB1,0.121987509,Correlation
CSRP1,CTNNB1,0.452380952,Correlation
CTDSP2,CTNNB1,0.922172222,Correlation
ALDH3A2,CXorf40B,0.287096311,Correlation
ANXA1,CXorf40B,0.114457831,Correlation
AP2S1,CXorf40B,0.251501515,Correlation
ATP5C1,CXorf40B,0.419169192,Correlation
ATP5E,CXorf40B,0.323359091,Correlation
AURKAIP1,CXorf40B,0.203596465,Correlation
BTN3A3,CXorf40B,0.155691414,Correlation
CCDC53,CXorf40B,0.27545404,Correlation
CCDC93,CXorf40B,0.343373494,Correlation
CCT3,CXorf40B,0.27545404,Correlation
CDC16,CXorf40B,0.395216666,Correlation
CELF1,CXorf40B,0.210843373,Correlation
CIAPIN1,CXorf40B,0.706599495,Correlation
COA3,CXorf40B,0.524096386,Correlation
COPG1,CXorf40B,0.131738889,Correlation
ADGRF5,CYP1B1,0.192771084,Correlation
AHCTF1,CYP1B1,0.512048193,Correlation
ALDH3A2,CYP1B1,0.293476229,Correlation
ALPK1,CYP1B1,0.311382828,Correlation
ARHGAP29,CYP1B1,0.269984382,Correlation
ATM,CYP1B1,0.361445783,Correlation
BPTF,CYP1B1,0.371264141,Correlation
BTN3A3,CYP1B1,0.862290909,Correlation
C1orf61,CYP1B1,0.431145454,Correlation
CDC16,CYP1B1,0.119762626,Correlation
CDH11,CYP1B1,0.77845707,Correlation
CELF1,CYP1B1,0.162650602,Correlation
CLNS1A,CYP1B1,0.27545404,Correlation
COL4A1,CYP1B1,0.251501515,Correlation
CREB3L2,CYP1B1,0.45509798,Correlation
CTDSP2,CYP1B1,0.512048193,Correlation
CTNNB1,CYP1B1,0.610789394,Correlation
ADGRF5,DCN,0.610789394,Correlation
AHCTF1,DCN,0.359287879,Correlation
ALPK1,DCN,0.30952381,Correlation
BGN,DCN,0.407192929,Correlation
BPTF,DCN,0.547619048,Correlation
BTN3A3,DCN,0.333333333,Correlation
C1orf61,DCN,0.452380952,Correlation
CDC16,DCN,0.142857143,Correlation
CDH11,DCN,0.19047619,Correlation
CREB3L2,DCN,0.19047619,Correlation
CTDSP2,DCN,0.131738889,Correlation
CTNNB1,DCN,0.142857143,Correlation
CYP1B1,DCN,0.562884343,Correlation
ADGRF5,DDX5,0.179643939,Correlation
ALDH3A2,DDX5,0.621499205,Correlation
ALPK1,DDX5,0.714285714,Correlation
ARHGAP29,DDX5,0.121987509,Correlation
BGN,DDX5,0.311382828,Correlation
BPTF,DDX5,0.571428571,Correlation
C14orf1,DDX5,0.285714286,Correlation
C1orf61,DDX5,0.238095238,Correlation
CDH11,DDX5,0.238095238,Correlation
CELF1,DDX5,0.742528282,Correlation
CREG1,DDX5,0.390360029,Correlation
CSRP1,DDX5,0.595238095,Correlation
CST3,DDX5,0.407192929,Correlation
CTDSP2,DDX5,0.299406565,Correlation
CTNNB1,DDX5,0.428571429,Correlation
AHCTF1,DLST,0.419169192,Correlation
ALDH3A2,DLST,0.114152915,Correlation
ANXA1,DLST,0.155691414,Correlation
AP2S1,DLST,0.761904762,Correlation
ATM,DLST,0.467074242,Correlation
ATP5C1,DLST,0.380952381,Correlation
ATP5E,DLST,0.380952381,Correlation
AURKAIP1,DLST,0.333333333,Correlation
C6orf106,DLST,0.476190476,Correlation
CCDC93,DLST,0.155691414,Correlation
CCT3,DLST,0.642857143,Correlation
CDH11,DLST,0.214285714,Correlation
CELF1,DLST,0.167667677,Correlation
CEP170B,DLST,0.167667677,Correlation
CLNS1A,DLST,0.142857143,Correlation
COA3,DLST,0.514979293,Correlation
CREB3L2,DLST,0.452380952,Correlation
CREG1,DLST,0.756322557,Correlation
CSRP1,DLST,0.333333333,Correlation
CST3,DLST,0.562884343,Correlation
DDX5,DLST,0.30952381,Correlation
ADGRF5,DMD,0.180722892,Correlation
ALDH3A2,DMD,0.45297418,Correlation
AP2S1,DMD,0.263477778,Correlation
ARIH1,DMD,0.311382828,Correlation
ATM,DMD,0.325301205,Correlation
ATP2C1,DMD,0.371264141,Correlation
ATP5C1,DMD,0.119762626,Correlation
ATP5E,DMD,0.107786364,Correlation
BGN,DMD,0.102409639,Correlation
BPTF,DMD,0.347311616,Correlation
C14orf1,DMD,0.610789394,Correlation
C1orf61,DMD,0.443121717,Correlation
C6orf106,DMD,0.263477778,Correlation
CCT3,DMD,0.562884343,Correlation
CDH11,DMD,0.155691414,Correlation
CELF1,DMD,0.289156627,Correlation
CLCN5,DMD,0.431145454,Correlation
CLNS1A,DMD,0.347311616,Correlation
COA3,DMD,0.240963855,Correlation
CREG1,DMD,0.429520607,Correlation
CST3,DMD,0.518072289,Correlation
DDX5,DMD,0.598813131,Correlation
DLST,DMD,0.562884343,Correlation
ADGRF5,DST,0.22754899,Correlation
AHCTF1,DST,0.155691414,Correlation
ALDH3A2,DST,0.786386749,Correlation
ALPK1,DST,0.738095238,Correlation
ARHGAP29,DST,0.317167524,Correlation
BPTF,DST,0.761904762,Correlation
BTN3A3,DST,0.523809524,Correlation
C1orf61,DST,0.547619048,Correlation
CDH11,DST,0.642857143,Correlation
CELF1,DST,0.694623232,Correlation
CLNS1A,DST,0.238095238,Correlation
COL4A1,DST,0.19047619,Correlation
CSRP1,DST,0.166666667,Correlation
CTDSP2,DST,0.646718181,Correlation
CTNNB1,DST,0.738095238,Correlation
CYP1B1,DST,0.73055202,Correlation
DCN,DST,0.357142857,Correlation
DDX5,DST,0.404761905,Correlation
ANKRD17,EIF2S2,0.73055202,Correlation
ANXA1,EIF2S2,0.108433735,Correlation
ARHGAP29,EIF2S2,0.122720173,Correlation
ARIH1,EIF2S2,0.263477778,Correlation
ATP2C1,EIF2S2,0.167667677,Correlation
BBIP1,EIF2S2,0.50300303,Correlation
BTN3A3,EIF2S2,0.131738889,Correlation
CCDC53,EIF2S2,0.27545404,Correlation
CEP170B,EIF2S2,0.271084337,Correlation
COL4A1,EIF2S2,0.479050505,Correlation
COPG1,EIF2S2,0.395216666,Correlation
ANKRD17,ERGIC2,0.395216666,Correlation
ARIH1,ERGIC2,0.610789394,Correlation
ATM,ERGIC2,0.234939759,Correlation
ATP2C1,ERGIC2,0.538931818,Correlation
C14orf1,ERGIC2,0.311382828,Correlation
CEP170B,ERGIC2,0.271084337,Correlation
CLCN5,ERGIC2,0.419169192,Correlation
COPG1,ERGIC2,0.491026767,Correlation
CREG1,ERGIC2,0.478608676,Correlation
CST3,ERGIC2,0.403614458,Correlation
DDX5,ERGIC2,0.395216666,Correlation
DLST,ERGIC2,0.311382828,Correlation
DMD,ERGIC2,0.620481928,Correlation
EIF2S2,ERGIC2,0.43373494,Correlation
AHCTF1,ERH,0.21686747,Correlation
ANKRD17,ERH,0.311382828,Correlation
ANXA1,ERH,0.493975904,Correlation
AP2S1,ERH,0.718575757,Correlation
ARIH1,ERH,0.143715151,Correlation
ATM,ERH,0.361445783,Correlation
ATP2C1,ERH,0.119762626,Correlation
ATP5C1,ERH,0.610789394,Correlation
ATP5E,ERH,0.419169192,Correlation
AURKAIP1,ERH,0.443121717,Correlation
BBIP1,ERH,0.263477778,Correlation
C6orf106,ERH,0.467074242,Correlation
CCDC53,ERH,0.155691414,Correlation
CCDC93,ERH,0.271084337,Correlation
CCT3,ERH,0.50300303,Correlation
CEP170B,ERH,0.343373494,Correlation
CIAPIN1,ERH,0.203596465,Correlation
COA3,ERH,0.5,Correlation
COPG1,ERH,0.22754899,Correlation
CREB3L2,ERH,0.323359091,Correlation
CREG1,ERH,0.613600867,Correlation
CSRP1,ERH,0.22754899,Correlation
CST3,ERH,0.56626506,Correlation
CXorf40B,ERH,0.198795181,Correlation
DLST,ERH,0.802409595,Correlation
DMD,ERH,0.156626506,Correlation
EIF2S2,ERH,0.253012048,Correlation
ERGIC2,ERH,0.28313253,Correlation
ACTN1,FAM120A,0.203596465,Correlation
ANKRD17,FAM120A,0.610789394,Correlation
ANXA1,FAM120A,0.373493976,Correlation
ATM,FAM120A,0.373493976,Correlation
ATP5C1,FAM120A,0.191620202,Correlation
BBIP1,FAM120A,0.826362121,Correlation
BTN3A3,FAM120A,0.658694444,Correlation
CCDC53,FAM120A,0.610789394,Correlation
CCDC93,FAM120A,0.337349398,Correlation
CDC16,FAM120A,0.251501515,Correlation
CDH11,FAM120A,0.179643939,Correlation
CIAPIN1,FAM120A,0.586836868,Correlation
CLCN5,FAM120A,0.287430303,Correlation
CLNS1A,FAM120A,0.107786364,Correlation
COL4A1,FAM120A,0.395216666,Correlation
CREB3L2,FAM120A,0.287430303,Correlation
CXorf40B,FAM120A,0.289156627,Correlation
CYP1B1,FAM120A,0.325301205,Correlation
EIF2S2,FAM120A,0.530120482,Correlation
ERH,FAM120A,0.301204819,Correlation
ACTN1,FAM129A,0.131738889,Correlation
AHCTF1,FAM129A,0.475903614,Correlation
ALPK1,FAM129A,0.191620202,Correlation
ANXA1,FAM129A,0.493975904,Correlation
AP2S1,FAM129A,0.598813131,Correlation
ARHGAP29,FAM129A,0.269984382,Correlation
ATP5E,FAM129A,0.203596465,Correlation
AURKAIP1,FAM129A,0.263477778,Correlation
BGN,FAM129A,0.13253012,Correlation
C6orf106,FAM129A,0.251501515,Correlation
CEP170B,FAM129A,0.451807229,Correlation
CREB3L2,FAM129A,0.251501515,Correlation
CREG1,FAM129A,0.834497179,Correlation
CSRP1,FAM129A,0.634741919,Correlation
CST3,FAM129A,0.560240964,Correlation
CTDSP2,FAM129A,0.21686747,Correlation
CTNNB1,FAM129A,0.107786364,Correlation
DDX5,FAM129A,0.371264141,Correlation
DLST,FAM129A,0.562884343,Correlation
