GeneID,1-TDPneg,2-TDPneg,3-TDPneg,4-TDPneg,5-TDPneg,6-TDPneg,7-TDPneg,1-TDPpos,2-TDPpos,3-TDPpos,4-TDPpos,5-TDPpos,6-TDPpos,7-TDPpos
ENSG00000230970,7,21,21,8,20,9,4,15,17,26,11,36,5,3
ENSG00000230971,7,18,18,6,4,9,0,0,18,19,35,6,9,0
ENSG00000230972,12,41,48,159,70,75,107,7,37,20,10,51,47,16
ENSG00000230973,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230975,5,13,26,2,7,9,5,20,39,17,3,11,13,7
ENSG00000230977,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230978,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230979,4,6,3,3,4,4,1,4,10,6,5,5,5,0
ENSG00000230980,1,0,0,1,0,0,0,0,2,0,0,0,0,0
ENSG00000230982,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230986,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230987,2,10,7,0,4,12,0,0,8,4,0,15,8,2
ENSG00000230988,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230989,331,459,479,673,424,321,261,288,750,579,832,397,372,312
ENSG00000230990,2,11,4,0,16,8,50,6,1,7,2,6,4,1
ENSG00000230991,3,6,5,2,14,5,0,4,4,2,0,7,12,5
ENSG00000230992,0,1,0,0,0,0,0,0,4,0,0,0,0,0
ENSG00000230993,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230994,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230997,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230998,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231001,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000231004,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231006,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231009,1,5,3,2,5,5,2,2,7,5,3,3,8,4
ENSG00000231010,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231013,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231015,21,38,7,19,29,74,88,13,45,12,53,25,48,7
ENSG00000231017,0,0,0,0,0,0,0,0,0,0,2,0,0,0
ENSG00000231018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231019,19,26,38,21,89,50,38,33,25,40,26,60,41,89
ENSG00000231020,2,1,0,0,0,1,0,0,6,5,0,4,1,0
ENSG00000231022,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000231023,590,1460,255,39,814,1578,357,178,430,109,89,272,705,407
ENSG00000231024,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231025,178,176,178,311,217,158,234,128,203,161,511,219,132,226
ENSG00000231026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231027,0,0,2,0,1,1,0,0,0,0,0,0,0,0
ENSG00000231028,483,1365,1119,1417,920,1651,1148,357,1943,1461,1856,841,2200,1149
ENSG00000231029,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000231031,10,23,6,8,32,30,2,14,85,56,153,39,67,22
ENSG00000231032,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000231034,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231035,5,3,3,0,2,5,0,3,4,1,0,4,7,5
ENSG00000231039,57,52,75,67,52,64,77,54,90,70,72,71,74,92
ENSG00000231040,0,3,0,0,0,3,0,1,0,7,0,3,0,0
ENSG00000231043,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231046,312,418,478,471,595,448,516,284,302,375,455,398,339,347
ENSG00000231047,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231049,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231050,72,82,88,43,86,60,57,63,130,93,315,104,51,39
ENSG00000231051,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231052,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231053,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231054,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231056,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000231057,11,11,6,7,13,17,12,9,19,9,2,12,9,11
ENSG00000231058,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231060,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231061,2,15,1,32,4,1,0,14,9,3,18,0,6,0
ENSG00000231062,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231063,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231064,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231066,10,12,7,1,10,4,6,5,1,17,2,11,13,4
ENSG00000231068,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000231069,0,3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231070,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231071,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231072,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000231073,0,0,0,0,0,0,0,1,0,0,0,0,1,0
ENSG00000231074,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231078,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231079,3,15,21,15,28,29,0,5,17,33,1,23,26,1
ENSG00000231080,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231081,10,42,38,5,16,23,66,35,38,76,10,10,30,24
ENSG00000231082,0,1,0,0,5,5,0,3,1,4,1,3,10,2
ENSG00000231083,1,2,3,0,4,0,1,1,6,0,3,0,1,0
ENSG00000231084,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231086,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231087,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231090,1,3,8,4,1,7,2,0,2,16,15,0,2,35
ENSG00000231092,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231093,0,4,2,0,3,2,0,1,0,1,0,1,0,1
ENSG00000231095,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231096,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231098,11,5,11,3,27,4,18,3,7,9,14,14,6,5
ENSG00000231099,0,0,2,0,0,1,0,0,0,0,1,0,0,0
ENSG00000231100,0,0,0,0,5,0,0,0,0,0,0,0,0,0
ENSG00000231102,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231103,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231104,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231105,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231106,0,1,1,3,9,11,0,7,3,11,19,18,17,1
ENSG00000231107,29,75,48,56,50,140,68,61,135,87,85,121,379,51
ENSG00000231108,0,2,0,0,2,0,0,1,0,1,0,5,2,0
ENSG00000231110,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231112,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231113,320,286,492,593,382,296,553,381,401,536,666,414,364,714
ENSG00000231114,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231119,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231120,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231121,41592,31345,28303,23382,39445,30510,28734,36134,25767,24600,21059,39989,27001,30176
ENSG00000231122,6,6,6,0,9,0,64,7,4,15,0,16,2,2
ENSG00000231123,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231124,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231125,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231128,6,6,4,0,13,4,66,10,7,11,0,12,4,0
ENSG00000231130,0,0,0,0,1,0,0,2,0,0,0,1,0,0
ENSG00000231131,0,0,0,1,1,1,0,0,2,0,0,0,4,0
ENSG00000231132,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231133,29,78,42,38,97,49,18,122,78,129,76,109,91,115
ENSG00000231134,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231136,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231137,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231138,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231139,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231140,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231141,0,0,0,0,3,0,0,0,1,0,0,0,1,0
ENSG00000231143,0,1,1,1,1,0,2,5,0,0,0,1,1,1
ENSG00000231144,2,0,0,0,0,0,0,0,0,0,0,0,2,0
ENSG00000231147,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231148,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231149,11,5,4,35,11,1,0,10,3,4,2,13,5,24
ENSG00000231150,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231152,2,1,0,9,5,0,1,4,0,0,0,4,1,0
ENSG00000231153,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231154,62,76,31,69,72,71,32,54,74,55,54,85,68,23
ENSG00000231156,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231158,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231159,1,1,0,2,0,0,0,1,0,0,1,1,2,1
ENSG00000231160,1017,540,591,1609,1795,840,1287,1653,1993,2088,2850,2859,2311,1676
ENSG00000231162,5,10,3,8,6,4,5,2,3,3,3,1,2,1
ENSG00000231163,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231164,2,1,2,5,3,1,0,0,3,0,0,9,0,0
ENSG00000231165,28,30,34,50,42,23,38,25,25,20,12,63,45,15
ENSG00000231166,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231167,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231169,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231170,1,4,7,12,2,17,17,10,19,18,20,20,57,9
ENSG00000231171,3,15,20,307,47,9,82,11,11,25,16,35,12,18
ENSG00000231172,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231173,12,39,11,4,8,18,1,9,44,7,39,12,16,3
ENSG00000231175,39,73,25,24,52,33,33,36,76,69,34,122,119,101
ENSG00000231177,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231178,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231181,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231183,10,6,2,8,12,10,36,2,17,6,17,11,12,10
ENSG00000231184,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231185,263,2361,3490,3395,1521,1340,806,484,4477,5568,6139,1907,1937,1746
ENSG00000231187,79,133,50,46,114,108,109,117,280,140,74,159,142,108
ENSG00000231188,8,5,12,3,11,0,11,8,5,4,11,8,5,12
ENSG00000231189,2,0,0,0,0,4,5,1,0,0,0,0,1,0
ENSG00000231192,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231193,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231194,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231195,2,2,0,0,2,0,0,2,3,0,18,4,1,0
ENSG00000231196,21,45,74,8,70,52,75,7,30,29,31,32,26,37
ENSG00000231198,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231199,2,0,1,0,0,1,15,2,0,0,9,0,0,0
ENSG00000231200,676,926,505,1716,1010,805,1177,682,1484,972,1794,1416,1705,1844
ENSG00000231201,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231202,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231203,1,1,1,0,0,0,39,1,0,2,0,1,1,0
ENSG00000231204,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231205,682,670,622,923,1123,905,637,972,1077,940,1275,1305,1333,1160
ENSG00000231206,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231207,0,2,1,2,0,0,0,0,1,1,5,0,0,0
ENSG00000231208,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231210,5,7,0,1,21,16,1,8,15,14,0,11,17,0
ENSG00000231211,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231212,7,20,5,1,20,24,20,8,19,5,11,11,18,29
ENSG00000231213,3,0,0,0,15,0,34,6,19,35,35,17,21,3
ENSG00000231216,3,36,16,0,11,25,2,7,11,3,315,11,20,14
ENSG00000231217,347,459,483,1001,401,526,316,302,471,549,722,339,494,323
ENSG00000231219,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231221,0,0,0,0,0,0,0,0,0,1,3,0,2,0
ENSG00000231222,1,10,3,5,7,3,12,4,11,0,4,0,1,0
ENSG00000231226,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231227,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231228,1,6,1,0,2,5,3,1,0,1,0,4,0,2
ENSG00000231231,0,1,0,0,2,0,2,2,5,5,3,0,6,22
ENSG00000231232,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231233,6,15,3,15,20,11,1,13,17,24,37,26,21,21
ENSG00000231234,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231235,1,1,0,0,0,0,0,0,0,0,0,0,2,0
ENSG00000231236,14,14,13,16,80,27,55,42,44,48,25,134,72,148
ENSG00000231237,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231238,1,6,6,6,13,4,3,5,6,7,7,10,17,11
ENSG00000231240,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231241,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231243,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231244,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231245,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231246,476,1823,1298,298,1732,2657,921,277,333,349,220,383,335,286
ENSG00000231248,8,15,11,21,9,12,16,6,16,8,7,9,7,13
ENSG00000231249,287,262,261,94,439,577,210,328,439,293,272,415,437,266
ENSG00000231251,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231252,82,154,110,173,195,207,104,219,298,218,258,328,356,296
ENSG00000231253,51,45,61,95,51,33,11,61,190,134,184,103,118,80
ENSG00000231254,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231255,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231256,0,1,0,1,10,1,0,4,6,4,0,5,7,1
ENSG00000231258,0,3,1,3,1,4,4,3,6,5,6,0,7,3
ENSG00000231259,280,380,521,594,453,498,658,236,598,551,1145,462,565,393
ENSG00000231261,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231264,1,0,0,0,1,0,0,0,0,0,0,2,2,0
ENSG00000231265,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231266,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231270,6,2,5,4,6,3,2,2,4,4,5,4,4,5
ENSG00000231271,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231274,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231276,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231278,0,0,1,0,0,0,1,1,1,0,0,0,0,0
ENSG00000231280,0,1,0,0,0,1,0,1,0,0,0,0,0,0
ENSG00000231290,93,372,359,375,219,528,163,60,285,241,593,165,382,211
ENSG00000231291,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231292,0,0,0,0,0,0,0,1,2,1,0,5,1,0
ENSG00000231293,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231294,238,130,213,165,452,183,150,356,378,560,440,732,382,498
ENSG00000231295,23,28,38,1,29,20,32,13,26,13,45,24,20,4
ENSG00000231296,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231297,49,102,40,55,63,26,101,39,72,25,31,77,8,37
ENSG00000231298,2,1,0,0,2,5,0,0,6,1,0,7,6,0
ENSG00000231299,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231300,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231301,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231302,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231304,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231305,84,96,78,219,86,32,22,44,112,42,105,59,35,64
ENSG00000231307,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231310,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231311,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231312,7504,13104,12916,16267,10698,16950,13338,8234,16657,14765,17767,11721,16826,18500
ENSG00000231313,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000231316,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231317,3,0,2,3,2,1,6,1,1,6,2,4,0,3
ENSG00000231322,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231324,0,2,0,84,0,1,23,0,0,0,0,0,0,0
ENSG00000231326,8,22,1,0,2,23,2,6,27,8,25,6,23,0
ENSG00000231327,25,8,59,50,21,11,31,24,7,52,22,34,12,24
ENSG00000231328,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231329,148,172,143,66,176,180,126,218,418,336,287,224,265,164
ENSG00000231331,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231332,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231333,11,26,9,3,22,23,3,14,17,6,31,32,7,1
ENSG00000231334,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231335,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231336,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231340,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231341,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231344,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231345,18,3,1,4,8,4,4,16,19,2,12,4,13,4
ENSG00000231346,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231349,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231351,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231353,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231355,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231356,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231357,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231358,0,0,0,0,0,0,0,3,0,0,0,0,0,0
ENSG00000231359,0,5,0,0,1,1,2,1,7,3,15,2,1,0
ENSG00000231361,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231362,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231363,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231364,90,87,70,118,148,158,81,106,150,145,182,176,270,124
ENSG00000231365,5192,5861,4480,5728,6623,4964,2310,5993,5354,4153,5696,7164,4174,3747
ENSG00000231366,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231367,1333,1765,2281,2656,1666,1305,1851,1215,1761,2430,2258,1644,1332,2377
ENSG00000231368,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231369,5,15,8,27,17,10,1,9,10,11,4,6,17,1
ENSG00000231371,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231373,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231375,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231376,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231378,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231381,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231382,6,12,10,12,9,31,11,14,15,8,9,8,9,14
ENSG00000231383,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231384,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231386,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231388,0,3,1,4,2,2,0,2,2,1,2,2,0,1
ENSG00000231389,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231390,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231392,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231393,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231394,0,0,1,6,0,1,0,2,1,0,13,0,1,1
ENSG00000231395,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231396,1,0,1,0,1,1,0,0,0,0,0,2,0,2
ENSG00000231397,1,5,3,3,3,3,1,1,4,3,1,2,2,1
ENSG00000231398,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231399,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231401,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231402,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231403,0,0,0,0,3,0,73,1,1,0,0,0,0,0
ENSG00000231404,25,5,3,18,47,9,72,41,6,25,10,60,14,17
ENSG00000231405,0,2,2,19,2,11,1,0,6,3,0,1,4,20
ENSG00000231407,200,202,139,383,343,107,120,127,273,126,276,363,202,209
ENSG00000231409,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231411,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231412,4,11,5,0,5,3,1,5,5,2,3,8,12,0
ENSG00000231413,0,0,0,0,4,0,0,0,0,1,0,1,1,14
ENSG00000231414,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231416,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231417,7,7,8,13,10,5,1,2,6,0,0,5,10,1
ENSG00000231418,0,1,1,5,6,4,0,6,16,17,93,10,22,0
ENSG00000231419,18,14,10,96,19,18,26,28,78,37,36,26,61,6
ENSG00000231420,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231421,1,0,1,0,0,0,0,0,1,3,0,0,0,0
ENSG00000231422,12,20,21,14,8,38,23,16,35,52,38,11,65,39
ENSG00000231423,5,4,11,3,12,14,25,3,7,5,4,8,4,20
ENSG00000231424,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231426,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231427,5,1,0,8,7,20,0,5,5,11,32,2,65,1
ENSG00000231428,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231429,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231431,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231434,13,9,8,28,22,18,5,10,16,15,18,18,14,3
ENSG00000231435,61,116,39,39,92,20,17,111,202,107,114,165,133,126
ENSG00000231436,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000231437,3326,3459,2416,2141,3755,2985,2507,1293,1632,834,1542,1405,831,1311
ENSG00000231439,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231440,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231441,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231442,1,3,3,0,1,7,6,4,8,2,1,6,5,1
ENSG00000231443,49,40,39,17,77,33,7,67,61,51,32,120,101,84
ENSG00000231445,0,0,1,0,0,1,1,0,2,0,0,2,0,0
ENSG00000231447,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231449,25,19,16,2,38,35,92,35,31,26,22,48,43,66
ENSG00000231453,1,0,0,11,1,3,0,8,28,12,17,14,12,15
ENSG00000231454,0,0,0,1,0,0,3,0,0,1,0,0,0,1
ENSG00000231458,52,51,53,8,69,66,31,38,40,27,10,63,65,46
ENSG00000231459,108,336,234,147,188,590,450,125,399,406,353,244,520,546
ENSG00000231460,367,128,183,249,460,114,219,550,883,477,743,831,548,610
ENSG00000231461,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231464,7,10,3,1,5,4,11,4,13,5,1,8,4,8
ENSG00000231465,33,19,6,1,7,9,1,18,39,5,0,9,12,0
ENSG00000231466,53,61,16,13,99,36,79,37,82,30,5,82,23,39
ENSG00000231467,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231468,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231470,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231471,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231473,26,34,17,10,48,39,33,32,44,31,19,39,33,42
ENSG00000231475,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231476,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231477,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231478,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231480,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231482,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231483,0,0,0,0,0,4,0,0,1,2,0,1,0,0
ENSG00000231484,12,12,1,10,8,7,8,9,7,2,11,6,7,5
ENSG00000231485,0,2,0,0,2,0,0,1,1,1,0,0,1,0
ENSG00000231487,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231489,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231490,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231491,0,0,0,4,9,1,0,0,0,0,0,0,1,0
ENSG00000231492,0,1,5,1,1,6,2,1,3,2,5,0,1,2
ENSG00000231494,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231495,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231496,1410,2698,2153,2337,2554,3284,1884,1043,1206,820,1964,1736,1791,1563
ENSG00000231500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231501,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231503,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231504,0,0,0,1,0,1,0,1,3,0,1,0,1,0
ENSG00000231505,0,0,0,0,0,0,1,1,0,0,0,0,1,2
ENSG00000231507,10,8,27,21,12,7,20,7,14,22,8,4,14,0
ENSG00000231508,0,0,0,0,0,0,0,0,0,0,0,0,0,0
