Gene.Symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B,Fold.Change,C_JK.C.05.07.CEL,C_JK.C.12.07.CEL,C_JK.C.35.96.CEL,C_JK.C.39.97.CEL,C_JK.CC2.CEL,C_JK.CC4.CEL,P_LC.04.06.CEL,P_LC.299.99.CEL,P_LC.96.06.CEL
LOC102724441 ,0.583192071,1.645346912,1.017096311,0.334743808,0.719620876,-5.474949369,1.498160377,2.19411309,3.511610307,1.295177972,10.29999747,2.423437993,1.676147468,3.729701223,3.190854129,5.773403892
HCN4,-0.233774084,2.352142435,-1.016254856,0.335123724,0.71991712,-5.475743412,-1.175907097,3.91095293,5.512724337,7.705801847,7.198439221,4.740119648,4.321596715,4.724929598,4.928273984,4.133901002
KLHDC9,-0.229064889,4.981633772,-1.016062862,0.335210454,0.71991712,-5.475924516,-1.172075,39.98819062,20.454697,32.32795523,36.85696877,43.37475867,32.32795523,26.249825,32.32795523,27.05503656
ZBTB4,-0.176828117,7.163477169,-1.015944468,0.335263945,0.71991712,-5.47603618,-1.130395883,129.9938599,198.1892391,171.7153044,150.2899408,142.9640705,116.6867138,125.7718095,144.6990922,126.6934765
STAU2,0.346407835,3.138381135,1.015696796,0.335375865,0.719988827,-5.476269742,1.271391047,6.668908473,9.559909901,9.07243308,14.62122717,7.815588946,4.362595979,11.79957461,12.4581971,7.507188628
PPP1CC,-0.237584375,5.665218508,-1.01521801,0.335592304,0.720195887,-5.476721125,-1.179016882,58.5786716,52.4409608,49.31559994,74.93752665,56.49318184,37.0130091,33.49943934,55.98962821,50.12067827
CBLB,-0.37100575,3.747216359,-1.015061321,0.335663159,0.72023391,-5.47686881,-1.293254087,9.706521728,19.24570194,12.81005857,10.30271652,12.15552804,32.72207104,11.50531394,13.21628482,9.521338194
ST8SIA4,0.307525495,1.054368696,1.015050058,0.335668252,0.72023391,-5.476879425,1.23758318,1.541978349,3.842069469,1.756479877,1.593411389,1.916136747,1.648882628,3.169644625,1.830728354,2.364308414
ATOH8,-0.305876472,2.308848648,-1.014266834,0.336022599,0.720591606,-5.477617363,-1.236169412,4.041319305,4.363919214,4.8844599,3.999947531,6.203271901,10.57939054,4.724929598,3.667750849,4.593534069
C1orf109,0.392338256,3.470051412,1.014106804,0.336095035,0.720612853,-5.477768085,1.312518953,8.115933413,20.23247478,10.57442927,11.57678973,10.9737938,4.872331653,10.29999747,18.38778935,12.37693796
MAP2K4,-0.864809244,4.708671837,-1.013805434,0.336231478,0.720658165,-5.478051874,-1.821098862,15.59467993,71.25166071,65.60419344,100.6722854,22.23079945,6.498419703,14.14423245,35.56716418,10.71664186
INTS9,-0.254620908,2.350148572,-1.013783876,0.33624124,0.720658165,-5.478072172,-1.193022215,4.079333597,7.603642664,5.049938656,7.409524447,3.99733311,5.390519832,3.584639647,5.554367659,4.67755017
LOC100129129,0.416197179,6.758856441,1.01340954,0.336410779,0.720840282,-5.478424574,1.334405536,97.89018156,91.73120913,175.7153044,178.7471251,69.27364233,46.37271804,133.0625173,152.2982796,111.6041933
ZNFX1,0.159121142,3.273464543,1.01339596,0.336416931,0.720840282,-5.478437356,1.116606719,10.45414392,11.09740351,9.376318394,7.632753545,8.19638753,9.634289837,12.28001349,9.342404024,9.825983626
VTA1,-0.32781561,0.983447728,-1.013159895,0.336523881,0.720896571,-5.478659533,-1.255111566,1.628101991,2.432697485,1.840172622,3.558718503,2.678870597,1.354486261,1.335768674,2.502484778,1.467825518
RNASEH1,0.277616679,3.869624334,1.01219296,0.336962221,0.721157452,-5.479569158,1.2121907,11.3371479,18.10518164,15.20554625,21.01866587,9.825283577,10.29999747,14.00953295,21.3274497,15.36025059
BLNK,-0.287724047,1.649576286,-1.012000878,0.337049348,0.721287141,-5.479749773,-1.220712998,4.691574058,4.118107789,4.148118542,2.421395377,2.433950292,3.008942807,2.525178664,2.062184749,3.97987111
ANGPTL1,-0.380386092,1.603472865,-1.011972117,0.337062395,0.721287141,-5.479776815,-1.301690166,3.840569687,2.411998317,7.590351714,2.492084495,2.009582294,3.788547312,2.738457104,2.208275001,2.738457104
DKFZP586I1420,-0.522699159,3.77577207,-1.011863738,0.337111564,0.721292683,-5.479878711,-1.436640566,21.50410873,19.31349551,12.72838542,11.15480944,5.838396637,39.5830041,14.03735846,11.42671124,7.761739376
BARD1,-0.180733462,0.951309518,-1.011134256,0.337442653,0.721507843,-5.480564327,-1.133459987,1.632969712,1.800086569,2.553838613,2.569263564,1.822437732,1.910390983,1.95618638,1.822437732,1.57849345
PKI55,-0.476061511,1.67818068,-1.01086546,0.337564712,0.721562184,-5.480816861,-1.390941275,2.24100278,3.529231252,7.595163908,7.651846532,2.098086496,2.155086096,2.464586225,2.510039874,2.738457104
KCNT2,0.500437212,2.093814605,1.010559714,0.337703591,0.721635363,-5.481104045,1.414642208,5.84079255,1.593411389,5.017529335,3.565459211,6.149121079,2.953212175,3.71900029,11.19309888,3.739552854
PTCSC1,-0.203994208,1.98464866,-1.010191248,0.337871015,0.721802749,-5.481450051,-1.151883018,4.375445989,3.008942807,4.427465723,3.494200266,4.558410297,5.491572771,4.032274058,2.945762078,3.933252912
LOC102724985 ,0.3200911,1.496147817,1.010112831,0.337906655,0.721804097,-5.481523675,1.248409378,2.539442314,2.223548983,1.958544107,1.903849418,2.886647245,5.319287452,3.819928017,3.606422687,2.539442314
KCMF1,0.555558679,2.224055684,1.009868913,0.33801753,0.721833708,-5.481752655,1.469737675,2.662029139,7.785273621,5.280197966,6.439960071,5.594046623,1.221290662,4.225740344,6.587159982,7.914091254
CHMP7,-0.337736089,3.951656504,-1.009692749,0.338097624,0.721863776,-5.481918004,-1.263771896,11.57290125,31.45290778,18.8666824,22.51185724,13.76236897,10.29999747,11.95702344,14.04042845,13.81530868
SNRPD3,-0.361267903,4.690861556,-1.009520642,0.338175887,0.721870215,-5.482079523,-1.284554324,21.83683302,33.31029159,41.43916196,49.5305825,18.26310607,17.96461962,17.1179738,27.97113991,21.80733666
SLC22A18,-0.430370478,3.50964528,-1.009185929,0.338328131,0.722008614,-5.482393582,-1.347579585,5.664977346,20.92902091,19.2043797,18.44537463,11.65220629,8.100593687,10.4543515,11.19796989,6.949927446
SELO,-0.241399377,2.595613238,-1.009102139,0.338366251,0.722042573,-5.482472189,-1.18213875,8.967757985,7.287192214,5.306299895,7.561630857,6.439960071,4.035961502,4.751063731,5.501630941,6.045790702
METAP1,-0.48829126,3.585849245,-1.008573212,0.338606959,0.722189799,-5.482968277,-1.402782424,11.98551127,21.12136366,18.83846823,27.93909935,8.211123277,5.390519832,9.015980916,11.98551127,8.141311429
KLHL13,-0.280507808,2.609439614,-1.008361185,0.338703487,0.722308596,-5.483167083,-1.214622338,10.29999747,5.89080421,6.914949105,8.227136851,5.89080421,3.747797334,5.700657476,5.700657476,4.740524162
TSEN15,0.325932433,1.563309315,1.008280139,0.338740389,0.722308596,-5.483243066,1.253474314,2.66054789,2.738457104,2.717895156,5.448850602,2.022867015,1.942697335,4.805237261,2.738457104,3.081903872
DCAF12L2,-0.364523595,1.176578583,-1.007707508,0.339001207,0.722551498,-5.48377979,-1.287456417,1.771821561,3.008942807,3.233756545,4.898613452,1.468960837,1.782186389,1.679533353,1.947081216,2.130681647
ZBED6,-0.513557727,2.544460038,-1.00675913,0.3394335,0.722899623,-5.48466817,-1.427566278,6.009238942,4.361432624,7.027116068,3.912837264,4.633211265,24.06277275,4.633211265,4.538576027,4.633211265
BC052775 ,0.332370208,0.808760767,1.006258917,0.339661674,0.723107486,-5.48513647,1.259080223,2.027230864,1.686012232,0.962035125,1.163945372,2.986799684,1.594289343,2.370109604,1.593411389,2.256286312
AHCYL2,-0.269540282,1.764521183,-1.006216847,0.33968087,0.723107486,-5.485175848,-1.205423656,4.574799707,3.683074417,2.863711215,5.376064693,2.86372972,3.008942807,3.551256215,3.683074417,2.063713911
MRS2,0.380414127,2.233061157,1.005988751,0.33978496,0.723150746,-5.485389324,1.30171546,5.229830532,4.591521522,4.427465723,3.321605015,5.996762489,3.008942807,3.667767624,11.91078795,4.03037069
PNPLA6,-0.50228518,3.259429666,-1.005354568,0.340074489,0.723362003,-5.485982658,-1.416455404,5.762345476,24.47232829,14.00242141,17.16297873,9.414923426,4.848810562,6.046190217,10.36218539,6.985851004
KIAA1324,0.263209896,1.408322163,1.005105187,0.340188392,0.723446142,-5.486215894,1.200145978,1.846055076,1.98626085,2.257202464,2.749828787,4.538576027,2.350381816,2.749187899,3.242324921,3.021682529
HEPH,-0.581927827,2.189082174,-1.004668418,0.340387951,0.723686272,-5.486624277,-1.496848103,21.6349654,3.635279429,2.940091625,3.30582572,3.976168181,6.628759726,3.123015191,2.971251543,4.56109599
SLC38A7,-0.160822283,2.784600864,-1.004291524,0.340560224,0.723842724,-5.486976564,-1.117924132,5.625775927,9.321654861,6.425586851,7.030190199,7.524634777,7.503678704,5.948744834,6.643220181,6.623941801
UBE2E3,-0.363665205,4.694190363,-1.003920352,0.340729945,0.724123235,-5.4873234,-1.28669062,34.53951095,43.22764687,30.6260313,36.34689575,20.40150761,14.69612407,14.94915275,31.35635442,22.35557785
RBFOX2,-0.233367032,5.438650946,-1.003254793,0.341034435,0.72420027,-5.487945067,-1.175575365,45.58050495,44.21287774,45.91259334,61.27086458,43.95994358,36.90731929,42.99289901,53.09445925,25.86094113
AFG3L2,0.507335538,8.329870695,1.00321201,0.341054015,0.72420027,-5.487985017,1.421422596,235.0979808,509.5844254,409.2483219,436.3819711,300.6046751,85.40528033,389.7249262,502.0445742,344.0081931
EBAG9,0.449783211,6.045858947,1.003012055,0.341145537,0.72420027,-5.488171715,1.365835002,50.91706007,74.02999889,94.37502857,112.1587219,50.72913247,22.02390041,71.25022235,86.84756575,86.93752665
ZHX1,0.20982287,4.670653311,1.00296355,0.341167741,0.72420027,-5.488217,1.156546178,24.57384592,27.31637783,22.56607243,31.77671753,19.07017601,22.22790676,22.62296835,38.51952051,25.35804297
NAA50,-0.384282348,4.575385527,-1.002882188,0.341204988,0.72420027,-5.488292956,-1.305210364,25.68724134,38.83829288,30.16846421,43.11427044,21.34358588,11.29565737,17.37624332,24.53345786,18.65989411
PAK2,0.293808251,1.956870668,1.002765773,0.341258289,0.724256538,-5.488401629,1.225871919,2.676219106,4.280306371,4.046878257,5.735623483,4.190812585,2.04444242,4.551384433,4.437910071,4.353098379
TCEANC,0.175604174,1.018049578,1.002307956,0.341467958,0.724532778,-5.488828899,1.129437293,1.945764031,1.643235668,1.945764031,1.713552245,1.945764031,2.607286739,2.088563593,1.884612308,2.691813091
RWDD2A,-0.544623115,2.46413872,-1.002174593,0.341529054,0.724549939,-5.488953335,-1.458639244,3.976740017,6.833210136,10.49604001,16.58080847,4.752003785,2.6724763,6.176384449,4.668775091,2.738457104
FNDC4,-0.596777178,5.33573355,-1.001860579,0.34167294,0.724566887,-5.489246277,-1.512334401,17.16297873,116.9985748,60.97095366,77.00172917,47.93302709,21.95630168,27.00083547,49.4526025,21.56679082
DPP10,0.72249679,3.883993529,1.001807528,0.341697253,0.724566887,-5.48929576,1.650035187,27.04181576,8.02044683,16.82727166,25.82853446,12.66098336,3.187055291,13.02088255,52.52982536,12.80960384
AP4B1,-0.336533526,3.748189736,-1.001753802,0.341721877,0.724566887,-5.489345872,-1.262718915,12.36732826,15.20021548,18.40906406,28.38993315,9.595300229,9.957225245,12.4486314,13.46424113,9.078952816
GAPVD1,-0.372506567,3.275881746,-1.00173509,0.341730453,0.724566887,-5.489363324,-1.294600141,9.634289837,9.221147532,10.01945834,15.49418486,11.27904655,8.89637871,8.151056882,16.26170057,4.090390949
AGPAT9,1.086335121,4.118284424,1.001721728,0.341736578,0.724566887,-5.489375787,2.123339587,5.967273501,23.42841527,39.88870705,73.2417539,9.226015904,1.615035937,23.64318217,58.49310514,17.07692752
AHI1,0.233514059,5.613593745,1.001626498,0.341780229,0.724566887,-5.489464602,1.175695176,46.26188572,52.04901629,52.57588912,56.28154,48.65685252,28.75005395,58.48516421,41.87934031,66.24059561
HIST3H2A,-0.309722592,3.286533176,-1.001406091,0.341881273,0.724566887,-5.489670137,-1.239469346,10.29999747,16.59143394,10.14158251,10.29999747,10.48082722,7.087328109,5.041294226,11.88333714,10.09446155
PRKDC,-0.553150284,0.99868963,-1.001284928,0.34193683,0.724627758,-5.48978311,-1.467286182,1.811212853,8.686990508,1.417260065,2.385775471,2.066854931,1.246277954,1.063266987,1.950317521,1.787019526
ARHGEF10L,-0.228145044,3.782455194,-1.000958928,0.342086342,0.72478928,-5.490087017,-1.171327937,14.68675793,19.11761681,14.68675793,13.63019041,15.88735642,10.43068041,14.91617006,14.68675793,8.668763318
BEST1,0.196635019,2.201465606,1.000015494,0.342519301,0.72518753,-5.490966076,1.146022222,4.538576027,4.451314862,3.697616376,4.538576027,3.390021741,6.271986772,4.724929598,5.959264569,4.538576027
CCSAP,-0.129934806,0.550850115,-0.999360435,0.342820159,0.725524962,-5.49157605,-1.094244252,1.312989411,1.330812635,1.587784476,1.485361867,1.686650467,1.7026914,1.485361867,1.30235547,1.357303181
SPX,0.472348662,1.326273346,0.999187803,0.342899479,0.725524962,-5.491736748,1.387366219,1.78038148,6.453824918,1.5558899,1.94835671,2.75220237,1.347249967,2.283710529,2.758331996,4.817689637
IL17RA,-0.18081193,2.419787804,-0.999087169,0.342945724,0.725524962,-5.491830414,-1.133521637,5.616347131,5.616347131,5.022886472,4.274111923,6.951930321,6.406478204,5.31140781,3.997264777,5.616347131
LAMTOR3,-0.478488183,3.818528913,-0.999070644,0.342953319,0.725524962,-5.491845795,-1.393282864,16.91872572,29.52468903,19.40420059,22.78142648,12.66098336,5.476863967,8.411558966,16.49375394,10.42799058
ENPP1,0.169424916,1.996283624,0.999066428,0.342955257,0.725524962,-5.491849719,1.124610106,5.110588574,3.322087511,3.854876289,3.529222219,3.356182392,4.113642511,5.154859982,3.915090764,3.97987111
REV3L,0.312129791,4.083428101,0.999001074,0.342985292,0.725524962,-5.491910544,1.24153918,14.42464999,19.74840377,17.47941944,14.6357237,23.01834676,9.17978662,15.64712184,30.33699733,15.82037713
NOL12 ,-0.242917562,1.871082702,-0.998091616,0.34340347,0.725935072,-5.49275664,-1.183383399,4.733152829,4.043973056,3.635279429,2.359756062,3.635279429,5.621620975,3.635279429,2.995081999,3.210395897
IFITM1,-0.55057938,5.444036236,-0.997897093,0.343492962,0.726011972,-5.492937531,-1.464673784,77.64837733,44.35656057,43.74347129,15.92801322,65.67802623,92.64155829,24.77947169,65.63229828,23.64629708
UMPS,-0.147609351,1.904695838,-0.997742849,0.343563936,0.726092356,-5.493080946,-1.107732359,3.635279429,3.565385542,3.635279429,4.97205935,3.377845178,4.273020954,3.692063726,3.187388982,3.635279429
FAM53C,-0.154477089,4.38724991,-0.997727861,0.343570834,0.726092356,-5.493094881,-1.113018127,22.50197186,25.85152462,20.53956454,20.24948796,23.98055631,17.93065414,17.40168743,23.40074613,18.16585825
C16orf45,-0.277827643,4.7401593,-0.997659172,0.343602444,0.726131093,-5.493158741,-1.212367971,19.56871534,54.11942259,26.12610508,29.48763341,25.62181114,25.62181114,25.05316846,25.62181114,20.23247478
CD53,-0.424537311,3.841983315,-0.997474934,0.343687241,0.726189602,-5.493330009,-1.342141994,13.92006242,33.73040877,11.08634586,7.174531316,22.97359268,18.25730168,11.25149396,10.41777574,13.96608035
GDAP1,0.547820512,7.231131833,0.997454733,0.34369654,0.726189602,-5.493348787,1.461875563,123.9375267,220.9736802,196.9375267,241.7197793,119.2346275,34.61929766,219.0683152,170.8441005,193.643985
NEURL4,0.32893227,2.991565125,0.997343341,0.343747818,0.726241815,-5.493452324,1.25608341,6.73018994,8.629423827,3.498797556,7.638644966,8.629423827,11.97683315,10.29999747,7.752271801,9.940846322
SLC38A2,-0.375831063,7.481568591,-0.99727916,0.343777366,0.726276177,-5.493511975,-1.297586813,182.6041933,210.4458433,262.4205687,279.8858308,182.6041933,106.4612545,86.0578937,256.4167961,153.6454322
CLUH,0.2261884,4.104211361,0.997168602,0.343828268,0.726285095,-5.493614723,1.169740409,12.79937857,21.87091814,15.41113958,14.56061775,21.49172485,14.00953295,15.06738589,24.74224426,18.67128335
LOC100506834,0.223073739,0.419729108,0.996698301,0.344044865,0.726285348,-5.494051697,1.167217759,0.962035125,1.30235547,1.30235547,1.30235547,1.544298152,1.281421012,1.128087496,1.30235547,2.21965054
PTPRA,-0.464981843,3.833186046,-0.996695095,0.344046342,0.726285348,-5.494054674,-1.380299982,25.02788385,32.58466712,10.7917228,14.79786904,17.95069404,6.832225825,8.292309958,17.12035287,10.70475503
AP1G2 ,0.372354209,3.412807313,0.996448836,0.344159798,0.726326357,-5.494283417,1.294463431,6.157857621,17.65652513,11.87440016,10.9737938,12.29827446,4.998240106,11.29309076,15.38263378,11.65220629
THNSL1,-0.599831923,1.805833859,-0.996097414,0.344321752,0.72633467,-5.494609764,-1.515539993,3.12355873,3.476573739,7.301161013,12.37215108,3.008942807,1.421489188,2.370109604,4.092611045,1.918345254
DMTN,-0.38317517,3.579694071,-0.996017199,0.344358727,0.72633467,-5.494684243,-1.304209081,9.087313946,17.36792476,18.94641634,23.62296835,9.826232424,7.158699699,7.917600816,10.14168462,12.51375734
CSPP1,-0.475019839,4.548997686,-0.995740225,0.344486421,0.726337525,-5.494941373,-1.389937333,41.73597579,14.15318556,20.23247478,17.78854007,20.23247478,73.90875195,18.40906406,20.23247478,17.82719869
ATG12,0.203095001,2.230934435,0.995225065,0.344724022,0.726516804,-5.495419475,1.151165293,4.724929598,4.284523923,5.312999801,5.629556311,4.46368622,2.988052245,4.724929598,6.140719231,4.724929598
INTS7,0.37173149,1.702733606,0.994756719,0.344940137,0.72673893,-5.495853958,1.293904814,1.91459183,3.574787503,4.540854972,3.574787503,4.306179378,1.485361867,2.962229763,4.127089972,4.723497059
MICU2,-0.328649948,5.311552791,-0.994678513,0.344976234,0.726740972,-5.495926494,-1.255837631,45.73531774,84.57204456,40.18668866,44.40673965,33.10043002,27.07970882,24.80566163,40.18668866,39.83915505
UG0898H09,-0.293078612,0.798559671,-0.994642669,0.34499278,0.726740972,-5.495959737,-1.225252094,3.587562491,1.945764031,1.611878892,1.972108417,1.384699954,1.352959742,1.441555624,1.328826766,1.829871378
VIMP,-0.45688452,4.564684195,-0.994518639,0.345050036,0.726740972,-5.496074762,-1.37257456,21.44525547,61.90052524,30.11477511,41.3485081,14.48271507,13.82286472,16.41436472,22.40074613,19.13207775
NT5E,-0.5096828,1.328339217,-0.994426908,0.345092386,0.726740972,-5.496159825,-1.42373713,6.160073735,3.516775465,1.923889552,5.306299895,1.194529003,1.923889552,2.370109604,1.390635665,2.370109604
JAKMIP2,0.336712928,3.299890241,0.994414687,0.345098029,0.726740972,-5.496171157,1.262875945,7.300215189,15.78649302,10.5791074,11.69192782,7.301734409,5.496570199,9.036856885,16.63916871,10.13141691
EVI2A,0.105766579,4.642405114,0.994238759,0.345179263,0.726743638,-5.496334279,1.076066009,25.02788385,25.02788385,23.23565934,25.67621101,25.02788385,22.40696282,25.36755079,28.41088294,25.02788385
KCNMB4,-0.655977599,5.090561879,-0.994207729,0.345193593,0.726743638,-5.496363048,-1.575683306,17.22652965,118.5280413,52.30856475,51.93917703,46.05768799,15.20617152,15.94043534,52.89777266,18.8955714
SOX7,-0.275547767,2.857217758,-0.994127019,0.345230866,0.726763346,-5.496437873,-1.210453591,6.174147922,7.606157676,12.50715963,5.042694043,9.414923426,7.606157676,5.338323368,8.292309958,5.866081018
ZNF521,-0.173215769,2.295786962,-0.993666525,0.345443589,0.726849854,-5.496864699,-1.127569039,4.063053681,5.306299895,5.392254772,6.317254138,4.364996148,5.558578606,3.916271555,5.501630941,4.321670795
PTX3,0.440149947,1.463305323,0.993566336,0.345489884,0.726849854,-5.496957542,1.356745333,2.305140976,3.547373703,2.303765045,5.306299895,2.49383702,0.957841435,3.517864873,2.79422542,3.926019615
PHF13,-0.222608615,3.181589347,-0.993434517,0.345550801,0.726878543,-5.497079684,-1.16684151,13.20536281,7.087328109,8.407146249,7.528939118,11.92334524,10.75309103,8.331288741,9.382956505,7.017555433
SCAMP5,-0.348008958,4.034902684,-0.992827161,0.345831581,0.727132044,-5.497642289,-1.272802839,12.15250496,37.70572425,16.83165598,19.83995016,16.83165598,12.20155922,12.13509609,19.22678003,11.65220629
SH3BGRL2,-0.440342812,4.344489239,-0.992610702,0.34593169,0.727258628,-5.497842733,-1.356926721,13.01844861,33.97781531,36.40095683,36.87482284,22.01573853,9.901741065,20.34358589,15.78087471,14.18382491
NRIP1,0.249434386,3.473689002,0.9920941,0.346170699,0.727311795,-5.498320973,1.188740974,9.808413629,6.439960071,9.808413629,14.43801886,10.29999747,14.43801886,12.7613003,14.11839682,10.75345215
BHMT2,0.189375992,1.785450823,0.991930097,0.346246601,0.727417212,-5.498472755,1.140270408,3.817159162,3.60643507,3.045185886,2.284581145,3.640642036,3.701800848,4.291475101,3.1186229,3.97987111
FAT3,0.196645599,2.407373299,0.991887741,0.346266206,0.727430447,-5.498511952,1.146030626,6.040905436,3.41371453,5.113072187,5.84303455,5.127914106,5.372378926,4.724929598,6.439960071,6.44449146
PCDP1,-0.440710744,1.646097872,-0.991751418,0.34632931,0.727458264,-5.498638098,-1.357272823,10.88329439,2.527516571,2.342290311,3.293750768,2.558660718,3.189222158,2.738457104,2.219362862,2.738457104
LYSMD3,0.301951569,3.050020446,0.991727966,0.346340167,0.727458264,-5.498659797,1.23281094,11.23611733,7.421247539,9.933890384,6.569184257,7.421247539,5.258864524,7.421247539,15.67768911,7.421247539
PELO,-0.416831445,3.071736086,-0.991484984,0.346452667,0.727471145,-5.498884601,-1.334992323,8.110028149,15.02688405,10.98934908,16.59467988,6.202931745,4.567058698,4.70409447,8.4199646,8.4199646
ETS1,-0.304848716,4.075612423,-0.99109857,0.346631632,0.727624663,-5.499242015,-1.235289095,30.98039532,12.0191671,15.76496586,15.76496586,17.96461962,21.0892596,14.59864031,10.27898973,20.93363825
SETD7,-0.264426424,4.512506881,-0.990571007,0.346876081,0.727960141,-5.499729807,-1.201158407,24.18056326,23.34752232,31.08768216,36.36445199,13.68947302,23.34752232,19.01875604,20.52068134,21.11666481
AFF2,0.205929356,3.273580345,0.990359955,0.346973908,0.728002179,-5.499924891,1.153429124,8.249820901,11.36048094,10.21236346,7.157740661,12.66098336,7.087328109,10.21236346,10.21236346,11.53631039
TMEM196,-0.206115491,0.297973351,-0.990156932,0.347068033,0.728002179,-5.500112521,-1.153577948,1.27132274,1.568676691,1.542125988,1.568676691,0.962035125,0.990042648,1.162516025,0.944817863,1.27132274
RNF180,0.515185906,2.083764222,0.99010478,0.347092215,0.728002179,-5.500160714,1.429178292,4.463029153,3.838399572,7.087328109,5.163683157,4.515505835,1.003579884,4.649054934,6.177925656,5.417414557
UCN,-1.02508149,3.603074321,-0.989980685,0.34714976,0.728002179,-5.500275381,-2.035074331,5.616347131,149.1641429,15.73991482,4.574229096,28.4512828,7.769994568,17.26663168,4.467640522,5.616347131
LINC00323,-0.457127687,1.178673103,-0.989898402,0.34718792,0.72805199,-5.500351406,-1.372805928,1.729914036,8.143620282,1.798537594,2.29953769,2.128810835,2.04444242,1.407417778,2.304919083,1.897364932
SNAP25,0.472611248,2.630406507,0.989593166,0.347329505,0.728065191,-5.500633383,1.387618758,3.524741423,6.439960071,6.98871591,7.64257851,9.928388188,2.431760228,5.066724273,14.00953295,6.439960071
RANBP6,0.673605727,6.506094256,0.989449657,0.347396087,0.728065191,-5.500765934,1.595054509,49.49433446,175.3358631,112.253738,161.129652,87.3819711,16.1585257,110.9489907,153.1597489,112.4272619
FBXL20,0.153034057,3.746612232,0.989279753,0.347474928,0.728065191,-5.500922844,1.111905405,13.49809451,11.65220629,11.40081067,12.31881705,12.66098336,16.91482446,16.7021698,13.11997846,13.64450103
TRMT6,0.400697475,3.023530705,0.989162762,0.347529222,0.728097492,-5.501030874,1.320145985,4.538576027,9.937426579,8.291045493,13.91792129,8.403421069,3.792829715,8.292309958,14.00953295,8.066126701
MGAT3,-0.199028419,2.465351304,-0.989104502,0.347556263,0.728111616,-5.501084668,-1.147925026,5.008370393,7.162687016,5.646472788,6.063699365,5.646472788,5.390519832,6.481892368,5.646472788,3.492432124
SNHG1 ,-0.24652387,4.171316584,-0.989071928,0.347571382,0.728111616,-5.501114744,-1.186345206,28.56108232,24.10023517,18.26159858,19.07573062,12.38322736,16.21514652,13.49630674,17.14032745,17.96461962
DCK,0.275997671,4.265204044,0.988965375,0.347620843,0.728149935,-5.501213121,1.21083113,20.74022268,21.89019217,14.68675793,25.15922524,20.74022268,9.909674024,25.32524791,20.34358589,20.23247478
CTBS,-0.243348126,1.30627282,-0.988038999,0.348051077,0.728520831,-5.502068053,-1.183736626,4.155012711,2.752349484,1.79145514,2.049935252,3.143182419,2.428188376,2.370109604,2.102858606,2.165674741
SCN2A,-0.361870379,2.145764739,-0.987699906,0.34820866,0.728734003,-5.502380834,-1.285090871,4.361649328,4.741663164,9.497898133,4.538576027,5.50022855,2.529272802,4.1198965,4.91735481,2.590198943
AK021804,0.491311688,5.895160338,0.987090673,0.348491913,0.72899703,-5.502942578,1.405722368,129.1469477,23.26748025,43.85424782,34.39660378,56.10363103,88.4239142,95.93879955,53.2050221,81.60419332
FRMD6,-0.698394374,2.689046223,-0.986962519,0.348551518,0.729061875,-5.503060708,-1.62269783,25.02788385,2.792197842,5.859834094,3.930127756,10.15986654,11.58314354,4.321798485,2.225046075,10.59185157
ARPC5L,0.295066407,3.532340495,0.98686781,0.348595573,0.729066193,-5.503148001,1.226941452,7.666739373,11.31963138,12.26933673,13.30321068,15.38092839,7.314622142,19.50355059,12.69809398,9.414923426
LOC101929243,-0.190449943,2.370227145,-0.986581838,0.34872862,0.729213191,-5.503411539,-1.141119549,5.616347131,4.988670407,5.101339299,7.540787115,5.817478911,3.96683953,4.07847393,5.101339299,5.101339299
PPP2R2A,-0.679273106,3.565782116,-0.986460329,0.348785163,0.729282706,-5.503523498,-1.60133273,13.91026664,23.44059857,21.49596457,37.22460092,3.756632804,7.213026411,6.439960071,16.27527903,6.177992065
UCP2,-0.55554433,4.220606263,-0.98611311,0.348946774,0.729283844,-5.503843365,-1.469723056,35.58427383,36.53784314,10.56048673,7.66056516,26.6526367,32.35635442,15.09455065,8.779359536,22.63774778
HERC3 ,0.346892695,2.10003924,0.985995117,0.349001707,0.729337932,-5.503952043,1.271818407,2.056600499,5.396441936,3.978146814,6.88527402,4.671941207,2.70297331,4.724929598,5.774068237,4.671941207
BBIP1 ,0.151768845,2.098891306,0.985547092,0.349210344,0.729509769,-5.504364603,1.110930716,4.191804073,3.862973763,5.645115821,3.844876578,4.024508455,3.540060283,4.724929598,4.678165093,4.389254731
CNIH1,0.395188641,6.799092488,0.985284993,0.349332442,0.729509769,-5.504605885,1.315114708,54.1254258,151.6041933,130.1597489,171.27086,115.6041933,52.14481306,124.5778681,131.3819711,145.9294508
CNTNAP3 ,0.373378623,1.846618839,0.98492411,0.34950061,0.729724725,-5.504938023,1.295382916,7.345116329,3.119734064,3.119734064,2.895299937,3.075635151,2.026130579,4.791734197,2.766661307,5.888580251
SPOCK2,-0.463232127,6.773450392,-0.984748421,0.349582501,0.72978578,-5.505099682,-1.378626954,68.71530445,227.0380643,145.9375267,154.8740834,142.6435015,64.77599769,74.86592803,168.6450833,54.56118565
CENPBD1P1,-0.440587025,3.261828454,-0.984732879,0.349589746,0.72978578,-5.505113982,-1.357156435,19.41215935,12.0361101,6.535382384,4.538576027,11.81497463,17.51965874,8.688844085,9.303814637,5.927093015
